original_city,canonical_city,changed
Los Alcázares - Región de Murcia,Los Alcázares - Región de Murcia,False
" Lalín, Pontevedra",Pontevedra,True
La Nava,La Nava,False
Escarrilla,Escarrilla,False
Biescas,Biescas,False
Telde,Telde,False
Torreblanca,Torreblanca,False
Osma,Osma,False
"Salou, Tarragona",Tarragona,True
Puig-reig,Puig-reig,False
Sabero,Sabero,False
Riofrío - Escalonilla (Ávila),Riofrío - Escalonilla (Ávila),False
Chiclana de la frontera,Jerez de la Frontera,True
QUATRETONDETA,QUATRETONDETA,False
Tafalla,Tafalla,False
Gudar,Gudar,False
Hontanar,Hontanar,False
Rueda,Rueda,False
Palomera,Palomera,False
Páramo del Sil,Páramo del Sil,False
Calp,Calpe,True
Cartama ,Artà,True
Cuntis,Cuntis,False
Orellana La Vieja,Orellana La Vieja,False
El Tarrós,El Tarrós,False
"Cazalla de la Sierra, Sevilla",Sevilla,True
Vidreres,Vidreres,False
Alella,Alella,False
"Benasque, Huescca","Benasque, Huescca",False
 El Médano,El Médano,True
Villaviciosa de Odón,Villaviciosa de Odón,False
Carrión de los Condes,Carrión de los Condes,False
Priego de Córdoba,Córdoba,True
Juncosa de Les Garrigues,Juncosa de Les Garrigues,False
Forcarei,Forcarei,False
Pedreguer,Pedreguer,False
Aín,Aín,False
Morón de la Frontera,Jerez de la Frontera,True
Currelos,Currelos,False
"Pedro Bernardo, Ávila","Pedro Bernardo, Ávila",False
"Burgohondo, Ávila","Burgohondo, Ávila",False
"Puerto del Rosario, Fuerteventura","Puerto del Rosario, Fuerteventura",False
Sagunto,Sagunto,False
"San Carlos del Valle, Ciudad Real","San Carlos del Valle, Ciudad Real",False
Albuñuelas (Granada),Albuñuelas (Granada),False
"Villanueva del Ariscal, Sevilla",Sevilla,True
Lanzarote,Lanzarote,False
Santa Susanna,Santa Susanna,False
Altafulla,Altafulla,False
Benahavis,Benahavis,False
Mijas,"Mijas, Málaga",True
Teia,Teia,False
"Oropesa del Mar, Castellón","Oropesa del Mar, Castellón",False
Torredembarra,Torredembarra,False
"El Acebrón, Cuenca",Cuenca,True
Gautegiz Arteaga,Gautegiz Arteaga,False
Polop de la Marina,Polop de la Marina,False
Fuerteventura,Fuerteventura,False
