admin_id,booking_count,total_revenue,density_score,avg_revenue_per_booking,hotspot_rank
grid_258,0.0,0.0,0.0,0.0,1427.0
grid_259,0.0,0.0,0.0,0.0,1427.0
grid_260,0.0,0.0,0.0,0.0,1427.0
grid_261,0.0,0.0,0.0,0.0,1427.0
grid_262,0.0,0.0,0.0,0.0,1427.0
grid_263,0.0,0.0,0.0,0.0,1427.0
grid_264,0.0,0.0,0.0,0.0,1427.0
grid_265,0.0,0.0,0.0,0.0,1427.0
grid_266,0.0,0.0,0.0,0.0,1427.0
grid_267,0.0,0.0,0.0,0.0,1427.0
grid_268,0.0,0.0,0.0,0.0,1427.0
grid_269,0.0,0.0,0.0,0.0,1427.0
grid_270,0.0,0.0,0.0,0.0,1427.0
grid_271,0.0,0.0,0.0,0.0,1427.0
grid_272,0.0,0.0,0.0,0.0,1427.0
grid_273,0.0,0.0,0.0,0.0,1427.0
grid_274,0.0,0.0,0.0,0.0,1427.0
grid_275,0.0,0.0,0.0,0.0,1427.0
grid_276,0.0,0.0,1.04891984986e-313,0.0,1390.0
grid_277,0.0,0.0,2.6980401296528145e-252,0.0,1202.0
grid_278,0.0,0.0,8.41532602896304e-199,0.0,1013.0
grid_279,0.0,0.0,3.1828042400675627e-153,0.0,848.0
grid_280,0.0,0.0,1.459705855505566e-115,0.0,693.0
grid_281,0.0,0.0,8.117778795005974e-86,0.0,554.0
grid_282,0.0,0.0,5.474261205485548e-64,0.0,445.0
grid_283,0.0,0.0,4.476414147615408e-50,0.0,380.0
grid_284,0.0,0.0,4.438655546724637e-44,0.0,350.0
grid_285,0.0,0.0,5.3369000371281605e-46,0.0,358.0
grid_286,0.0,0.0,7.781138280981685e-56,0.0,406.0
grid_287,0.0,0.0,1.3756680120000897e-73,0.0,493.0
grid_288,0.0,0.0,2.9491752791211108e-99,0.0,606.0
grid_289,0.0,0.0,7.666620592323392e-133,0.0,757.0
grid_290,0.0,0.0,2.416705877157235e-174,0.0,929.0
grid_291,0.0,0.0,9.237619416099173e-224,0.0,1099.0
grid_292,0.0,0.0,4.2816658741138295e-281,0.0,1294.0
grid_293,0.0,0.0,0.0,0.0,1427.0
grid_294,0.0,0.0,0.0,0.0,1427.0
grid_295,0.0,0.0,0.0,0.0,1427.0
grid_296,0.0,0.0,0.0,0.0,1427.0
grid_297,0.0,0.0,0.0,0.0,1427.0
grid_298,0.0,0.0,0.0,0.0,1427.0
grid_299,0.0,0.0,0.0,0.0,1427.0
grid_300,0.0,0.0,0.0,0.0,1427.0
grid_301,0.0,0.0,0.0,0.0,1427.0
grid_302,0.0,0.0,0.0,0.0,1427.0
grid_303,0.0,0.0,0.0,0.0,1427.0
grid_304,0.0,0.0,0.0,0.0,1427.0
grid_305,0.0,0.0,0.0,0.0,1427.0
grid_306,0.0,0.0,0.0,0.0,1427.0
grid_307,0.0,0.0,0.0,0.0,1427.0
grid_308,0.0,0.0,0.0,0.0,1427.0
grid_309,0.0,0.0,0.0,0.0,1427.0
grid_310,0.0,0.0,0.0,0.0,1427.0
grid_311,0.0,0.0,0.0,0.0,1427.0
grid_312,0.0,0.0,0.0,0.0,1427.0
grid_313,0.0,0.0,0.0,0.0,1427.0
grid_314,0.0,0.0,0.0,0.0,1427.0
grid_315,0.0,0.0,0.0,0.0,1427.0
grid_316,0.0,0.0,0.0,0.0,1427.0
grid_317,0.0,0.0,0.0,0.0,1427.0
grid_318,0.0,0.0,0.0,0.0,1427.0
grid_319,0.0,0.0,0.0,0.0,1427.0
grid_320,0.0,0.0,0.0,0.0,1427.0
grid_321,0.0,0.0,0.0,0.0,1427.0
grid_322,0.0,0.0,0.0,0.0,1427.0
grid_323,0.0,0.0,0.0,0.0,1427.0
grid_324,0.0,0.0,0.0,0.0,1427.0
grid_325,0.0,0.0,0.0,0.0,1427.0
grid_326,0.0,0.0,0.0,0.0,1427.0
grid_327,0.0,0.0,0.0,0.0,1427.0
grid_328,0.0,0.0,0.0,0.0,1427.0
grid_329,0.0,0.0,0.0,0.0,1427.0
grid_330,0.0,0.0,0.0,0.0,1427.0
grid_331,0.0,0.0,0.0,0.0,1427.0
grid_332,0.0,0.0,0.0,0.0,1427.0
grid_333,0.0,0.0,0.0,0.0,1427.0
grid_334,0.0,0.0,0.0,0.0,1427.0
grid_335,0.0,0.0,0.0,0.0,1427.0
grid_336,0.0,0.0,0.0,0.0,1427.0
grid_337,0.0,0.0,0.0,0.0,1427.0
grid_338,0.0,0.0,0.0,0.0,1427.0
grid_339,0.0,0.0,0.0,0.0,1427.0
grid_340,0.0,0.0,0.0,0.0,1427.0
grid_341,0.0,0.0,0.0,0.0,1427.0
grid_342,0.0,0.0,0.0,0.0,1427.0
grid_343,0.0,0.0,0.0,0.0,1427.0
grid_344,0.0,0.0,0.0,0.0,1427.0
grid_345,0.0,0.0,0.0,0.0,1427.0
grid_346,0.0,0.0,0.0,0.0,1427.0
grid_347,0.0,0.0,0.0,0.0,1427.0
grid_348,0.0,0.0,0.0,0.0,1427.0
grid_349,0.0,0.0,0.0,0.0,1427.0
grid_350,0.0,0.0,0.0,0.0,1427.0
grid_351,0.0,0.0,0.0,0.0,1427.0
grid_352,0.0,0.0,0.0,0.0,1427.0
grid_353,0.0,0.0,0.0,0.0,1427.0
grid_354,0.0,0.0,0.0,0.0,1427.0
grid_355,0.0,0.0,0.0,0.0,1427.0
grid_356,0.0,0.0,0.0,0.0,1427.0
grid_357,0.0,0.0,0.0,0.0,1427.0
grid_358,0.0,0.0,0.0,0.0,1427.0
grid_359,0.0,0.0,0.0,0.0,1427.0
grid_360,0.0,0.0,0.0,0.0,1427.0
grid_361,0.0,0.0,0.0,0.0,1427.0
grid_362,0.0,0.0,0.0,0.0,1427.0
grid_363,0.0,0.0,0.0,0.0,1427.0
grid_364,0.0,0.0,0.0,0.0,1427.0
grid_365,0.0,0.0,0.0,0.0,1427.0
grid_366,0.0,0.0,0.0,0.0,1427.0
grid_367,0.0,0.0,0.0,0.0,1427.0
grid_368,0.0,0.0,0.0,0.0,1427.0
grid_369,0.0,0.0,0.0,0.0,1427.0
grid_370,0.0,0.0,0.0,0.0,1427.0
grid_371,0.0,0.0,0.0,0.0,1427.0
grid_372,0.0,0.0,0.0,0.0,1427.0
grid_373,0.0,0.0,0.0,0.0,1427.0
grid_374,0.0,0.0,0.0,0.0,1427.0
grid_375,0.0,0.0,0.0,0.0,1427.0
grid_376,0.0,0.0,0.0,0.0,1427.0
grid_377,0.0,0.0,0.0,0.0,1427.0
grid_378,0.0,0.0,0.0,0.0,1427.0
grid_379,0.0,0.0,0.0,0.0,1427.0
grid_380,0.0,0.0,0.0,0.0,1427.0
grid_381,0.0,0.0,0.0,0.0,1427.0
grid_382,0.0,0.0,0.0,0.0,1427.0
grid_383,0.0,0.0,0.0,0.0,1427.0
grid_384,0.0,0.0,0.0,0.0,1427.0
grid_385,0.0,0.0,0.0,0.0,1427.0
grid_386,0.0,0.0,0.0,0.0,1427.0
grid_387,0.0,0.0,0.0,0.0,1427.0
grid_388,0.0,0.0,0.0,0.0,1427.0
grid_389,0.0,0.0,0.0,0.0,1427.0
grid_390,0.0,0.0,0.0,0.0,1427.0
grid_391,0.0,0.0,0.0,0.0,1427.0
grid_392,0.0,0.0,0.0,0.0,1427.0
grid_393,0.0,0.0,0.0,0.0,1427.0
grid_394,0.0,0.0,0.0,0.0,1427.0
grid_395,0.0,0.0,0.0,0.0,1427.0
grid_396,0.0,0.0,0.0,0.0,1427.0
grid_397,0.0,0.0,0.0,0.0,1427.0
grid_398,0.0,0.0,5.520390929266251e-290,0.0,1323.0
grid_399,0.0,0.0,1.7218383435642839e-236,0.0,1146.0
grid_400,0.0,0.0,6.512254381762325e-191,0.0,989.0
grid_401,0.0,0.0,2.9866668310706407e-153,0.0,849.0
grid_402,0.0,0.0,1.6609579647549188e-123,0.0,718.0
grid_403,0.0,0.0,1.120074589368146e-101,0.0,617.0
grid_404,0.0,0.0,9.159076540242239e-88,0.0,562.0
grid_405,0.0,0.0,9.081819632323183e-82,0.0,534.0
grid_406,0.0,0.0,1.0919694718979222e-83,0.0,546.0
grid_407,0.0,0.0,1.5920788098591314e-93,0.0,584.0
grid_408,0.0,0.0,2.8147191480450324e-111,0.0,671.0
grid_409,0.0,0.0,6.034232137894362e-137,0.0,772.0
grid_410,0.0,0.0,1.5686476383671744e-170,0.0,917.0
grid_411,0.0,0.0,4.944760108027283e-212,0.0,1068.0
grid_412,0.0,0.0,1.8900856911722654e-261,0.0,1224.0
grid_413,0.0,0.0,8.7606e-319,0.0,1411.0
grid_414,0.0,0.0,0.0,0.0,1427.0
grid_415,0.0,0.0,0.0,0.0,1427.0
grid_416,0.0,0.0,0.0,0.0,1427.0
grid_417,0.0,0.0,0.0,0.0,1427.0
grid_418,0.0,0.0,0.0,0.0,1427.0
grid_419,0.0,0.0,0.0,0.0,1427.0
grid_420,0.0,0.0,0.0,0.0,1427.0
grid_421,0.0,0.0,0.0,0.0,1427.0
grid_422,0.0,0.0,0.0,0.0,1427.0
grid_423,0.0,0.0,0.0,0.0,1427.0
grid_424,0.0,0.0,0.0,0.0,1427.0
grid_425,0.0,0.0,0.0,0.0,1427.0
grid_426,0.0,0.0,0.0,0.0,1427.0
grid_427,0.0,0.0,0.0,0.0,1427.0
grid_428,0.0,0.0,0.0,0.0,1427.0
grid_429,0.0,0.0,0.0,0.0,1427.0
grid_430,0.0,0.0,0.0,0.0,1427.0
grid_431,0.0,0.0,0.0,0.0,1427.0
grid_432,0.0,0.0,0.0,0.0,1427.0
grid_433,0.0,0.0,0.0,0.0,1427.0
grid_434,0.0,0.0,0.0,0.0,1427.0
grid_435,0.0,0.0,0.0,0.0,1427.0
grid_436,0.0,0.0,0.0,0.0,1427.0
grid_437,0.0,0.0,0.0,0.0,1427.0
grid_438,0.0,0.0,0.0,0.0,1427.0
grid_439,0.0,0.0,0.0,0.0,1427.0
grid_440,0.0,0.0,0.0,0.0,1427.0
grid_441,0.0,0.0,0.0,0.0,1427.0
grid_442,0.0,0.0,0.0,0.0,1427.0
grid_443,0.0,0.0,0.0,0.0,1427.0
grid_444,0.0,0.0,0.0,0.0,1427.0
grid_445,0.0,0.0,0.0,0.0,1427.0
grid_446,0.0,0.0,0.0,0.0,1427.0
grid_447,0.0,0.0,0.0,0.0,1427.0
grid_448,0.0,0.0,0.0,0.0,1427.0
grid_449,0.0,0.0,0.0,0.0,1427.0
grid_450,0.0,0.0,0.0,0.0,1427.0
grid_451,0.0,0.0,0.0,0.0,1427.0
grid_452,0.0,0.0,0.0,0.0,1427.0
grid_453,0.0,0.0,0.0,0.0,1427.0
grid_454,0.0,0.0,0.0,0.0,1427.0
grid_455,0.0,0.0,0.0,0.0,1427.0
grid_456,0.0,0.0,0.0,0.0,1427.0
grid_457,0.0,0.0,0.0,0.0,1427.0
grid_458,0.0,0.0,0.0,0.0,1427.0
grid_459,0.0,0.0,0.0,0.0,1427.0
grid_460,0.0,0.0,0.0,0.0,1427.0
grid_461,0.0,0.0,0.0,0.0,1427.0
grid_462,0.0,0.0,0.0,0.0,1427.0
grid_463,0.0,0.0,0.0,0.0,1427.0
grid_464,0.0,0.0,0.0,0.0,1427.0
grid_465,0.0,0.0,0.0,0.0,1427.0
grid_466,0.0,0.0,0.0,0.0,1427.0
grid_467,0.0,0.0,0.0,0.0,1427.0
grid_468,0.0,0.0,0.0,0.0,1427.0
grid_469,0.0,0.0,0.0,0.0,1427.0
grid_470,0.0,0.0,0.0,0.0,1427.0
grid_471,0.0,0.0,0.0,0.0,1427.0
grid_472,0.0,0.0,0.0,0.0,1427.0
grid_473,0.0,0.0,0.0,0.0,1427.0
grid_474,0.0,0.0,0.0,0.0,1427.0
grid_475,0.0,0.0,0.0,0.0,1427.0
grid_476,0.0,0.0,0.0,0.0,1427.0
grid_477,0.0,0.0,0.0,0.0,1427.0
grid_478,0.0,0.0,0.0,0.0,1427.0
grid_479,0.0,0.0,0.0,0.0,1427.0
grid_480,0.0,0.0,0.0,0.0,1427.0
grid_481,0.0,0.0,0.0,0.0,1427.0
grid_482,0.0,0.0,0.0,0.0,1427.0
grid_483,0.0,0.0,0.0,0.0,1427.0
grid_484,0.0,0.0,0.0,0.0,1427.0
grid_485,0.0,0.0,0.0,0.0,1427.0
grid_486,0.0,0.0,0.0,0.0,1427.0
grid_487,0.0,0.0,0.0,0.0,1427.0
grid_488,0.0,0.0,0.0,0.0,1427.0
grid_489,0.0,0.0,0.0,0.0,1427.0
grid_490,0.0,0.0,0.0,0.0,1427.0
grid_491,0.0,0.0,0.0,0.0,1427.0
grid_492,0.0,0.0,0.0,0.0,1427.0
grid_493,0.0,0.0,0.0,0.0,1427.0
grid_494,0.0,0.0,0.0,0.0,1427.0
grid_495,0.0,0.0,0.0,0.0,1427.0
grid_496,0.0,0.0,0.0,0.0,1427.0
grid_497,0.0,0.0,0.0,0.0,1427.0
grid_498,0.0,0.0,0.0,0.0,1427.0
grid_499,0.0,0.0,0.0,0.0,1427.0
grid_500,0.0,0.0,0.0,0.0,1427.0
grid_501,0.0,0.0,0.0,0.0,1427.0
grid_502,0.0,0.0,0.0,0.0,1427.0
grid_503,0.0,0.0,0.0,0.0,1427.0
grid_504,0.0,0.0,0.0,0.0,1427.0
grid_505,0.0,0.0,0.0,0.0,1427.0
grid_506,0.0,0.0,0.0,0.0,1427.0
grid_507,0.0,0.0,0.0,0.0,1427.0
grid_508,0.0,0.0,0.0,0.0,1427.0
grid_509,0.0,0.0,0.0,0.0,1427.0
grid_510,0.0,0.0,0.0,0.0,1427.0
grid_511,0.0,0.0,0.0,0.0,1427.0
grid_512,0.0,0.0,0.0,0.0,1427.0
grid_513,0.0,0.0,0.0,0.0,1427.0
