original_city,canonical_city,changed,original_bookings,canonical_bookings
El Castell de Guadalest,Calpe,True,355,2438
Rota,Cádiz,True,354,2756
"Rodezno, La Rioja,",Santo Domingo de la Calzada,True,354,10773
"Sos del Rey Católico, Zaragoza",Zaragoza,True,353,6082
Siguenza Guadalajara,Siguenza Guadalajara,False,353,353
El Palm-Mar,El Palm-Mar,False,352,352
Ingenio,Ingenio,False,351,351
Ayamonte,"Isla Cristina, Huelva",True,348,3286
Miyares (Piloña),Oviedo,True,346,4794
Blanes ,Tossa de Mar,True,345,2191
Santa Ursula,Santa Ursula,False,342,342
Arnedo,"Tudela, Navarra",True,340,2362
Bullas,MURCIA,True,340,4577
Llucmajor,Llucmajor,False,340,340
Mas de Barberans,Valderrobres,True,339,3742
"Costa Adeje, Tenerife","Costa Adeje, Tenerife",False,338,338
Arbúcies,Tossa de Mar,True,336,2191
URDA,URDA,False,334,334
Quintana de Soba,Castro-Urdiales,True,333,3920
Rubí,Barcelona,True,332,27987
Teverga,Oviedo,True,330,4794
"Moraira, Alicante",Calpe,True,330,2438
BAIONA,"Redondela, Pontevedra",True,330,3088
L'Escala,"L'Escala, Girona",True,329,3166
Ariany,Ariany,False,329,329
Ibi,Alicante,True,328,6701
Llaroles Nevada - Granada ,Llaroles Nevada - Granada ,False,328,328
La Frontera,La Frontera,False,326,326
Cazalla de la sierra,Cazalla de la sierra,False,326,326
BARCELONA,Barcelona,True,326,27987
Toledo Castilla-La Mancha España,Toledo Castilla-La Mancha España,False,325,325
Saldes,Saldes,False,324,324
"El Vilosell, Lleida",Cambrils,True,324,2341
Barreiros,Barreiros,False,323,323
Higuera de las Dueñas,Higuera de las Dueñas,False,322,322
Felanitx,Felanitx,False,322,322
"El Burgo de Osma, Soria","El Burgo de Osma, Soria",False,321,321
"Playa la Arena, Santa Cruz de Tenerife","Playa la Arena, Santa Cruz de Tenerife",False,320,320
"Adeje, Santa Cruz de Tenerife","Adeje, Santa Cruz de Tenerife",False,318,318
Torrellas,"Tudela, Navarra",True,315,2362
Ochagavia,"Zubiri, Navarra",True,313,2642
"Los Caños de Meca, Cádiz",Vejer de la frontera,True,312,3092
Zarratón,Santo Domingo de la Calzada,True,311,10773
"La Laguna, Santa Cruz de Tenerife","La Laguna, Santa Cruz de Tenerife",False,311,311
" Masopalmas, Las Palmas"," Masopalmas, Las Palmas",False,310,310
"Castroviejo, La Rioja",Nájera,True,307,3163
Valverde,Valverde,False,306,306
"Puente Nuevo, El Tiemblo","Puente Nuevo, El Tiemblo",False,305,305
"Castellanos de Villiquera, Salamanca",Salamanca,True,304,5616
Arguedas,"Tudela, Navarra",True,304,2362
"Darnius, Girona",Roses,True,303,3009
Iznatoraf,Iznatoraf,False,303,303
"Oiartzun, Gipuzkoa",San Sebastián-Donostia,True,302,3497
Puerto Santa Maria,Jerez de la Frontera,True,302,4517
"Cesantes, Pontevedra",Redondela ,True,299,5561
Cabanes,Cabanes,False,297,297
Chipiona,Jerez de la Frontera,True,296,4517
Muros ,Padrón,True,296,2783
A CORUÑA,A Coruña,True,296,6609
Sant Jaume de Llierca,Roses,True,294,3009
Roques Daurades,Cambrils,True,292,2341
El cotillo,El cotillo,False,292,292
Tudela,"Tudela, Navarra",True,291,2362
"A Granxa, Ourense","A Granxa, Ourense",False,290,290
Pollença,Pollença,False,290,290
"Balaguer, Lleida",Cervera,True,289,3682
Torroella de Montgrí,"L'Escala, Girona",True,288,3166
CALETA DE SEBO,CALETA DE SEBO,False,288,288
Chiclana de la Frontera,Cádiz,True,287,2756
Jorba,Cervera,True,287,3682
Palamós,"Vall-llobrega, Girona",True,287,2228
Vejer de la Frontera,Vejer de la frontera,True,283,3092
Arriondas (Parres),Arriondas (Parres),False,283,283
Chulilla,Manises,True,282,5501
L'Estartit,"L'Escala, Girona",True,281,3166
San Jorge de Heres,"Candás, Asturias",True,281,2209
Santa Pola,"Alacant, Alicante,",True,280,2824
Alicante ,Alicante,True,279,6701
"Ardales, Málaga",Setenil de las Bodegas,True,278,5204
"Libros, Teruel","Libros, Teruel",False,274,274
Lèrida,Lèrida,False,274,274
SANTILLANA DEL MAR,Santander,True,273,6325
Ribes de Freser,Ribes de Freser,False,272,272
Molló,Cervera,True,271,3682
La Isla,"Candás, Asturias",True,271,2209
Granada ,Granada,True,270,8287
Motril,MURCIA,True,269,4577
"Calp, Alicante",Calpe,True,266,2438
Cangas,"Redondela, Pontevedra",True,265,3088
Almuradiel,Almagro,True,265,2563
Los Cristianos,Los Cristianos,False,263,263
"Albuñol, Granada,","Albuñol, Granada,",False,262,262
POLOP DE LA MARINA,Calpe,True,262,2438
Liérganes,Santander,True,256,6325
Leganes,Madrid,True,256,61315
Mahon,"Maó, Illes Balears",True,254,3590
Casaio,"Pedrafita do Cebreiro, Lugo",True,252,3013
Elgoibar,Bergara,True,252,2465
San Vicente de la Sonsierra,Nájera,True,252,3163
Costa Teguise,Costa Teguise,False,251,251
"Puntallana, Santa Cruz de Tenerife","Puntallana, Santa Cruz de Tenerife",False,250,250
Cazalla de la Sierra,Cazalla de la Sierra,False,250,250
Cala Millor,Cala Millor,False,249,249
"Fermoselle, Zamora","Fermoselle, Zamora",False,248,248
Albacete,Albacete,False,247,247
Beuda,Roses,True,245,3009
Mijas pueblo,Alhaurín el Grande,True,244,2409
Felechosa,Oviedo,True,243,4794
"Medina-Sidonia, Cadiz",Vejer de la frontera,True,242,3092
"Las Palmas de Gran Canaria, Las Palmas,","Las Palmas de Gran Canaria, Las Palmas,",False,241,241
Puerto del Carmen,Puerto del Carmen,False,241,241
Jávea/Xàbia,Denia,True,241,2751
Villagonzalo Pedernales,Burgos,True,240,3283
Cantonigròs,Cantonigròs,False,238,238
San Cristóbal De La Laguna,San Cristóbal De La Laguna,False,236,236
La Pera,"L'Escala, Girona",True,236,3166
Aia,San Sebastián-Donostia,True,236,3497
"Donas, A Coruña",O Pino,True,231,4209
"Ruidera, Ciudad Real","Ruidera, Ciudad Real",False,230,230
Arafo,Arafo,False,227,227
 Santa Susanna,Tossa de Mar,True,226,2191
"Caldas de Reis, Pontevedra",Caldas de Reis,True,226,5231
La Riera de Covadonga,La Riera de Covadonga,False,224,224
LLÍVIA,LLÍVIA,False,224,224
Arnuero,Santander,True,221,6325
Lugo ,Portomarín,True,220,3691
"Corralejo, Las Palmas","Corralejo, Las Palmas",False,219,219
"Fernán Pérez, Almería",Las Negras,True,218,2194
Avila,Avila,False,216,216
Los Cristianos ,Los Cristianos ,False,215,215
La Sénia,Valderrobres,True,214,3742
SANTA EULALIA DE OSCOS,SANTA EULALIA DE OSCOS,False,213,213
San Agustín (Mas Palomas),San Agustín (Mas Palomas),False,213,213
Cuesta Eusebia,Segovia,True,212,7214
Morella,Valderrobres,True,212,3742
Helechosa de los Montes,Helechosa de los Montes,False,210,210
"Dehesa de Cuéllar, Segovia","Dehesa de Cuéllar, Segovia",False,210,210
"Cubla, Teruel","Cubla, Teruel",False,210,210
Coll de Nargó,Coll de Nargó,False,209,209
"Jédula, Cádiz","Jerez de la Frontera, Cádiz",True,208,2978
Caravaca de la Cruz,Caravaca de la Cruz,False,208,208
"Tavascan, Lleida","Tavascan, Lleida",False,208,208
El Ventorrillo,Granada,True,208,8287
Fuengirola ,Alhaurín el Grande,True,208,2409
Àger,Àger,False,207,207
Jaen,Jaen,False,206,206
VILLAVICIOSA,"Candás, Asturias",True,202,2209
JAÉN,JAÉN,False,202,202
Carbonero el Mayor,Segovia,True,202,7214
Cangas de Onis ,Cangas de Onis ,False,201,201
Marratxi,Marratxi,False,201,201
"El Paso, Santa Cruz de Tenerife","El Paso, Santa Cruz de Tenerife",False,199,199
Viveiro,Viveiro,False,193,193
Noguera de Albarracín,Noguera de Albarracín,False,192,192
Pollensa,Pollensa,False,191,191
ALDEA DEL CANO,ALDEA DEL CANO,False,191,191
Zuheros,Zuheros,False,191,191
"Carballo, A Coruña",A Coruña,True,190,6609
San Jose,La Savina,True,188,2758
Cardona,Cervera,True,187,3682
"Campo de Criptana, Ciudad Real","Campo de Criptana, Ciudad Real",False,187,187
Ansovell,Ansovell,False,186,186
Alpera,Yecla,True,185,3487
"El Rompido, Huelva,","Isla Cristina, Huelva",True,185,3286
"Caspueñas, Guadalajara",Guadalajara,True,185,3510
Villargordo del Cabriel,Villargordo del Cabriel,False,185,185
Guadalupe (Cáceres),Guadalupe (Cáceres),False,185,185
Constantina,Constantina,False,185,185
"Elche de la Sierra, Albacete","Elche de la Sierra, Albacete",False,185,185
San Juan de la Arena,"Candás, Asturias",True,184,2209
"Daimiel, Ciudad Real",Almagro,True,184,2563
"Tomeza, Pontevedra",Pontevedra,True,182,4895
Cabanelles,Roses,True,179,3009
"Santa Elena, Jaén","Santa Elena, Jaén",False,178,178
Cullar Vega,Granada,True,178,8287
Freila,Freila,False,177,177
Punta del Hidalgo,Punta del Hidalgo,False,176,176
"Gor, Granada","Gor, Granada",False,176,176
El Rasillo de Cameros,Nájera,True,175,3163
"Blanes, Girona",Tossa de Mar,True,172,2191
Very Cool Cool City,Very Cool Cool City,False,172,172
Callosa de Ensarria,Calpe,True,172,2438
BOT,Valderrobres,True,171,3742
Valle Guerra,Valle Guerra,False,171,171
San Vicente del Raspeig ,Alicante,True,171,6701
Llagostera,Tossa de Mar,True,171,2191
Alajeró,Alajeró,False,171,171
Ciudad Real,Madrid,True,169,61315
Ibiza,Ibiza,False,169,169
Peñíscola,Peñíscola,False,169,169
Melilla,Melilla,False,168,168
"Mijas Costa, (Málaga)",Alhaurín el Grande,True,164,2409
Olot,Olot,False,163,163
Cehegín,Cehegín,False,163,163
Piedrafita,"Pedrafita do Cebreiro, Lugo",True,163,3013
"La Esperanza,","La Esperanza,",False,162,162
Fregenal de la Sierra,ZAFRA,True,162,2390
Port de Pollença,Port de Pollença,False,161,161
Cahecho,Cahecho,False,161,161
Villaverde,Villaverde,False,160,160
Arucas,Arucas,False,160,160
"Roquetas de Mar, Almería,","Roquetas de Mar, Almería,",False,159,159
Pozuelo de Calatrava,Almagro,True,158,2563
"Lanjarón, Granada",Granada,True,158,8287
villanueva de la cañada,Madrid,True,155,61315
Cariño,Cariño,False,153,153
Gaucín,"Marbella, Málaga",True,153,6779
Corduente,Corduente,False,152,152
Vilagarcía de Arousa,Caldas de Reis,True,152,5231
San Roque - Alcaidesa,"Tarifa, Cádiz",True,152,3262
Mondariz,Redondela (Pontevedra),True,151,5171
Benamaurel,Benamaurel,False,151,151
"Tejeda de Tiétar, Cáceres","Tejeda de Tiétar, Cáceres",False,151,151
Torroja del Priorat,Cambrils,True,151,2341
Candás,"Candás, Asturias",True,150,2209
"Playa del Inglés, Las Palmas","Playa del Inglés, Las Palmas",False,150,150
Ojén,"Marbella, Málaga",True,149,6779
"La Guardia, Toledo",Toledo,True,149,19599
Sobremazas,Santander,True,148,6325
Valldevia,Valldevia,False,146,146
Castilleja de la Cuesta,Sevilla,True,146,26417
Berlanga de Duero,Berlanga de Duero,False,146,146
Madrid ,Madrid,True,145,61315
"Cortelazor, HUELVA","Cortelazor, HUELVA",False,145,145
"Albaicín, Granada, ",Granada,True,144,8287
"Olot, Girona","Olot, Girona",False,144,144
sevilla,Sevilla,True,144,26417
FALSET,Cambrils,True,144,2341
Gipuzkoa,San Sebastián-Donostia,True,143,3497
"El Barraco, Ávila","El Barraco, Ávila",False,143,143
"Estepar, Burgos",Burgos,True,143,3283
Benidorm ,Calpe,True,142,2438
"El Roque, Las Palmas","El Roque, Las Palmas",False,142,142
Begur,"L'Escala, Girona",True,142,3166
Sant Jordi,Cervera,True,141,3682
ADEJE,ADEJE,False,141,141
"San Miguel de Castro, Pontevedra",O Pino,True,141,4209
Isla del Hierro,Isla del Hierro,False,141,141
iznatoraf,iznatoraf,False,141,141
Yeste,Yeste,False,141,141
Mieres,Roses,True,139,3009
"Candelario, Salamanca","Candelario, Salamanca",False,139,139
"Sant Joan de les Abadesses, Girona,","Sant Joan de les Abadesses, Girona,",False,138,138
"Cañamero, Cáceres,","Cañamero, Cáceres,",False,138,138
"Arona, Santa Cruz de Tenerife","Arona, Santa Cruz de Tenerife",False,138,138
Portilla de la Reina,Portilla de la Reina,False,136,136
Rosas,Roses,True,136,3009
Socuéllamos,Socuéllamos,False,134,134
"Benalmádena, Málaga,",Málaga,True,133,17675
Benalmadena Costa,Málaga,True,132,17675
O Barqueiro,O Barqueiro,False,131,131
Arguis,Arguis,False,131,131
Argelaguer,Roses,True,131,3009
Chiclana De La Frontera,Cádiz,True,129,2756
"Pontedeume, A Coruña,",Miño,True,129,4974
Sarroqueta (El Pont de Suert),Sarroqueta (El Pont de Suert),False,128,128
TORRELLES DEFOIX,Sitges,True,128,4574
"Torremolinos, Málaga",Málaga,True,128,17675
Santa Coloma de Farners,Tossa de Mar,True,127,2191
Aldeadavila De La Ribera,Aldeadavila De La Ribera,False,126,126
Gata,Gata,False,125,125
Montgat,Barcelona,True,125,27987
Fuengirola,Alhaurín el Grande,True,124,2409
Castril,Castril,False,123,123
"Fuentes de Oñoro, Salamanca","Fuentes de Oñoro, Salamanca",False,123,123
Arcos de la frontera,"Las Cabezas de San Juan, Sevilla",True,122,2600
"Les Mines d'Osor, Girona",Tossa de Mar,True,121,2191
Villena ,Yecla,True,121,3487
"Regencós, Girona","Vall-llobrega, Girona",True,121,2228
Castrillón,"Candás, Asturias",True,121,2209
Ciutadella de Menorca ,Fornells,True,121,2574
Asturias,Oviedo,True,120,4794
Puerto de Mazarrón,MURCIA,True,120,4577
Claverol,Claverol,False,119,119
BENIDORM,Calpe,True,119,2438
Ourense,Ourense,False,118,118
Alcover,Tarragona,True,117,3075
El Rourell,Tarragona,True,117,3075
Alcaucin ,"Nerja, Málaga",True,117,3965
Frigiliana,Nerja,True,116,4525
LUARCA,LUARCA,False,115,115
Siejo,Siejo,False,115,115
VALDERROBRES,Valderrobres,True,114,3742
 La Laguna- Guamasa-Tenerife, La Laguna- Guamasa-Tenerife,False,114,114
Llavorsí,Llavorsí,False,114,114
La Cala de Mijas,Alhaurín el Grande,True,113,2409
Monells,"Vall-llobrega, Girona",True,113,2228
"O Courel ,  Quiroga ,  Lugo",Sarria,True,111,2085
Pontedeume,Miño,True,111,4974
Gargantilla del Lozoya,Segovia,True,111,7214
Adra,Adra,False,111,111
RUIDERA,RUIDERA,False,109,109
Lekeitio (Bizkaia),Bergara,True,109,2465
Montehermoso,Montehermoso,False,109,109
San Martín de Teverga,Oviedo,True,109,4794
Vallgorguina,Tossa de Mar,True,108,2191
Guaso,Guaso,False,108,108
"Pantón, Lugo",Portomarín,True,108,3691
Cee,Muxia,True,107,2371
"La Plana de Mont-Ros, Lleida, ","La Plana de Mont-Ros, Lleida, ",False,106,106
Cóbreces,Santander,True,106,6325
 Durón,Guadalajara,True,105,3510
San Justo de la Vega,León,True,105,5305
Vilagarcia de Arousa,Caldas de Reis,True,105,5231
Vinyols i Els Arcs,Cambrils,True,104,2341
San Cristóbal de Segovia,Segovia,True,103,7214
"Vielha, Lleida,","Vielha, Lleida,",False,103,103
Prioro,Prioro,False,103,103
Panticosa,Panticosa,False,103,103
Ruente,Santander,True,102,6325
Tagamanent,Barcelona,True,102,27987
la fresneda siero,Oviedo,True,102,4794
"La Pobla de Cérvoles, Lleida",Cambrils,True,102,2341
"Colònia de Sant Jordi, Illes Balears","Colònia de Sant Jordi, Illes Balears",False,102,102
"Alhaurin El Grande, Málaga",Alhaurín el Grande,True,102,2409
Las Rozas de Madrid,Madrid,True,102,61315
Campdevànol,Campdevànol,False,101,101
O Grove,Pontevedra,True,101,4895
SANT JULIA DE RAMIS,"Vall-llobrega, Girona",True,99,2228
Cordoba ,Córdoba,True,99,5489
Les Pereres,Les Pereres,False,98,98
Vielha,Vielha,False,98,98
Gombrèn,Gombrèn,False,98,98
Munebrega,Munebrega,False,98,98
Jérica,Manises,True,97,5501
Playa de las Americas,Playa de las Americas,False,97,97
Quesa,L'Alcúdia,True,97,2158
Arlanza,"Pedrafita do Cebreiro, Lugo",True,97,3013
Benia de Onis,Benia de Onis,False,97,97
Las Palmas de Gran Canaria ,Las Palmas de Gran Canaria,True,97,3255
Jerez de la Frontera ,Jerez de la Frontera,True,96,4517
"Aldeaquemada, Jaén","Aldeaquemada, Jaén",False,96,96
GIRONA,"Vall-llobrega, Girona",True,96,2228
Patro,Denia,True,96,2751
Coín,Alhaurín el Grande,True,95,2409
Villarejo,Santo Domingo de la Calzada,True,95,10773
SEVILLA,Sevilla,True,95,26417
"Bustares, Guadalajara","Bustares, Guadalajara",False,95,95
Burjassot,Valencia,True,95,10751
El Pueyo de Jaca,El Pueyo de Jaca,False,94,94
Herrán,Santo Domingo de la Calzada,True,94,10773
"Celrà, Girona","Vall-llobrega, Girona",True,94,2228
Pals,"L'Escala, Girona",True,93,3166
La Puerta de Segura Jaén ,La Puerta de Segura Jaén ,False,92,92
Playa De L'Ingles - Maspalomas,Playa De L'Ingles - Maspalomas,False,92,92
Navaluenga,Navaluenga,False,92,92
"El Morche, Malága","Nerja, Málaga",True,92,3965
"Playa Blanca, Las Palmas","Playa Blanca, Las Palmas",False,92,92
Puerto del Carmen (Tias) ,Puerto del Carmen (Tias) ,False,91,91
Guitiriz,Guitiriz,False,91,91
L'Hospitalet de Llobregat,Barcelona,True,91,27987
"Motril, Granada",Nerja,True,91,4525
Laspaúles,Laspaúles,False,91,91
"Vilassar de Dalt, Barcelona,",Barcelona,True,90,27987
Caleta de Fuste,Caleta de Fuste,False,90,90
Aldeanueva de la Serrezuela,Aldeanueva de la Serrezuela,False,89,89
Sant Celoni,Tossa de Mar,True,89,2191
Ardales,Alhaurín el Grande,True,89,2409
Viveiro (Lugo),Viveiro (Lugo),False,89,89
"Calzada de Calatrava, Ciudad Real",Almagro,True,88,2563
Montejaque,Setenil de las Bodegas,True,88,5204
Ciutadella de Menorca,Fornells,True,87,2574
"Fondón, Almería",Las Negras,True,87,2194
Bellver de Cerdanya,Bellver de Cerdanya,False,87,87
"Arbancón, Guadalajara",Guadalajara,True,87,3510
El Hierro,El Hierro,False,87,87
Besalú,Roses,True,86,3009
"Olveira, A Coruña",Miño,True,86,4974
"Espot, Lleida,","Espot, Lleida,",False,86,86
Huerta de Vero,Huerta de Vero,False,86,86
Matadepera,Barcelona,True,84,27987
"Guadalupe, Cáceres,","Guadalupe, Cáceres,",False,84,84
Almarza,Almarza,False,83,83
"Montseny, Barcelona",Tossa de Mar,True,83,2191
Benilloba,Alicante,True,83,6701
Villaviciosa,"Candás, Asturias",True,82,2209
Montanchez,Montanchez,False,81,81
Valdelaguna,Madrid,True,81,61315
Prades,Cervera,True,81,3682
Valdoviño,Miño,True,80,4974
Naron,Miño,True,80,4974
cadiz,Cádiz,True,79,2756
"Suárbol, Léon","Pedrafita do Cebreiro, Lugo",True,78,3013
"La Donzell, Lleida",Cervera,True,78,3682
"Tarifa, Cádiz (El Bujeo)","Tarifa, Cádiz",True,77,3262
"Garray, Soria","Garray, Soria",False,77,77
Pozo Alcón,Pozo Alcón,False,77,77
Arsèguel,Arsèguel,False,77,77
"Susqueda, Girona",Tossa de Mar,True,76,2191
"La Xara, Alicante",Denia,True,76,2751
"Arguedas, Navarra","Tudela, Navarra",True,75,2362
"Altès, Lleida",Cervera,True,75,3682
Medina de Pomar,Medina de Pomar,False,75,75
"Taull, Lleida","Taull, Lleida",False,75,75
Pozán de Vero,Pozán de Vero,False,74,74
"Argamasilla de Alba, Ciudad Real,","Argamasilla de Alba, Ciudad Real,",False,73,73
BALDELLOU,BALDELLOU,False,73,73
"Arenales Del Sol, Elche","Alacant, Alicante,",True,73,2824
La Orotava- Tenerife / España,La Orotava- Tenerife / España,False,73,73
El Pont de Suert,El Pont de Suert,False,72,72
Teguise,Teguise,False,72,72
Villajoyosa,Alicante,True,72,6701
"San Bartolomé, Las Palmas,","San Bartolomé, Las Palmas,",False,71,71
Oropesa,Oropesa,False,71,71
Estación de Cortes de la Frontera,Estación de Cortes de la Frontera,False,71,71
"Monachil, Granada",Granada,True,71,8287
"Jimena de la Frontera, Cádiz","Tarifa, Cádiz",True,71,3262
Villarrobledo,Villarrobledo,False,70,70
Corullón,"Pedrafita do Cebreiro, Lugo",True,70,3013
Llabiá,"L'Escala, Girona",True,70,3166
El Torno,El Torno,False,70,70
Amieva,Amieva,False,70,70
Izal,"Zubiri, Navarra",True,70,2642
Los Llanos de Aridane,Los Llanos de Aridane,False,70,70
Hostafrancs,Cervera,True,70,3682
"Icod de los Vinos, Santa Cruz de Tenerife","Icod de los Vinos, Santa Cruz de Tenerife",False,69,69
La Santa,La Santa,False,69,69
"Moral de Calatrava, Ciudad Real",Almagro,True,69,2563
Fuente de Piedra,Setenil de las Bodegas,True,68,5204
Sant Climenç,Sitges,True,68,4574
Llivia,Llivia,False,68,68
Sant Marti de Centelles,Barcelona,True,68,27987
GARRUCHA,Mojácar,True,68,3106
"El Papiol, Barcelona",Barcelona,True,68,27987
Las Palmas,Las Palmas,False,67,67
"Torreguadiaro, Cádiz","Marbella, Málaga",True,67,6779
Alcaidesa,"Tarifa, Cádiz",True,67,3262
"Puerto del Carmen, Tías ","Puerto del Carmen, Tías ",False,67,67
Grau de Gandia,Cullera,True,66,3452
Corbera d'Ebre,Valderrobres,True,66,3742
"Gandia, 46730, Valencia",Cullera,True,66,3452
"Grañas do Sor, Mañón",Miño,True,66,4974
ALEDO,MURCIA,True,65,4577
Los Alcázares,Torrevieja,True,65,5325
El Poble Nou de Benitatxell,Calpe,True,65,2438
Secadura,Santander,True,65,6325
Valldoreix,Barcelona,True,65,27987
ecija,Córdoba,True,65,5489
Navia,Navia,False,65,65
Roni,Roni,False,64,64
Aldeadávila de la Ribera,Aldeadávila de la Ribera,False,64,64
Guadalupe,Guadalupe,False,64,64
Baralla,Sarria,True,64,2085
Casas del Castañar,Casas del Castañar,False,64,64
Cáceres,Cáceres,False,64,64
"Burgohondo, Ávila","Burgohondo, Ávila",False,64,64
Aldea,Valderrobres,True,64,3742
Cataluña,Tarragona,True,64,3075
"Vigo, Zamora","Vigo, Zamora",False,63,63
Borriana,Borriana,False,63,63
La Torre de Claramunt,Sitges,True,63,4574
Nomad Malaga,Málaga,True,63,17675
"San Juan de Plan, Huesca","San Juan de Plan, Huesca",False,63,63
"Lodares de Osma, Soria,","Lodares de Osma, Soria,",False,63,63
Alcalá del Júcar,Alcalá del Júcar,False,62,62
San Cristóbal de la Laguna,San Cristóbal de la Laguna,False,62,62
"Villanueva del Trabuco, Málaga",Málaga,True,61,17675
Ribadesella,Ribadesella,False,61,61
Santa Linya,Cervera,True,61,3682
Ullastrell,Barcelona,True,61,27987
"San Martín de Castañeda, Zamora","San Martín de Castañeda, Zamora",False,61,61
"Casarabonela, Málaga",Alhaurín el Grande,True,61,2409
La Salzadella,La Salzadella,False,60,60
"Montecorto, Málaga",Setenil de las Bodegas,True,60,5204
Caravaca de la Cruz ,Caravaca de la Cruz ,False,60,60
Orellana la Vieja ,Orellana la Vieja ,False,59,59
"Biescas, Valdes, Asturias",Oviedo,True,59,4794
Murcia ,MURCIA,True,58,4577
"Talarn, Lérida","Talarn, Lérida",False,58,58
Los Delfines,Fornells,True,58,2574
"Vilaronte, Lugo","Vilaronte, Lugo",False,58,58
Alcúdia,Alcúdia,False,58,58
Corral de Ayllón,Corral de Ayllón,False,57,57
L´'Aldea,Valderrobres,True,57,3742
Cala d'0r,Cala d'0r,False,57,57
"Higueruelas, Valencia",Manises,True,57,5501
Tornavacas,Tornavacas,False,57,57
Rellinars,Barcelona,True,57,27987
"Celanova, Ourense","Celanova, Ourense",False,57,57
salamanca ,Salamanca,True,57,5616
Villahermosa del rio,Villahermosa del rio,False,56,56
Borau,Borau,False,56,56
Hospitalet de Llobregat ,Barcelona,True,56,27987
vada,vada,False,56,56
EL CARMOLI,Torrevieja,True,55,5325
"Adamuz, Córdoba",Córdoba,True,55,5489
Villanueva de Colombres,Villanueva de Colombres,False,55,55
Ituren,"Zubiri, Navarra",True,55,2642
"Abarca de Campos, Palencia",Valladolid,True,55,5769
Ezcaray,Santo Domingo de la Calzada,True,55,10773
Taüll,Taüll,False,54,54
Cala d'Or,Cala d'Or,False,54,54
"Dos Hermanas, Sevilla",Sevilla,True,54,26417
Penaguila,Calpe,True,54,2438
"El Palo, Málaga",Málaga,True,53,17675
Puerto Pollensa,Puerto Pollensa,False,53,53
La Fatarella,Valderrobres,True,53,3742
Mancor de la Vall,Mancor de la Vall,False,53,53
"Fene, A Coruña",Miño,True,52,4974
"Ramirás, Ourense",Redondela (Pontevedra),True,52,5171
"Hervás, Cáceres","Hervás, Cáceres",False,52,52
Mallorca,Mallorca,False,52,52
Níjar ,Las Negras,True,51,2194
"Porto Cristo, Manacor","Porto Cristo, Manacor",False,51,51
Santa Cruz de Pinares (Ávila),Santa Cruz de Pinares (Ávila),False,51,51
Maçanet de Cabrenys,Roses,True,51,3009
Rades de Abajo,Segovia,True,51,7214
san juan playa,Alicante,True,50,6701
"Higuera De La Sierra, Huelva","Higuera De La Sierra, Huelva",False,50,50
"Abárzuza, Navarra,",Pamplona,True,50,2752
Villanueva de Tapia,Villanueva de Tapia,False,50,50
Figueres,Roses,True,49,3009
Carmona,Sevilla,True,49,26417
LA PENILLA,Santander,True,49,6325
ValDespino de Sanabria ,ValDespino de Sanabria ,False,49,49
Fernán Perez,Las Negras,True,49,2194
Tenerife ,Tenerife ,False,48,48
Valencina de la Concepcion,Sevilla,True,48,26417
Bolulla,Calpe,True,47,2438
"Teo, Santiago de Compostela",Santiago de Compostela,True,47,9533
SANTA MARIA DE PALAUTORDERA,Barcelona,True,47,27987
Betren,Betren,False,47,47
Fisterra,Santiago de Compostela,True,46,9533
El Paso,El Paso,False,46,46
Santa Cruz de Tenerife ,Santa cruz de Tenerife,True,46,2045
Paderne,Miño,True,46,4974
Collbató,Barcelona,True,46,27987
Málaga ( Campanillas),Málaga,True,46,17675
Islas Canarias,Islas Canarias,False,46,46
Malón,"Tudela, Navarra",True,46,2362
Legutio,Bergara,True,45,2465
Playa Blanca,Playa Blanca,False,45,45
Calella de Palafrugell,"Vall-llobrega, Girona",True,45,2228
San Sebastián,San Sebastián-Donostia,True,45,3497
"Lloret de Mar, Girona",Tossa de Mar,True,44,2191
Cabrales,Cabrales,False,44,44
"San Luis de Sabinillas, Manilva","Marbella, Málaga",True,44,6779
Sant Fost de Campsentelles,Barcelona,True,44,27987
Maià de Montcal,Roses,True,44,3009
Vera,Mojácar,True,44,3106
Cambados,Pontevedra,True,44,4895
"Camuñas, Toledo","Camuñas, Toledo",False,43,43
Vecindario,Vecindario,False,43,43
COSTA TEGUISE,COSTA TEGUISE,False,43,43
 Alicante,Alicante,True,43,6701
 El Médano,El Médano,True,42,3281
Binibona,Binibona,False,42,42
Bielsa,Bielsa,False,42,42
"Les Masies de Voltregà, Barcelona","Les Masies de Voltregà, Barcelona",False,42,42
Gandía,Cullera,True,42,3452
Mal Partida de Plasencia,Mal Partida de Plasencia,False,42,42
Isla Canela,"Isla Cristina, Huelva",True,42,3286
La Estrella (Toledo),La Estrella (Toledo),False,41,41
"Saldes, Catalunya","Saldes, Catalunya",False,41,41
Casas del Rey,Casas del Rey,False,41,41
Pinilla Del Valle,Segovia,True,41,7214
Rabós,Roses,True,41,3009
Arroyo Frío,Arroyo Frío,False,41,41
Torremolinos ,Málaga,True,41,17675
Calp,Calpe,True,40,2438
Molina de Aragón,Molina de Aragón,False,40,40
El Altet,"Alacant, Alicante,",True,39,2824
Guardiola de Fontrubí,Sitges,True,39,4574
Puigcerda,Puigcerda,False,39,39
Tezanos,Santander,True,39,6325
Ortiguero de cabrales,Ortiguero de cabrales,False,39,39
"Pantano de Cijara, Cáceres","Pantano de Cijara, Cáceres",False,39,39
