hotel_id,distance_from_madrid,distance_from_coast
299,407.1529691382743,132.3227603178189
232,556.0027352475714,160.1673920364396
12273,401.16818821529955,32.86965471102948
15523,1775.8000060165298,0.5238162357695907
12797,414.79381730635504,62.81834534043354
11559,538.1205939516059,0.4968471712488125
4029,604.5530387209876,10.910789713294527
4299,589.4214423438253,57.586532010544055
4321,463.2967114997121,107.157712732521
2159,367.3016479230199,42.02259111209225
7254,408.00230051435284,0.14965565365904354
3537,670.7040167468155,0.7094139397520621
6331,226.21067032058212,243.77484337148255
6600,519.2641091569084,104.20946009854387
6629,606.685905849445,88.86840796779776
6952,575.9361329118124,11.980162563621562
6771,548.811548384847,0.6412364606095193
6688,359.495248942299,0.5924288804413796
7015,354.66741646914295,18.711051635967877
6387,582.3118045961955,19.380810086813515
6273,784.6416522421586,55.47674288285069
7626,0.4957371154754124,306.23967245635305
27226,343.20989125291084,0.5835061578540608
9113,427.0479571348324,164.66591508173204
8586,360.5004779461737,47.867112600412014
8633,174.6854873421048,171.86263036045773
10228,452.20152028815147,177.4146554760977
12775,284.1123936612524,128.48796847312414
12629,470.5708833876288,0.829914384046706
10440,506.32088370406126,2.146579136395251
10474,605.5226676515308,2.5000822678747094
10637,598.3346087328354,0.25660607986562944
10728,91.88363483784111,330.7906241450289
10600,156.50267331883134,179.66313915044302
12382,465.52236983136333,13.047543314119274
10783,335.47310075436724,0.8564989121730572
11068,360.1693424689764,48.22615304472607
11144,1051.2461901687927,136.14610033580323
12637,347.93160025696545,0.24171715979354716
13906,468.4238785494273,21.67269934314385
11649,720.7678788923287,134.91698018370994
11739,224.70626305282326,169.60620197164445
11777,407.98077292327747,0.9238778118853559
10795,420.75968028787474,1.721170485155587
11898,390.6426563579875,63.88250165569136
11674,381.89374029212536,129.99067920065622
1855,721.2183431894152,9.1683531840797
12493,658.5943525065334,11.577640141839181
14608,452.5924641874552,0.017065302787019433
12890,7.877813776903642,313.588694815439
23826,421.2251963120365,1.1889109863805711
6729,574.5916927967173,0.3014032124691116
1971,625.974980351148,23.687945451238768
15863,427.98746340471314,166.49363207517118
14705,802.5029760856397,50.12569197198498
13252,776.3493929717988,23.01651480734063
11608,369.6531670673431,0.7756805372659783
13332,399.58145628895517,23.697829778103326
12783,495.64412978253984,17.628309393068
14695,3.508609061377989,303.11223678629113
12541,458.08480426368055,24.45778466166908
13801,323.9083877737755,90.78275501411669
14499,302.57320492145243,107.0195280447739
14350,114.79640490561366,330.21081604274644
14435,288.70866000448734,100.61494777684982
14483,287.70677164692904,101.72265978209103
14700,571.3455209978766,18.423338839022577
14783,487.03747778623267,0.33998461266977875
14776,486.4263343593958,10.762798179855357
11685,465.48181651753146,13.263407673882336
12829,603.5806464312813,10.468621267350457
18232,465.7706300365633,1.2940192608153962
7097,393.616612298025,61.110943444511484
15761,403.21372134851043,21.133311116786206
16316,1808.1310680623747,0.49697745820441885
20614,414.6561940330357,6.582785413503585
18791,0.17615527849698423,305.8119874571324
15826,392.15583758388334,30.394523501718552
10619,212.95810498957653,195.8338621560161
16875,469.53435058831855,0.2063535004749184
20803,430.72663421802577,63.18733514269649
21782,373.9297643723442,63.26235004045319
17993,437.8081830455895,0.3266391219941174
24165,952.9369769106343,337.4257030138526
22361,407.490267037534,2.183586371017007
19637,331.0546626487349,97.67158478571136
19829,160.15540123858483,187.5625620832058
24005,350.47938584951953,76.57416193207712
20556,411.96302951691786,0.2700647585527594
8886,253.47958013467877,141.3896205387189
3444,503.21292553357125,3.8272901662294565
20333,302.10440828969195,75.82873390175195
24373,505.71611742867117,1.4860589954034362
21511,1049.101709330985,133.0950195295984
21083,698.2051275222033,28.628436813947676
22732,369.30210781455685,0.17017279994574297
22867,469.26374274506514,32.34162011100979
22861,69.87880236217451,269.86702930172106
22894,517.1140212399575,0.23547906811986058
21935,450.93659869108836,8.3963970617354
23122,556.3229570739664,0.7316503165673831
24828,419.3471970819348,1.0833099618509632
22484,810.8375768338128,54.72933193678426
23359,421.62060434730483,93.9539784925841
24537,505.71611742867117,1.4860589954034362
23073,299.0506902146641,61.695795990650225
24564,505.71611742867117,1.4860589954034362
23564,302.9366059336549,109.41698196496277
23575,593.1668316914307,12.334624859552266
10501,377.04072688002987,0.2547611862724203
23613,279.88276068552665,44.33319635574189
24575,505.71611742867117,1.4860589954034362
23190,537.7630133883472,1.2032794357238852
24455,423.74668258573206,17.605646482024508
28180,373.0622402912069,1.3596540859441997
24220,555.9777487402209,54.572950205947016
24986,726.2457191911318,14.252790874809882
8733,415.4935275063596,45.682674404153424
25507,66.74299446006204,321.1892547579502
6612,348.9459951969727,22.036037576407768
26198,160.070560031945,236.32149211424812
26151,678.5262397294374,0.3111902162070509
26643,28.942181826909554,282.1414408334216
26469,507.26643467740706,1.781610075017285
26573,302.44806972539374,4.054718514701571
26211,0.10855545640437177,305.856373687688
6964,1598.1793729862545,2.5440196437523266
23935,1557.1370514805708,3.0455156835776447
27417,796.7913798142582,37.033135686468114
27436,350.561448304917,1.094282729615995
27642,373.83648618516577,3.2389443594579137
26818,659.1877484005265,0.09179015987771814
27794,525.9977764582537,46.413565811506864
8521,370.426057251331,0.31035486107728116
1427,159.64743630313276,194.3581415024795
975,444.3594905978402,0.03924123566596095
12051,369.9326552664775,0.17829035601148915
19512,501.2120212653521,2.9050769679879327
8882,1779.3844277065077,0.8915720751831004
6448,674.5550993105657,0.14857617774723422
7391,517.0206651675401,0.40249301001677595
3841,487.247889671924,5.013250388573538
12100,431.21374097144314,30.304310453463046
24831,1597.8090433209097,2.21768503600554
25567,379.40407731012937,64.23223557543136
7567,390.0251333084797,24.31800586110936
6580,151.428651707482,191.36284962578347
5578,515.2764738189984,113.17629867101398
22134,731.1127415035219,14.913210152206705
5893,6.565062651639827,311.1483385755337
14685,334.628192028354,89.0571915994591
6206,460.2447078060814,119.85547993572881
6389,459.2956196307941,23.034029291242557
6730,573.8137840030946,0.3751491112486386
6845,343.1102015575439,16.32361043487738
12158,1738.0766961021573,0.5124979518942835
8189,364.07492997592203,41.72531960609136
7526,249.61219738564841,173.2391108124318
3323,527.1624231930668,92.11220302339612
7622,422.5859408681948,54.78400347737878
7644,412.79182728784826,106.7195401330067
9332,348.969613833683,36.08675832516074
