"id","number_of_rooms","max_occupancy","pricing_per_person_activated","max_adults","events_allowed","pets_allowed","smoking_allowed","children_allowed"
"537",8,2,True,2,False,False,False,False
"698",1,4,True,4,False,False,False,False
"26375",2,2,True,2,False,False,False,False
"697",1,3,True,3,False,False,False,False
"198",1,4,True,4,False,False,False,False
"21",1,3,False,1,False,False,False,False
"28499",1,2,False,2,False,False,False,False
"26718",1,3,True,3,False,False,False,False
"5161",1,5,False,5,False,False,False,False
"29",1,2,False,2,False,False,False,False
"30",1,2,False,2,False,False,False,False
"31",1,2,False,2,False,False,False,False
"32",5,4,False,4,False,False,False,False
"74",6,5,False,5,False,False,False,False
"532",3,3,False,3,False,False,False,False
"10936",1,1,False,1,False,False,False,False
"39977",1,2,False,2,False,False,False,False
"17728",1,2,True,2,False,False,False,False
"26374",1,1,False,1,False,False,False,False
"50040",1,2,False,2,False,False,False,False
"27550",1,3,False,3,False,False,False,False
"15960",1,2,True,2,False,False,False,False
"13954",1,3,False,3,False,False,False,False
"76184",1,2,False,2,False,False,False,False
"5124",1,2,True,2,False,False,False,False
"48478",1,12,False,12,False,False,False,False
"50944",1,2,True,2,False,False,False,False
"27036",2,3,True,3,False,False,False,False
"13389",1,5,True,5,False,False,False,False
"33",3,3,False,2,False,False,False,False
"34",5,2,False,2,False,False,False,False
"9724",1,4,True,4,False,False,False,False
"35",2,4,False,2,False,False,False,False
"36",1,1,False,1,False,False,False,False
"37",1,2,False,1,False,False,False,False
"38",1,3,False,1,False,False,False,False
"39",1,4,False,1,False,False,False,False
"40",1,1,False,1,False,False,False,False
"41",1,1,False,1,False,False,False,False
"42",1,2,False,2,False,False,False,False
"26526",1,2,False,2,False,False,False,False
"71685",2,4,True,4,False,False,False,False
"58",1,2,False,2,False,False,False,False
"255",6,2,False,2,False,False,False,False
"59",1,2,False,2,False,False,False,False
"5018",5,2,False,2,False,False,False,False
"61",4,2,False,2,False,False,False,False
"53",1,2,False,2,False,False,False,False
"7574",1,2,True,2,False,False,False,False
"7576",2,2,False,2,False,False,False,False
"66",1,2,True,2,False,False,False,False
"67",1,3,True,3,False,False,False,False
"68",1,3,True,3,False,False,False,False
"69",1,3,True,3,False,False,False,False
"70",1,3,True,3,False,False,False,False
"71",1,2,True,2,False,False,False,False
"72",7,2,False,2,False,False,False,False
"73",1,3,False,3,False,False,False,False
"64",7,2,False,2,False,False,False,False
"77",1,2,False,1,False,False,False,False
"79",1,3,False,1,False,False,False,False
"28561",1,2,True,2,False,False,False,False
"19392",1,6,True,6,False,False,False,False
"80",1,1,False,1,False,False,False,False
"81",1,2,False,1,False,False,False,False
"86",5,1,False,1,False,False,False,False
"87",5,4,False,4,False,False,False,False
"88",5,2,False,2,False,False,False,False
"89",5,2,False,2,False,False,False,False
"90",1,100,True,100,False,False,False,False
"91",1,4,False,1,False,False,False,False
"92",1,2,False,1,False,False,False,False
"93",1,6,False,1,False,False,False,False
"94",1,4,False,1,False,False,False,False
"95",1,4,False,1,False,False,False,False
"96",1,6,False,1,False,False,False,False
"60",1,2,False,2,False,False,False,False
"97",1,4,False,1,False,False,False,False
"6341",1,6,True,6,False,False,False,False
"98",1,6,False,1,False,False,False,False
"10481",1,2,False,2,False,False,False,False
"99",1,4,False,1,False,False,False,False
"100",1,4,False,1,False,False,False,False
"101",1,2,False,2,False,False,False,False
"102",1,4,False,4,False,False,False,False
"103",1,2,False,2,False,False,False,False
"104",1,5,False,5,False,False,False,False
"105",1,5,False,5,False,False,False,False
"106",1,4,False,4,False,False,False,False
"107",1,4,False,4,False,False,False,False
"109",1,6,True,6,False,False,False,False
"130",1,2,True,2,False,False,False,False
"5457",5,3,True,3,False,False,False,False
"28471",1,1,False,1,False,False,False,False
"16215",1,3,False,3,False,False,False,False
"24290",1,4,True,4,False,False,False,False
"41448",7,2,False,2,False,False,False,False
"140",1,4,False,4,False,False,False,False
"141",2,6,False,6,False,False,False,False
"142",2,3,False,3,False,False,False,False
"34233",1,6,False,6,False,False,False,False
"56032",1,4,True,2,False,False,False,False
"67955",1,4,False,4,False,False,False,False
"10996",1,2,False,2,False,False,False,False
"18957",1,2,False,2,False,False,False,False
"145",2,2,False,2,False,False,False,False
"156",1,2,False,1,False,False,False,False
"157",1,2,False,1,False,False,False,False
"146",1,2,False,1,False,False,False,False
"147",1,10,False,1,False,False,False,False
"8297",1,3,False,2,False,False,False,False
"148",1,2,False,1,False,False,False,False
"149",1,2,False,1,False,False,False,False
"150",1,4,False,1,False,False,False,False
"151",1,4,False,1,False,False,False,False
"152",1,2,False,1,False,False,False,False
"153",1,4,False,1,False,False,False,False
"154",1,4,False,1,False,False,False,False
"155",1,17,False,1,False,False,False,False
"158",3,2,True,2,False,False,False,False
"12802",1,2,False,2,False,False,False,False
"13955",1,3,False,3,False,False,False,False
"38913",1,2,False,2,False,False,False,False
"159",2,2,True,2,False,False,False,False
"160",4,2,False,1,False,False,False,False
"161",1,6,False,1,False,False,False,False
"163",1,4,False,1,False,False,False,False
"164",2,2,False,1,False,False,False,False
"165",1,3,False,1,False,False,False,False
"166",1,4,False,1,False,False,False,False
"167",3,4,False,1,False,False,False,False
"168",2,2,False,1,False,False,False,False
"169",1,2,False,1,False,False,False,False
"171",1,5,False,1,False,False,False,False
"172",1,5,True,4,False,False,False,False
"173",2,4,False,4,False,False,False,False
"200",1,2,False,2,False,False,False,False
"202",1,2,False,2,False,False,False,False
"203",1,2,False,2,False,False,False,False
"17920",1,2,False,2,False,False,False,False
"174",1,2,False,2,False,False,False,False
"175",3,5,False,5,False,False,False,False
"411",1,2,False,2,False,False,False,False
"178",1,6,True,6,False,False,False,False
"33759",1,4,True,4,False,False,False,False
"18912",1,2,True,2,False,False,False,False
"21393",1,14,True,12,False,False,False,False
"187",1,2,False,2,False,False,False,False
"9385",1,6,False,4,False,False,False,False
"55796",1,2,False,2,False,False,False,False
"66072",3,3,False,3,False,False,False,False
"23172",5,3,False,2,False,False,False,False
"188",1,2,False,2,False,False,False,False
"189",1,2,False,2,False,False,False,False
"190",1,2,False,2,False,False,False,False
"191",1,2,False,2,False,False,False,False
"192",1,2,False,2,False,False,False,False
"908",1,3,True,3,False,False,False,False
"38743",2,2,False,2,False,False,False,False
"209",1,2,False,2,False,False,False,False
"2710",1,6,False,6,False,False,False,False
"412",1,2,False,2,False,False,False,False
"206",1,3,True,3,False,False,False,False
"207",1,1,False,1,False,False,False,False
"224",1,2,True,2,False,False,False,False
"225",1,2,True,2,False,False,False,False
"226",1,4,True,4,False,False,False,False
"227",1,2,True,2,False,False,False,False
"233",5,2,True,2,False,False,False,False
"25983",1,15,False,15,False,False,False,False
"248",1,3,False,2,False,False,False,False
"249",1,4,False,4,False,False,False,False
"250",1,3,False,3,False,False,False,False
"251",1,2,False,2,False,False,False,False
"45508",1,2,False,2,False,False,False,False
"29137",1,2,False,2,False,False,False,False
"246",1,2,False,2,False,False,False,False
"1168",1,2,False,2,False,False,False,False
"252",1,3,False,2,False,False,False,False
"257",1,2,False,2,False,False,False,False
"199",1,8,False,8,False,False,False,False
"5111",1,4,False,4,False,False,False,False
"258",1,4,False,4,False,False,False,False
"28124",1,2,False,2,False,False,False,False
"6745",1,4,False,4,False,False,False,False
"78232",1,4,False,4,False,False,False,False
"272",1,2,True,2,False,False,False,False
"5112",1,6,False,6,False,False,False,False
"7580",1,1,False,1,False,False,False,False
"7586",1,1,False,1,False,False,False,False
"18818",1,2,False,2,False,False,False,False
"290",1,2,False,2,False,False,False,False
"291",1,4,False,2,False,False,False,False
"292",1,4,False,4,False,False,False,False
"296",1,4,False,4,False,False,False,False
"53560",1,4,True,4,False,False,False,False
"19731",1,4,True,4,False,False,False,False
"288",1,5,True,5,False,False,False,False
"23173",5,3,False,2,False,False,False,False
"28502",1,2,True,2,False,False,False,False
"305",1,2,True,2,False,False,False,False
"306",1,4,True,4,False,False,False,False
"312",1,3,False,3,False,False,False,False
"368",1,2,False,1,False,False,False,False
"4789",1,2,False,2,False,False,False,False
"7300",1,1,False,1,False,False,False,False
"61276",1,2,False,2,False,False,False,False
"51538",1,3,True,3,False,False,False,False
"308",1,6,False,6,False,False,False,False
"309",1,4,False,4,False,False,False,False
"310",1,7,False,7,False,False,False,False
"311",1,5,False,5,False,False,False,False
"313",1,3,True,3,False,False,False,False
"314",1,2,False,2,False,False,False,False
"25254",1,6,False,4,False,False,False,False
"44923",1,4,False,3,False,False,False,False
"323",1,4,True,4,False,False,False,False
"324",1,2,True,2,False,False,False,False
"325",1,4,False,1,False,False,False,False
"326",1,3,True,1,False,False,False,False
"327",1,2,True,1,False,False,False,False
"328",1,2,True,1,False,False,False,False
"329",1,3,True,1,False,False,False,False
"7301",1,2,False,2,False,False,False,False
"11605",1,7,True,7,False,False,False,False
"44798",2,2,True,2,False,False,False,False
"772",1,2,False,2,False,False,False,False
"336",3,2,False,2,False,False,False,False
"540",7,3,False,1,False,False,False,False
"339",1,6,True,4,False,False,False,False
"5088",1,2,False,2,False,False,False,False
"8667",1,2,False,2,False,False,False,False
"340",3,2,False,2,False,False,False,False
"342",1,3,False,3,False,False,False,False
"341",3,2,False,2,False,False,False,False
"343",2,2,True,2,False,False,False,False
"344",4,3,True,3,False,False,False,False
"53561",1,1,False,1,False,False,False,False
"363",1,5,False,1,False,False,False,False
"364",1,2,False,1,False,False,False,False
"365",2,3,False,1,False,False,False,False
"366",1,2,False,1,False,False,False,False
"910",1,2,True,2,False,False,False,False
"369",3,2,False,1,False,False,False,False
"370",2,2,False,1,False,False,False,False
"371",1,3,False,1,False,False,False,False
"4363",4,2,True,2,False,False,False,False
"372",1,4,False,1,False,False,False,False
"373",1,3,False,1,False,False,False,False
"374",1,2,False,1,False,False,False,False
"375",1,2,False,1,False,False,False,False
"335",3,2,False,2,False,False,False,False
"7302",1,2,False,2,False,False,False,False
"6351",5,6,False,6,False,False,False,False
"376",1,1,False,1,False,False,False,False
"377",1,2,False,1,False,False,False,False
"3712",1,3,False,2,False,False,False,False
"8307",1,5,False,5,False,False,False,False
"39783",4,4,False,4,False,False,False,False
"378",1,3,False,1,False,False,False,False
"379",1,4,False,1,False,False,False,False
"380",1,5,False,1,False,False,False,False
"381",1,4,False,1,False,False,False,False
"382",1,3,False,1,False,False,False,False
"8668",1,4,True,4,False,False,False,False
"11606",1,4,True,4,False,False,False,False
"388",1,1,True,1,False,False,False,False
"389",1,1,True,1,False,False,False,False
"9718",1,8,False,8,False,False,False,False
"396",1,4,False,4,False,False,False,False
"397",1,2,False,2,False,False,False,False
"433",50,2,False,2,False,False,False,False
"398",1,4,False,4,False,False,False,False
"399",1,2,False,2,False,False,False,False
"400",7,5,True,1,False,False,False,False
"401",6,5,True,1,False,False,False,False
"402",6,4,True,1,False,False,False,False
"7303",1,2,False,2,False,False,False,False
"6352",1,2,False,2,False,False,False,False
"49",6,2,False,2,False,False,False,False
"403",7,6,True,1,False,False,False,False
"12033",1,2,False,2,False,False,False,False
"29073",1,1,False,1,False,False,False,False
"26524",1,2,False,2,False,False,False,False
"405",1,2,False,2,False,False,False,False
"407",1,2,False,2,False,False,False,False
"408",1,2,False,2,False,False,False,False
"409",1,1,False,1,False,False,False,False
"5090",1,2,False,2,False,False,False,False
"410",1,2,False,2,False,False,False,False
"422",2,2,False,2,False,False,False,False
"423",2,2,False,2,False,False,False,False
"424",2,1,False,1,False,False,False,False
"425",1,4,False,4,False,False,False,False
"427",1,3,True,3,False,False,False,False
"432",50,2,False,2,False,False,False,False
"435",1,2,True,2,False,False,False,False
"436",1,3,True,3,False,False,False,False
"12803",1,2,False,2,False,False,False,False
"28788",1,4,False,4,False,False,False,False
"474",1,3,False,1,False,False,False,False
"2066",1,6,True,6,False,False,False,False
"7304",1,2,False,2,False,False,False,False
"448",2,3,False,3,False,False,False,False
"449",1,4,False,2,False,False,False,False
"450",1,4,False,1,False,False,False,False
"451",1,5,True,5,False,False,False,False
"452",1,3,True,3,False,False,False,False
"25255",1,3,False,2,False,False,False,False
"434",3,2,False,2,False,False,False,False
"20883",1,2,False,2,False,False,False,False
"52611",4,2,True,2,False,False,False,False
"455",1,4,False,4,False,False,False,False
"19225",1,5,False,5,False,False,False,False
"458",4,1,False,1,False,False,False,False
"459",1,5,True,5,False,False,False,False
"460",1,4,True,4,False,False,False,False
"461",2,2,True,2,False,False,False,False
"462",1,2,True,2,False,False,False,False
"5091",1,2,False,2,False,False,False,False
"463",1,2,False,2,False,False,False,False
"464",1,2,False,2,False,False,False,False
"17921",1,2,False,2,False,False,False,False
"28230",1,3,True,3,False,False,False,False
"49085",1,2,False,1,False,False,False,False
"10848",1,4,False,4,False,False,False,False
"10648",1,2,False,2,False,False,False,False
"471",1,3,False,1,False,False,False,False
"472",1,3,False,1,False,False,False,False
"473",1,3,False,1,False,False,False,False
"7585",1,1,False,1,False,False,False,False
"7305",1,2,False,2,False,False,False,False
"480",1,2,False,2,False,False,False,False
"481",4,2,False,2,False,False,False,False
"5092",1,2,False,2,False,False,False,False
"41812",1,4,False,4,False,False,False,False
"5650",5,3,True,3,False,False,False,False
"28910",1,2,False,2,False,False,False,False
"492",1,2,False,2,False,False,False,False
"493",1,2,False,2,False,False,False,False
"494",1,3,False,3,False,False,False,False
"495",1,4,False,4,False,False,False,False
"496",1,5,False,5,False,False,False,False
"503",1,1,False,1,False,False,False,False
"502",1,1,False,1,False,False,False,False
"505",1,2,False,2,False,False,False,False
"511",1,4,False,4,False,False,False,False
"512",1,4,False,4,False,False,False,False
"2364",1,2,True,2,False,False,False,False
"7306",1,3,False,3,False,False,False,False
"4364",1,2,True,2,False,False,False,False
"5784",1,10,False,10,False,False,False,False
"518",1,4,False,4,False,False,False,False
"519",1,2,True,2,False,False,False,False
"5093",1,2,False,2,False,False,False,False
"520",1,4,True,4,False,False,False,False
"521",1,2,False,2,False,False,False,False
"522",1,2,False,2,False,False,False,False
"17362",1,2,True,2,False,False,False,False
"19765",1,2,False,2,False,False,False,False
"19878",1,4,False,4,False,False,False,False
"40719",5,2,False,2,False,False,False,False
"523",1,2,False,2,False,False,False,False
"533",4,3,False,3,False,False,False,False
"534",2,4,False,4,False,False,False,False
"53085",4,2,True,2,False,False,False,False
"535",2,5,False,5,False,False,False,False
"536",3,2,True,2,False,False,False,False
"538",3,2,False,1,False,False,False,False
"542",1,3,True,2,False,False,False,False
"543",1,2,True,2,False,False,False,False
"429",1,2,False,2,False,False,False,False
"430",1,3,False,3,False,False,False,False
"431",1,4,False,4,False,False,False,False
"547",1,2,True,2,False,False,False,False
"548",1,2,True,2,False,False,False,False
"549",1,2,True,2,False,False,False,False
"550",1,3,True,3,False,False,False,False
"551",1,2,True,2,False,False,False,False
"53562",1,2,False,2,False,False,False,False
"556",1,3,True,2,False,False,False,False
"16312",1,4,True,4,False,False,False,False
"17649",1,4,False,4,False,False,False,False
"51179",4,1,True,1,False,False,False,False
"529",1,4,False,4,False,False,False,False
"28911",1,4,False,4,False,False,False,False
"10814",2,2,False,2,False,False,False,False
"55827",1,10,False,10,False,False,False,False
"584",2,4,True,4,False,False,False,False
"1218",2,8,False,8,False,False,False,False
"5094",1,2,False,2,False,False,False,False
"585",2,6,True,6,False,False,False,False
"574",1,9,False,1,False,False,False,False
"580",1,4,True,3,False,False,False,False
"581",2,3,True,2,False,False,False,False
"582",6,2,False,2,False,False,False,False
"588",1,12,False,12,False,False,False,False
"583",2,4,True,4,False,False,False,False
"593",1,2,False,2,False,False,False,False
"594",1,2,False,2,False,False,False,False
"566",1,2,False,2,False,False,False,False
"29134",1,2,False,2,False,False,False,False
"562",2,4,False,4,False,False,False,False
"28473",1,4,True,2,False,False,False,False
"567",2,2,False,1,False,False,False,False
"568",1,6,False,6,False,False,False,False
"563",4,4,False,4,False,False,False,False
"32422",1,2,True,2,False,False,False,False
"15183",4,4,True,2,False,False,False,False
"22036",1,4,False,4,False,False,False,False
"17614",3,4,True,4,False,False,False,False
"18337",1,3,False,3,False,False,False,False
"28912",1,2,False,2,False,False,False,False
"29133",1,6,True,6,False,False,False,False
"61461",1,2,False,2,False,False,False,False
"76536",1,6,True,6,False,False,False,False
"7587",1,1,False,1,False,False,False,False
"614",3,6,True,6,False,False,False,False
"615",1,6,False,6,False,False,False,False
"5095",1,1,False,1,False,False,False,False
"616",1,6,False,6,False,False,False,False
"617",1,3,True,3,False,False,False,False
"618",2,3,True,3,False,False,False,False
"619",1,4,False,1,False,False,False,False
"620",1,4,False,1,False,False,False,False
"40660",1,3,False,3,False,False,False,False
"32386",1,1,True,1,False,False,False,False
"12146",1,4,True,4,False,False,False,False
"18716",1,2,False,2,False,False,False,False
"21803",1,3,False,3,False,False,False,False
"74223",1,6,False,6,False,False,False,False
"12565",1,4,True,4,False,False,False,False
"31683",2,3,True,3,False,False,False,False
"13312",1,4,False,2,False,False,False,False
"32211",1,3,False,3,False,False,False,False
"34759",1,3,True,3,False,False,False,False
"40216",1,2,False,2,False,False,False,False
"4043",2,2,False,2,False,False,False,False
"49616",1,4,False,1,False,False,False,False
"635",1,4,True,4,False,False,False,False
"640",1,1,False,1,False,False,False,False
"641",1,3,False,3,False,False,False,False
"644",1,2,False,2,False,False,False,False
"83298",1,1,True,1,False,False,False,False
"77402",1,5,False,5,False,False,False,False
"73477",1,2,False,2,False,False,False,False
"75859",1,2,False,2,False,False,False,False
"12399",1,150,False,150,False,False,False,False
"632",1,4,True,4,False,False,False,False
"630",1,4,True,3,False,False,False,False
"5785",1,12,False,12,False,False,False,False
"6586",1,2,False,2,False,False,False,False
"645",1,6,False,6,False,False,False,False
"646",1,6,False,6,False,False,False,False
"647",1,4,False,4,False,False,False,False
"648",1,2,False,2,False,False,False,False
"649",1,3,False,3,False,False,False,False
"650",1,2,False,2,False,False,False,False
"651",1,3,False,3,False,False,False,False
"59185",1,3,False,3,False,False,False,False
"636",1,3,True,3,False,False,False,False
"17389",3,2,False,2,False,False,False,False
"13313",1,3,False,2,False,False,False,False
"20761",1,3,True,3,False,False,False,False
"53563",1,4,False,4,False,False,False,False
"47131",1,3,True,3,False,False,False,False
"673",1,4,False,4,False,False,False,False
"675",1,4,False,4,False,False,False,False
"676",1,13,False,13,False,False,False,False
"14756",2,4,True,3,False,False,False,False
"4037",1,10,False,10,False,False,False,False
"677",1,3,False,3,False,False,False,False
"678",2,2,False,2,False,False,False,False
"679",1,2,False,2,False,False,False,False
"681",1,2,False,2,False,False,False,False
"682",1,4,True,4,False,False,False,False
"43470",1,6,False,6,False,False,False,False
"692",1,2,False,2,False,False,False,False
"693",1,2,False,2,False,False,False,False
"694",1,2,False,2,False,False,False,False
"695",1,3,True,3,False,False,False,False
"26523",1,2,False,2,False,False,False,False
"62298",1,3,True,3,False,False,False,False
"15962",1,3,True,3,False,False,False,False
"674",1,30,False,30,False,False,False,False
"17366",1,2,False,2,False,False,False,False
"26088",1,2,True,2,False,False,False,False
"29138",1,8,True,8,False,False,False,False
"61186",1,3,True,3,False,False,False,False
"704",1,5,True,5,False,False,False,False
"705",1,7,True,6,False,False,False,False
"48865",1,2,False,2,False,False,False,False
"19767",1,4,True,4,False,False,False,False
"710",1,2,False,2,False,False,False,False
"10482",1,3,False,3,False,False,False,False
"7588",1,1,False,1,False,False,False,False
"712",1,2,False,2,False,False,False,False
"44594",1,2,True,2,False,False,False,False
"1219",6,4,True,4,False,False,False,False
"755",1,4,True,4,False,False,False,False
"756",1,4,True,4,False,False,False,False
"757",1,2,True,2,False,False,False,False
"758",1,2,False,2,False,False,False,False
"759",1,2,False,2,False,False,False,False
"760",1,2,False,2,False,False,False,False
"766",1,11,False,10,False,False,False,False
"11390",1,4,False,4,False,False,False,False
"763",1,11,False,11,False,False,False,False
"29687",1,4,True,4,False,False,False,False
"750",1,4,True,4,False,False,False,False
"15963",1,4,True,4,False,False,False,False
"21597",1,4,False,4,False,False,False,False
"41180",1,2,True,2,False,False,False,False
"76527",1,4,False,4,False,False,False,False
"764",1,3,True,2,False,False,False,False
"765",1,4,True,4,False,False,False,False
"20654",1,1,False,1,False,False,False,False
"7589",1,1,False,1,False,False,False,False
"11456",1,2,False,2,False,False,False,False
"44677",1,4,False,4,False,False,False,False
"54359",1,4,True,4,False,False,False,False
"24196",1,2,False,2,False,False,False,False
"20662",11,2,False,2,False,False,False,False
"799",1,15,True,15,False,False,False,False
"875",1,2,True,2,False,False,False,False
"16871",1,1,False,1,False,False,False,False
"876",1,2,True,2,False,False,False,False
"12112",1,10,True,8,False,False,False,False
"815",1,6,False,6,False,False,False,False
"816",1,6,False,6,False,False,False,False
"789",1,2,False,2,False,False,False,False
"17163",1,5,True,5,False,False,False,False
"769",1,2,True,2,False,False,False,False
"786",1,2,False,2,False,False,False,False
"783",1,2,False,2,False,False,False,False
"781",1,2,False,2,False,False,False,False
"782",1,2,False,2,False,False,False,False
"787",1,2,False,2,False,False,False,False
"785",1,2,False,2,False,False,False,False
"780",1,2,False,2,False,False,False,False
"29659",1,2,False,2,False,False,False,False
"784",1,2,False,2,False,False,False,False
"777",1,2,False,2,False,False,False,False
"778",1,2,False,2,False,False,False,False
"788",1,2,False,2,False,False,False,False
"817",1,4,False,2,False,False,False,False
"833",1,3,True,2,False,False,False,False
"834",1,3,True,2,False,False,False,False
"47132",1,3,True,3,False,False,False,False
"9102",1,17,False,15,False,False,False,False
"862",1,2,False,2,False,False,False,False
"845",1,2,False,2,False,False,False,False
"44600",1,3,True,3,False,False,False,False
"860",1,2,False,2,False,False,False,False
"12805",1,2,False,2,False,False,False,False
"864",1,2,False,2,False,False,False,False
"16872",1,1,False,1,False,False,False,False
"71096",1,2,False,2,False,False,False,False
"237",5,3,False,2,False,False,False,False
"906",1,4,True,4,False,False,False,False
"870",1,4,True,4,False,False,False,False
"871",1,1,False,1,False,False,False,False
"872",1,2,False,2,False,False,False,False
"873",1,2,False,2,False,False,False,False
"965",1,6,False,1,False,False,False,False
"890",1,3,True,3,False,False,False,False
"891",1,1,True,1,False,False,False,False
"58562",1,3,False,2,False,False,False,False
"17651",1,2,False,2,False,False,False,False
"8251",1,2,False,2,False,False,False,False
"12616",1,2,False,2,False,False,False,False
"857",1,2,False,2,False,False,False,False
"62716",1,1,False,1,False,False,False,False
"892",1,4,True,4,False,False,False,False
"893",1,4,True,4,False,False,False,False
"894",1,4,True,4,False,False,False,False
"895",1,4,True,4,False,False,False,False
"896",1,3,True,3,False,False,False,False
"897",1,2,True,2,False,False,False,False
"898",1,2,True,2,False,False,False,False
"899",1,1,False,1,False,False,False,False
"900",1,2,True,2,False,False,False,False
"901",1,4,True,4,False,False,False,False
"902",1,4,True,4,False,False,False,False
"903",1,1,True,1,False,False,False,False
"904",1,4,True,4,False,False,False,False
"905",1,5,True,5,False,False,False,False
"915",1,2,True,2,False,False,False,False
"916",1,3,True,3,False,False,False,False
"917",1,1,True,1,False,False,False,False
"918",1,2,True,2,False,False,False,False
"919",1,2,True,2,False,False,False,False
"920",1,4,True,4,False,False,False,False
"921",1,4,True,4,False,False,False,False
"7026",1,18,False,18,False,False,False,False
"922",1,4,True,4,False,False,False,False
"923",1,2,True,2,False,False,False,False
"924",1,3,True,3,False,False,False,False
"925",1,150,False,150,False,False,False,False
"926",1,4,True,4,False,False,False,False
"927",1,1,False,1,False,False,False,False
"928",1,4,True,4,False,False,False,False
"929",1,1,True,1,False,False,False,False
"930",1,2,False,2,False,False,False,False
"8308",4,2,False,2,False,False,False,False
"913",1,1,True,1,False,False,False,False
"931",1,2,False,2,False,False,False,False
"932",1,2,False,2,False,False,False,False
"933",1,2,False,2,False,False,False,False
"934",1,2,False,2,False,False,False,False
"14917",1,2,False,2,False,False,False,False
"8309",3,4,False,4,False,False,False,False
"3564",1,2,False,2,False,False,False,False
"945",1,2,False,2,False,False,False,False
"11559",1,2,False,2,False,False,False,False
"8252",1,2,False,2,False,False,False,False
"11736",1,1,False,1,False,False,False,False
"43243",1,2,False,2,False,False,False,False
"951",1,4,True,4,False,False,False,False
"952",1,3,True,3,False,False,False,False
"16335",5,6,False,6,False,False,False,False
"17636",1,10,False,10,False,False,False,False
"60270",5,3,False,3,False,False,False,False
"17798",1,1,False,1,False,False,False,False
"18626",1,24,False,20,False,False,False,False
"8310",1,3,False,2,False,False,False,False
"874",1,2,True,2,False,False,False,False
"911",1,4,True,4,False,False,False,False
"963",1,4,False,1,False,False,False,False
"964",1,4,False,1,False,False,False,False
"969",1,4,False,4,False,False,False,False
"971",1,2,False,2,False,False,False,False
"972",4,2,False,2,False,False,False,False
"973",4,2,False,2,False,False,False,False
"980",5,1,True,1,False,False,False,False
"981",1,2,True,2,False,False,False,False
"982",1,3,True,3,False,False,False,False
"983",1,2,True,2,False,False,False,False
"984",1,4,True,4,False,False,False,False
"47452",1,2,False,1,False,False,False,False
"81993",1,2,False,2,False,False,False,False
"947",1,4,False,4,False,False,False,False
"54361",5,3,False,2,False,False,False,False
"19769",1,2,False,2,False,False,False,False
"62899",10,2,False,1,False,False,False,False
"985",1,2,True,2,False,False,False,False
"16694",6,6,False,6,False,False,False,False
"14979",1,2,False,2,False,False,False,False
"8304",1,1,False,1,False,False,False,False
"986",1,2,True,2,False,False,False,False
"5783",1,10,False,10,False,False,False,False
"66906",1,4,True,4,False,False,False,False
"10838",1,2,False,2,False,False,False,False
"30820",1,4,False,4,False,False,False,False
"40662",1,4,False,2,False,False,False,False
"701",1,4,True,2,False,False,False,False
"1002",1,3,True,3,False,False,False,False
"1004",1,3,False,2,False,False,False,False
"47133",1,3,True,3,False,False,False,False
"1011",1,2,False,2,False,False,False,False
"38247",1,2,True,2,False,False,False,False
"80964",1,5,False,5,False,False,False,False
"53564",1,2,False,2,False,False,False,False
"86898",8,1,False,1,False,False,False,False
"19882",21,5,False,5,False,False,False,False
"73995",1,2,False,2,False,False,False,False
"50946",1,2,True,2,False,False,False,False
"57920",1,2,False,2,False,False,False,False
"110",1,4,True,4,False,False,False,False
"316",1,2,False,2,False,False,False,False
"201",1,2,False,2,False,False,False,False
"1961",1,3,True,3,False,False,False,False
"19768",1,2,False,2,False,False,False,False
"47450",1,2,False,2,False,False,False,False
"453",2,2,False,2,False,False,False,False
"34700",2,2,False,2,False,False,False,False
"17620",14,2,False,2,False,False,False,False
"32377",1,2,True,2,False,False,False,False
"50979",1,2,True,2,False,False,False,False
"15505",1,1,True,1,False,False,False,False
"58564",1,4,False,4,False,False,False,False
"729",1,2,True,2,False,False,False,False
"40663",1,1,False,1,False,False,False,False
"8305",4,3,False,2,False,False,False,False
"63305",1,1,False,1,False,False,False,False
"41813",1,2,False,2,False,False,False,False
"12806",1,2,False,2,False,False,False,False
"840",1,6,True,6,False,False,False,False
"15072",1,2,False,2,False,False,False,False
"8428",1,4,False,2,False,False,False,False
"26813",1,3,True,3,False,False,False,False
"28915",1,4,False,4,False,False,False,False
"28914",1,2,False,2,False,False,False,False
"4912",11,2,False,2,False,False,False,False
"745",1,2,True,2,False,False,False,False
"17922",1,2,False,2,False,False,False,False
"4442",1,4,True,4,False,False,False,False
"9116",6,1,False,1,False,False,False,False
"6053",1,15,False,15,False,False,False,False
"5316",1,4,False,4,False,False,False,False
"1163",1,4,False,4,False,False,False,False
"1906",3,2,False,2,False,False,False,False
"1949",3,2,False,2,False,False,False,False
"1957",1,3,True,3,False,False,False,False
"814",1,2,False,2,False,False,False,False
"13103",1,3,False,3,False,False,False,False
"10339",2,4,False,4,False,False,False,False
"18375",1,2,False,2,False,False,False,False
"12196",1,2,True,2,False,False,False,False
"13200",4,1,False,1,False,False,False,False
"17159",1,3,True,3,False,False,False,False
"25261",5,2,True,2,False,False,False,False
"19159",1,1,False,1,False,False,False,False
"29689",1,3,True,2,False,False,False,False
"13099",1,2,True,2,False,False,False,False
"23840",1,2,False,2,False,False,False,False
"1599",1,15,True,15,False,False,False,False
