"id","hotel_id","address","city","zip","country","latitude","longitude"
"10589","10758","Rufo Rendueles, 10,","Candás, Asturias","33430","ES","43.5898534","-5.7636204"
"25809","25980","102 Staith Court, 8 Nicholson Square","London","E33UE","GB","51.5072178","-0.1275862"
"25546","25717","13 Via Peveragno","Boves","12012","IT","44.3298","7.553680000000001"
"25411","25582","Chem. de l'Eau Salée","Barjols","83670","FR","43.549433","6.000526"
"28218","28389","Corso Casale, 83","Torino","","IT","45.0676678","7.710708400000001"
"4265","4421","SP110","San Teodoro","07052","IT","40.7881664","9.616882"
"3215","3326","Viale Leonardo Sciascia, 27","Agrigento","92100","IT","37.2770499","13.6114727"
"10611","10780","C. A.Francisco Berriel Jordán, 8","Castillo Caleta de Fuste","35610","ES","28.399109","-13.8590345"
"25399","25570","720 LIEU DIT UCCIOLI","PORTICCIO","20166","FR","41.8695531","8.7929125"
"25813","25984","Rua Gonçalves Crespo, 32 ","Lisboa","1150-185","PT","38.72807","-9.1435222"
"23998","24169","Via S. Anna, 70","Lipari","98055","IT","38.4630273","14.9546856"
"15361","15530","C. Faci Abad Don Gabriel, 4","Villanúa, Huesca","22870","ES","42.6797428","-0.5308594999999999"
"10699","10868","Via Amerigo Vespucci 5","Venezia","30174","IT","45.4946606","12.2522308"
"25815","25986",NULL,NULL,NULL,"PT",NULL,NULL
"25819","25990","Via Cambiani 14 ","Savigliano ","12038","IT","44.64691819999999","7.655373699999999"
"3280","3391","Via Senigallia, 18","Siracusa","96100","IT","36.965751","15.2038263"
"25816","25987",NULL,NULL,NULL,"BR",NULL,NULL
"25817","25988","Via Cambiani,  14","Savigliano","12038","IT","44.64691819999999","7.655373699999999"
"25342","25513","5 chemin de la Fourézié","Lacrouzette","81210 ","FR","43.6655938","2.3407503"
"12506","12675","Via Giulio Crescenzi 65h","Bergamo","24123","IT","45.7100757","9.6742618"
"25814","25985","Via Anna Maria Torlonia 6","Avezzano","67051","IT","42.03148849999999","13.4241946"
"25594","25765","Carrer Girona, 7","Sant Pere de Vilamajor","08458","ES","41.6807502","2.41481"
"25821","25992","Le Nid De La Touche","Vierzon","18100","FR","47.2134239","2.1287113"
"21718","21887","","Sainte-Rose","97115","GP","16.3335167","-61.6982671"
"25831","26002","","","","MX",NULL,NULL
"28522","28693","Via Mercadante 6","Trani","76125","IT","41.2777175","16.420424"
"25822","25993",NULL,NULL,NULL,"MX",NULL,NULL
"25832","26003",NULL,NULL,NULL,"FR","46.227638","2.213749"
"25824","25995",NULL,NULL,NULL,"CO",NULL,NULL
"25827","25998",NULL,NULL,NULL,"CO",NULL,NULL
"25828","25999",NULL,NULL,NULL,"PA","41.2033216","-77.1945247"
"25830","26001",NULL,NULL,NULL,"MX",NULL,NULL
"25110","25281","18°46'11.3""N 91°32'49.5""W","Ciudad del Carmen","24100","MX","18.6504879","-91.80745859999999"
"25833","26004",NULL,NULL,NULL,"FR","46.227638","2.213749"
"25829","26000","CALLE ECLIPSE MZ 11 SMZA 44","CANCUN","77506","MX","21.1531955","-86.8306453"
"25834","26005",NULL,NULL,NULL,"ES",NULL,NULL
"23806","23977","ANGUEIRA DE SUSO, 80C","A Coruña","15980","ES","42.7947837","-8.644652599999999"
"25835","26006",NULL,NULL,NULL,"ES",NULL,NULL
"25837","26008",NULL,NULL,NULL,"CO",NULL,NULL
"25818","25989","Via Cambiani,  14","Savigliano","12038","IT","44.64691819999999","7.655373699999999"
"25409","25580","4 rue Georges Clémenceau","Selestat","67600","FR","48.2595825","7.4496664"
"25826","25997","33 Buywater Place","London","SE16 5ND","GB","51.5056501","-0.0358626"
"28524","28695",NULL,NULL,NULL,"IT",NULL,NULL
"28523","28694",NULL,NULL,NULL,"IT",NULL,NULL
"6953","7124","Via Vladimir Ilic Ulianov Lenin, 27","Torre dell'Orso","73026","IT","40.2716624","18.4273961"
"25856","26027"," 8 Plaza Nueva ","Bilbao","48005","ES","43.25886180000001","-2.9222385"
"13917","14086","Vico dei Costanzi","Napoli","80133","IT","40.8455709","14.2588602"
"25843","26014",NULL,NULL,NULL,"FR","46.227638","2.213749"
"6690","6861","P.za Nicola Amore, 6","Napoli","80138","IT","40.847496","14.2621317"
"25861","26032","145 Portland Road","Birmingham","B16 9SS","GB","52.4770705","-1.9509825"
"10802","10971","Rte de Napoléon","Port-Saint-Louis-du-Rhône","13230","FR","43.3694031","4.8467985"
"28525","28696",NULL,NULL,NULL,"IT",NULL,NULL
"28324","28495","Corso Pintor Mameli 13","Monopoli","70043","IT","40.9533441","17.3015148"
"25851","26022",NULL,NULL,NULL,"FR","46.227638","2.213749"
"25847","26018","66 Belview Road","Enniskillen","BT74 4JH","GB","54.3044482","-7.6314218"
"25852","26023","Koningsstraat 71/0102","Ostende","8400","BE","51.2283967","2.9085092"
"14400","14569","42°04'13.3""N 13°33'10.7""E, 67041 Aielli","Aielli (AQ)","67041","IT","42.0784862","13.5841871"
"25860","26031",NULL,NULL,NULL,"BR",NULL,NULL
"25857","26028",NULL,NULL,NULL,"PA","41.2033216","-77.1945247"
"3536","3652","Via Bure Alto 7","Bure","37029","IT","45.52933110000001","10.8729354"
"22123","22292","Rua 31 de Janeiro, Rua 44","Vila Real ","5000-603","PT","41.2981664","-7.744195400000001"
"25859","26030",NULL,NULL,NULL,"FR","46.227638","2.213749"
"25360","25531","25 St Westcliff on Sea","Southend","SS0 7PP","GB","51.53587899999999","0.696966"
"8030","8201","1230 Chem. de Vénasque","Mazan","84380","FR","44.038727","5.134068999999999"
"25181","25352","Via della Secca 7","Costa Rei","09043","IT","39.2488571","9.5693505"
"19556","19725","El Solà Les Vinyes, Barri el Far, 51","Susqueda, Girona","17166","ES","42.03789460000001","2.5163505"
"6467","6638","Bo. Cantil, 48","Asturias","33988","ES","43.2528438","-5.574372400000001"
"25844","26015","Le Port","Centuri","20238","FR","42.966428","9.350353"
"25846","26017","258 rue des Chataigniers - Hameau de Morlaine","Tillé","60000","FR","49.45961750000001","2.1375963"
"25858","26029","Diseminado la Capitana Parcela 268","Los Palacios y Villafranca","41720","ES","37.1761742","-5.882276699999999"
"25853","26024","JND·Holidays, Via Gregorio VII, 337 - Roma (RM)","Roma","00165","IT","41.8961265","12.4409318"
"25854","26025","3 VIktor Kalea","Bilbao","48005","ES","43.25866449999999","-2.9240329"
"25855","26026","Chemin Le Niol, Le Niol","Mahe","","SC","-4.6229994","55.4324106"
"11021","11190","Las Rozas de Villanueva, s/n","Las Rozas, Asturias","33550","ES","43.3738015","-5.1487454"
"25849","26020","Via Nora 142","Pula","09050","IT","39.0100906","9.0021122"
"6441","6612","Donibane Karrika, 22,","Sunbilla","31791","ES","43.1661723","-1.673393"
"25862","26033",NULL,NULL,NULL,"ES",NULL,NULL
"25863","26034",NULL,NULL,NULL,"FR","46.227638","2.213749"
"23619","23790","Via Pietro Colletta 32","Bari","70124","IT","41.1142247","16.8532976"
"25864","26035",NULL,NULL,NULL,"PA","41.2033216","-77.1945247"
"25865","26036",NULL,NULL,NULL,"BR",NULL,NULL
"17457","17626","Suite 2A, Blackthorn House","Birmingham","B3 1RL","GB","52.4226799","-1.9489686"
"20326","20495","Rua Do Ferradal, Quintanilha","Bragança","5300-772","PT","41.752734","-6.5702145"
"28019","28190","22 du progrès ","FORT DE FRANCE","97200","MQ","14.6060576","-61.06988399999999"
"10130","10301","Via Piave 15","Torino","10122","IT","45.0766414","7.676166599999999"
"28537","28708",NULL,NULL,NULL,"CO",NULL,NULL
"10480","10649"," Av. de la Estacion, 15,","El Pedroso, Sevilla","41360","ES","37.8379331","-5.763359899999999"
"25886","26057",NULL,NULL,NULL,"MX",NULL,NULL
"25873","26044","Circular 5 #68-34","Medellín","050001","CO","6.2464261","-75.58685489999999"
"3554","3670","50 Rue de Montceau-les-Mines","Harnes","62440","FR","50.4456625","2.9049138"
"28528","28699","LA BLANDINIERE","LA CHAPELLE LARGEAU","79700","FR","46.9340677","-0.7839224"
"25877","26048","","","","MX",NULL,NULL
"25870","26041",NULL,NULL,NULL,"ES",NULL,NULL
"25872","26043",NULL,NULL,NULL,"CR",NULL,NULL
"25887","26058",NULL,NULL,NULL,"CR",NULL,NULL
"25874","26045",NULL,NULL,NULL,"FR","46.227638","2.213749"
"25875","26046",NULL,NULL,NULL,"GB",NULL,NULL
"13810","13979","Via Erbiola, 20","Colico","23823","IT","46.1472511","9.3887251"
"9751","9922","Via Mariano Stabile, 136","Palermo","90139","IT","38.1231106","13.3583978"
"25876","26047",NULL,NULL,NULL,"MX",NULL,NULL
"25878","26049",NULL,NULL,NULL,"BR",NULL,NULL
"25879","26050",NULL,NULL,NULL,"CR",NULL,NULL
