hotel_id,median_price_premium,median_residual_pct,median_revpar,median_peer_revpar,avg_n_peers,n_periods,diagnosis
6545,0.10796305242055368,1.4618206425180573,10.682811643835617,4.617310818166644,105.5,6,UNDERPRICING
6551,-0.3048230082665784,-0.3157558152850992,2.1781438356164387,3.5569680893732887,85.1,10,OVERPRICING
6577,-0.0037075433571719424,-0.6944422185274237,0.5385205479452054,1.7663570645792563,4.0,1,OVERPRICING
6579,-0.44205542779409746,0.7853330472565534,6.375114155251142,2.7479365155962756,93.75,4,UNDERPRICING
6580,-0.11843417738322752,-0.6183148633458838,0.4837484931506849,3.3037764841000086,128.66666666666666,6,OVERPRICING
6590,0.5142291377454726,1.9697463123587424,12.013698630136988,3.585362193043368,37.0,2,UNDERPRICING
6597,-0.08718641684030506,3.976679633170192,11.02180821917808,5.2879934421547325,75.66666666666667,6,UNDERPRICING
6602,-0.007899264520110374,9.749409125486418,32.74028432892806,4.3754623287671235,3.25,4,UNDERPRICING
6605,0.21594748097252664,1.5819924660919014,4.445616438356165,1.6330065894090913,82.66666666666667,6,UNDERPRICING
6612,0.6952084750630391,5.56165441026778,47.07078082191781,5.815607614544757,103.0,2,UNDERPRICING
6627,0.3831350657932594,7.991177024761705,19.848291476407915,2.086990561511482,74.0,4,UNDERPRICING
6638,-0.0020832626259119705,0.453651947564024,5.1675433789954335,3.4125851160444345,92.5,6,UNDERPRICING
6639,-0.2503861747723518,-0.8893187980706561,0.14164383561643837,3.349658876670912,57.5,2,OVERPRICING
6642,0.6719758795753558,0.6938715581472502,6.729885844748859,3.7229476587745767,118.16666666666667,6,UNDERPRICING
6662,-0.28008216129683305,2.081736184784136,4.832113405006456,1.7606159561195824,63.0,3,UNDERPRICING
6684,1.383732231337958,1.1027107742007272,4.931506849315069,2.203506091874458,8.0,1,UNDERPRICING
6688,-0.34525809807500213,2.005957901915343,9.818184989064118,4.661001994738627,77.0,4,UNDERPRICING
6704,0.6955030109530491,1.2731831903048838,4.8665,2.4328093239063184,53.75,4,UNDERPRICING
6709,0.19749604995570696,1.6929891153691692,17.585858447488583,4.79614390483736,68.0,2,UNDERPRICING
6727,0.045289038303079975,1.9225222229484222,23.517906392694062,7.406297338957482,95.5,2,UNDERPRICING
6729,-0.24475696484009224,0.5624357467060996,7.355511669203451,5.854117294152206,83.25,4,UNDERPRICING
6730,-0.2712025201630338,8.362624352661383,42.21890410958905,5.792032385018246,128.0,2,UNDERPRICING
6742,0.02975067580015124,2.921467349492668,13.614520547945204,3.2922044631020766,37.0,2,UNDERPRICING
6786,0.04608553644042386,1.1135195369998465,4.355739726027397,2.361475373116733,64.75,4,UNDERPRICING
6807,0.40006410225307015,0.625410781477129,9.769008561643835,5.306942583406524,71.875,8,UNDERPRICING
6819,-0.056764312267658,7.02686026784445,13.903035616438356,1.181243082588293,7.4,5,UNDERPRICING
6847,0.2570575822951914,-0.1789581124885834,4.357534246575343,3.72792032866445,77.125,8,OVERPRICING
6848,-0.12952647484203858,4.688437981412024,18.618876712328763,3.429941398375365,159.5,2,UNDERPRICING
6857,-0.1649776503512441,0.14389483669324288,3.8518344252531276,2.570569887724324,116.14285714285714,7,FAIR
6880,0.3332417461841533,-0.9811604821792137,0.2888127853881278,24.050056482581617,1.5,2,OVERPRICING
6885,-0.44634456721828075,1.0518465516189262,1.6953196347031962,2.648647657522272,40.166666666666664,6,UNDERPRICING
6896,-0.030957750258031765,-0.3010740268497497,2.671843226788432,2.599786444216541,66.0,4,OVERPRICING
6901,0.6006215277777778,-0.05984283183696014,6.314780821917807,5.523287671232877,1.0,1,FAIR
6911,-0.21678101645404166,1.0564932817693535,2.1553020221787342,2.9205255767972798,118.5,6,UNDERPRICING
6922,0.5821695592383167,0.9298204672121119,8.246876712328767,3.968190572119259,111.0,5,UNDERPRICING
6942,0.1329645695878867,-0.15773508902279473,3.660082191780821,4.050988882271193,10.0,1,OVERPRICING
6947,-0.4784004513735819,2.595034054003685,7.608124657534246,3.429941398375365,159.5,2,UNDERPRICING
6952,0.31910881996913565,-0.8340704348192644,1.0835616438356164,5.0782598475013945,70.0,5,OVERPRICING
6961,0.7529717948717948,-0.19814570545945168,4.682595890410959,4.767123287671233,81.0,1,OVERPRICING
6962,0.04470403826463704,0.2366779273405874,4.216882072662299,3.0626199207590665,6.3,10,UNDERPRICING
6990,0.015563128376639264,3.496275651312013,12.020599315068495,3.288283323978061,33.5,4,UNDERPRICING
7015,0.14323819418023498,1.9813020138263226,7.39218607305936,2.086990561511482,61.666666666666664,6,UNDERPRICING
7018,-0.5347639342278756,-0.692964385990287,0.4918919330289193,3.0222465749433214,63.25,4,OVERPRICING
7029,-0.1094741407092691,2.425991351764766,6.354128424657533,1.9284074597795844,75.125,8,UNDERPRICING
7034,-0.4333842090434211,0.3281942011184472,0.6961643835616438,0.788374568061212,32.0,1,UNDERPRICING
7043,-0.38135729605854785,2.165440963269922,9.757739111345277,4.661001994738627,77.0,4,UNDERPRICING
7057,0.33016502538929593,-0.339774825309878,1.7647625570776255,3.9643408010737673,72.3,10,OVERPRICING
7059,0.06610999089009077,2.5365359049486456,10.623506849315067,4.529454313065047,87.66666666666667,6,UNDERPRICING
7070,-0.2069882263577669,-0.49080490195552284,0.5885150684931507,2.572857876712329,62.0,5,OVERPRICING
7076,-0.2653918404827496,-0.7572992963738876,0.7501004566210046,3.9924982284001094,73.84615384615384,13,OVERPRICING
7088,-0.2966553853076824,-0.15406434763511156,1.4729603310502282,5.537225387936211,101.83333333333333,6,OVERPRICING
7093,-0.2961156198410503,1.6585745500615974,5.497095890410959,2.7303030784854414,93.75,4,UNDERPRICING
7097,0.19823892623653444,-0.2516409162342308,2.812282191780822,3.9251575521509148,87.5,4,OVERPRICING
7101,-0.01900561177775793,0.24577273689634713,4.241507817153067,2.425904908199886,95.875,8,UNDERPRICING
7107,0.2177066550827015,2.2420137591283367,23.416342465753424,6.389061967614974,29.0,2,UNDERPRICING
7131,-0.32387821742644146,4.769004054533218,7.610086757990867,1.9701093619260894,54.333333333333336,6,UNDERPRICING
7151,0.9890304000164588,3.2212941590208137,26.924758904109588,5.306942583406524,120.5,2,UNDERPRICING
7157,0.3015180610456538,-0.8285220956389683,0.4980743639921722,3.379315513190363,58.916666666666664,24,OVERPRICING
7160,-0.0986135383268581,5.46378337996916,36.37249315068493,6.005837236413869,115.0,1,UNDERPRICING
7166,0.7397165290201211,13.47640897604543,59.96030136986302,3.398549499121232,159.5,2,UNDERPRICING
7169,0.21559674213773483,-0.17767409775831755,3.7116438356164383,3.978135911899006,82.33333333333333,3,OVERPRICING
7170,-0.288826187882658,0.8283181484567609,8.320438356164383,4.320568833358422,65.0,4,UNDERPRICING
7182,-0.17006591658351386,2.4003545422662285,21.34557305936073,5.907793999099253,108.0,4,UNDERPRICING
7195,0.2467011777654538,3.4093103085466185,24.33598287671233,5.129837971919333,111.25,4,UNDERPRICING
7206,0.45033654978613635,4.864097862010153,22.793499999999998,3.398549499121232,159.5,2,UNDERPRICING
7209,0.17549791566399478,-0.7103017447905604,2.053972602739726,5.364476577033654,74.66666666666667,3,OVERPRICING
7219,-0.0641079659714736,5.925057257327092,11.286136986301369,1.6278926745039226,39.0,4,UNDERPRICING
7220,0.29271357246591195,0.12128628578801774,5.091164383561644,5.379190395567186,96.2,5,FAIR
7226,0.7547332428735325,5.9528213433431745,16.162042465753427,1.8583297221654556,76.0,4,UNDERPRICING
7229,-0.3782030409988808,5.157959691862288,25.462643835616436,5.780653575836109,40.0,2,UNDERPRICING
7237,0.5370480541937801,1.48220550621634,16.636130136986303,5.752111648608658,128.0,2,UNDERPRICING
7238,0.4398953823466715,11.123733151692212,7.611452054794522,0.4342439809049399,13.4,5,UNDERPRICING
7240,0.06771241767570893,1.6253443341071465,16.049635616438355,5.888766106774773,136.5,2,UNDERPRICING
7247,-0.10130389230458639,-0.4286570962720379,1.8817232876712329,3.5568063925516364,46.166666666666664,6,OVERPRICING
7251,-0.21588206992809025,-0.05526476937485508,13.376438356164384,16.62180171813327,11.0,1,FAIR
7254,0.12597089298538644,0.5707540124522377,9.627146301369862,5.843550184280764,83.625,8,UNDERPRICING
7293,0.2541062055425763,8.314624560471824,12.053386301369862,1.0066010917705221,32.4,5,UNDERPRICING
7301,0.1437196483343723,-0.9523848927569858,0.17137920298879203,5.547156351230328,71.14285714285714,14,OVERPRICING
7302,0.7562836253234694,0.9868043955672229,5.316527143581938,4.6663335745764565,90.5,6,UNDERPRICING
7314,-0.4212423314640751,0.7196460461137286,6.6368611872146115,7.634911812160205,6.75,4,UNDERPRICING
7319,-0.2611830432618615,0.051802045486258164,2.429515279241307,2.7110569764041657,50.25,4,FAIR
7320,0.19373019380973594,6.134755832831321,41.80309589041096,5.306942583406524,120.5,2,UNDERPRICING
7321,0.30393332130600126,-0.8219596375382339,0.29452054794520544,1.4700744390253493,53.0,6,OVERPRICING
7323,0.2812523864070257,-0.7046352627895316,1.8386849315068492,5.474520547945205,32.0,1,OVERPRICING
7325,1.0508773923404886,1.8401255485817387,6.639840182648402,1.9637209904034707,134.5,4,UNDERPRICING
7335,0.48178690062164353,-0.29403077157733104,2.6649155251141554,3.6798832510103283,66.75,4,OVERPRICING
7342,0.7514045871522491,1.8129557275149688,16.937184931506852,5.2248748443337485,84.0,2,UNDERPRICING
7355,-0.15168051531512966,0.4348183260844768,2.851486301369863,1.6415758613532585,64.66666666666667,6,UNDERPRICING
7363,-0.04234008178297023,-0.18193217752853513,1.7764219178082192,2.4302755943582963,71.25,8,OVERPRICING
7372,0.253818857142857,2.0057875035352573,15.028650684931504,4.438356164383562,81.0,1,UNDERPRICING
7374,0.09486735579822753,-0.06407640992290414,2.584626400996264,4.801916041793881,84.0,6,FAIR
7417,0.44213798597100995,9.815551620468717,32.28013698630137,2.5472335767579795,58.5,2,UNDERPRICING
7423,-0.1620947266838499,-0.46441990129681854,1.6460636583400483,2.741427939345103,93.75,4,OVERPRICING
7488,-0.06588535478027176,-0.6916394989092665,0.927238747553816,4.098750701353442,48.5,4,OVERPRICING
7492,-0.2947827971524155,5.593334304400495,28.14749315068493,5.419208490091419,120.5,2,UNDERPRICING
7501,0.10797897910562682,1.4551291084490128,23.38287671232877,6.287472602739727,4.666666666666667,3,UNDERPRICING
7504,-0.3890437147411172,0.338982696925592,3.3277482876712328,5.204901972422373,95.0,10,UNDERPRICING
7520,-0.36514672816794047,1.2129963710969658,18.52434398782344,9.948743168553902,13.0,4,UNDERPRICING
7526,0.5292538915727322,24.008657419116357,13.938356164383562,0.4623287671232877,3.0,1,UNDERPRICING
7529,0.9612035637600189,4.05914855613295,2.79725831702544,1.0394513488749786,44.833333333333336,6,UNDERPRICING
7531,-0.14146626136774323,-0.28356315606777205,2.5978246575342467,2.8812749321949394,57.5,6,OVERPRICING
7532,0.044061733037653095,6.50980054551602,31.21868493150685,4.041513005747902,95.5,2,UNDERPRICING
7542,-0.29127534054566356,0.8724128481402476,3.915834004834811,2.534629691175836,69.25,4,UNDERPRICING
7543,0.007238716407060688,1.3480942785313956,4.573627484235703,2.176137153860047,101.875,8,UNDERPRICING
7544,-0.28866103916603414,0.8898770805534829,6.681356164383561,4.497184299767218,84.75,4,UNDERPRICING
7546,-0.3512956841760557,0.960503450177842,7.982353424657534,5.863143078169056,93.5,4,UNDERPRICING
7550,-0.6276524482024092,8.109576613357333,9.887068493150684,2.5363773831247265,24.333333333333332,3,UNDERPRICING
7555,0.011071378559169884,0.40580836263455256,3.6809197651663403,5.611727659517676,80.0,6,UNDERPRICING
7563,0.8597318106655449,2.0376263456019377,2.49113698630137,7.998878069268545,6.0,2,UNDERPRICING
7567,-0.21352634595628378,-0.49009924198760696,0.8112583170254404,3.7485429638854297,47.333333333333336,6,OVERPRICING
7572,-0.24225562124816724,2.1019842259932817,15.169606164383561,5.863143078169056,103.0,2,UNDERPRICING
7586,0.5279037565147771,-0.6367316525427735,0.7615127201565558,3.311723605620935,43.0,2,OVERPRICING
7600,-0.27129552680322677,9.686755087353642,19.78136301369863,2.6503594838981015,2.5,4,UNDERPRICING
7604,0.14854127221041133,0.17274417917282292,12.193082191780823,9.675280858138978,3.0,3,UNDERPRICING
7605,0.9616787844797903,-0.6644808088494502,2.0515068493150683,5.0782598475013945,73.66666666666667,3,OVERPRICING
7625,-0.0957932607735867,-0.0935096762296096,4.781248858447489,4.639472301996764,65.5,8,FAIR
