hotel_id,city,current_price,peer_price,current_occ,current_revpar,elasticity,elasticity_method,optimal_price,optimal_price_change_pct,expected_occ,expected_revpar,revpar_gain_pct,n_days,recommendation
5699,,75.0,134.60564284177076,1.0,75.0,0.00468754916810309,market_fallback,112.50000000000006,50.000000000000064,0.95,106.87500000000004,42.50000000000006,2,RAISE
5703,Cazorla (Jaén),290.0,716.7311111111111,1.0,290.0,0.00468754916810309,market_fallback,435.00000000000017,50.000000000000064,0.95,413.25000000000017,42.50000000000006,1,RAISE
5708,Talaván,93.51345437616386,177.4784890712779,0.35540038,33.234717545121406,-0.054503319311347324,estimated,140.27018156424586,50.000000000000064,0.3457151331805557,48.49352450074399,45.91225105164901,179,RAISE
5719,Albuñuelas (Granada),88.0,300.13359803921566,1.0,88.0,0.00468754916810309,market_fallback,61.599999999999994,-30.0,0.95,58.51999999999999,-33.500000000000014,1,LOWER
5789,Alajeró,365.8606422018348,550.3525127352431,0.56880736,208.10422730294934,0.06063622611724616,estimated,548.7909633027525,50.000000000000064,0.5860525294656094,321.6203321914465,54.547716958793536,109,RAISE
5799,Las Palmas de Gran Canaria,129.8827318548387,156.2922585624947,0.43245968,56.16904494461183,0.08525648944402747,estimated,194.82409778225815,50.000000000000064,0.45089467939252303,87.84514910746884,56.394236708302145,248,RAISE
5809,Fuencaliente de La Palma,76.95668596720394,201.21015299278758,0.2925422,22.513077398710042,0.06838158177954148,estimated,115.43502895080596,50.000000000000064,0.30254443818249693,34.92422598050186,55.128618633465685,459,RAISE
5825,"Puntagorda, La Palma",174.76293074324323,346.3386683147002,0.30152026,52.69456399943755,0.028058569638194458,estimated,262.14439611486495,50.000000000000064,0.30575037176909836,80.15074656930574,52.104392722864645,296,RAISE
5833,Playa Blanca,1492.1897142857142,1216.4245179574011,1.0,1492.1897142857142,0.01972569876844022,estimated,1820.471451428572,22.000000000000046,0.95,1729.4478788571432,15.90000000000003,35,RAISE
5834,,214.01358888888888,176.9516899422308,0.3657672,78.2791534644872,0.06930089930759417,estimated,265.3768502222223,24.00000000000005,0.37185072991563267,98.68057545784488,26.062394763394032,45,RAISE
5848,Villarreal de San Carlos,177.3410160875161,234.88312373500887,0.2627413,46.59480866386633,-0.008938548297738698,estimated,266.01152413127426,50.000000000000064,0.26156703459476105,69.57984553505013,49.32960887766965,222,RAISE
5852,Aren,81.1018407960199,191.2052451579374,0.30206114,24.497714530517214,-0.041402216818869395,estimated,121.6527611940299,50.000000000000064,0.2958081401207226,35.9858770293564,46.89483373858484,201,RAISE
5911,El Ventorrillo,120.26629166666666,166.24078770209678,0.38680556,46.51967079817131,0.05168688984077138,estimated,180.39943750000006,50.000000000000064,0.39680195245751526,71.58284902223753,53.87651673805793,120,RAISE
5912,Argés,323.1763220815752,250.54566053339497,0.55133617,178.17879540645202,0.056980557338580665,estimated,374.8845336146274,16.000000000000043,0.556362639995559,208.571748815338,17.057559144204102,237,RAISE
5928,San Sebastián-Donostia,296.6707344812925,193.5953059578414,0.29538247,87.6313342959068,-0.009737689970758549,estimated,287.7706124468538,-2.999999999999975,0.29546876017994017,85.02722607589395,-2.9716633221850683,448,HOLD
5944,Arafo,608.0001315789474,1045.68308202988,1.0,608.0001315789474,0.019852284304266745,estimated,912.0001973684215,50.000000000000064,0.95,866.4001875000004,42.50000000000006,76,RAISE
5956,Güejar Sierra,144.90117076808352,294.45206063045737,0.31743902,45.99728559910807,0.02822636344404375,estimated,217.35175615212538,50.000000000000064,0.32191909425042786,69.96968047423206,52.11697725830335,447,RAISE
5962,Guaso,518.0255555555555,886.1409928352327,1.0,518.0255555555555,0.0017131068877719782,estimated,777.0383333333335,50.000000000000064,0.95,738.1864166666668,42.50000000000005,72,RAISE
5970,Cangas de Onís,1483.8433333333332,592.6155590103778,1.0,1483.8433333333332,0.00468754916810309,market_fallback,1038.6903333333332,-30.0,0.95,986.7558166666665,-33.50000000000001,3,LOWER
5980,Cangas de Onis,130.0,109.37281929637525,0.5,65.0,0.00468754916810309,market_fallback,163.80000000000007,26.00000000000005,0.5006093813918534,81.99981667198563,26.15356411074712,1,RAISE
5989,San Sebastian ,215.0546607471718,159.26065759700637,0.52004737,111.8386100007328,-0.07960385271818272,estimated,238.71067342936075,11.000000000000037,0.5154936114814392,123.05382714526762,10.028036958311027,362,RAISE
6013,"Pantón, Lugo",398.99944444444446,636.0047528141704,0.53174603,212.16637049721348,0.03453655914233207,estimated,598.499166666667,50.000000000000064,0.5409283689581942,323.7451780478386,52.590241935674975,63,RAISE
6016,Les Useres,202.18728927203065,198.09391090301716,0.42672414,86.27819629965785,0.046875315892298784,estimated,295.19344233716487,46.00000000000007,0.4359254370630011,128.6823303689604,49.14814621532685,174,RAISE
6017,,267.1073333333334,203.95431205299403,1.0,267.1073333333334,0.00468754916810309,market_fallback,304.5023600000001,14.00000000000004,0.95,289.2772420000001,8.300000000000027,2,RAISE
6046,Cudillero,822.0561904761905,790.8240925826864,0.36292517,298.3448842006638,-0.1137041490596422,estimated,1183.7609142857148,44.000000000000064,0.3447680888034935,408.122988018562,36.79570511558112,49,RAISE
6049,Granada,118.71520161290321,154.59182564753525,0.2559524,30.385439350442777,-0.05466944901952196,estimated,178.0728024193549,50.000000000000064,0.24895600003325977,44.332292605035576,45.89979132353591,62,RAISE
6050,Estepona,124.71757575757577,244.56209246977744,0.57575756,71.80708749568825,0.00468754916810309,market_fallback,187.07636363636374,50.000000000000064,0.5771070090571687,107.96308068347315,50.35156618760778,11,RAISE
6056,Vejer de la frontera,232.79518910197024,171.22791549287172,0.34340683,79.94345705757003,0.002167983103660088,estimated,256.0747080121673,10.000000000000037,0.34348127627740654,87.95686753038345,10.023847814140295,257,RAISE
6105,"Usurbil, Gipuzkoa",148.2636056789305,194.21127096570407,0.34606394,51.30868779444759,0.024256734069859856,estimated,222.39540851839584,50.000000000000064,0.350261132219848,77.89646758814895,51.819255055239545,431,RAISE
6118,Lugo,98.84841666666667,195.49558909349736,0.5978205,59.09361189248165,0.073444131337605,estimated,148.27262500000006,50.000000000000064,0.6197737248093242,91.89547708350617,55.50830985032044,260,RAISE
6120,Pontedeume,81.57477106227105,203.3417064696099,0.10629671,8.671129837577254,0.020329136387119143,estimated,57.10233974358973,-30.0,0.10564843457138062,6.032772804273387,-30.426911864129508,52,LOWER
6124,ValDespino de Sanabria ,225.7190909090909,1014.3876514728624,0.51666665,116.62152671532198,0.00468754916810309,market_fallback,158.00336363636362,-30.0,0.5159400806733907,81.52026818121253,-30.09843853253018,22,LOWER
6137,Arnedillo,184.99859278803868,374.17541451395806,0.29102904,53.83996212879816,-0.03624626011727656,estimated,277.49788918205815,50.000000000000064,0.28575467897398943,79.29632023917873,47.28153049120432,379,RAISE
6206,"Cabó, Lleida,",362.26272633744856,725.9495541586674,0.45576134,165.1053467616074,0.031695698365995395,estimated,543.394089506173,50.000000000000064,0.46298418027185756,251.58286709458793,52.37717737744971,162,RAISE
6249,"Garganta la Olla, Cáceres",121.71284581529582,171.3941349811734,0.35988456,43.80257397575306,-0.02365898295893544,estimated,182.5692687229438,50.000000000000064,0.355627308770793,64.92661770019222,48.225576278079885,330,RAISE
6251,Nájera,65.21450330514747,193.311313480015,0.33036613,21.544663379620893,-0.019178744642670036,estimated,97.82175495772125,50.000000000000064,0.32719813077609733,32.00709537140383,48.56159415179982,489,RAISE
6257,"Candeleda, Ávila",289.605684079602,945.9685141708796,0.43325043,125.47178636038481,0.13615704566698508,estimated,202.72397885572138,-30.0,0.4155533977837576,84.24263822573765,-32.85929795900669,201,LOWER
6271,El Tiemblo (Avila),262.6869431818182,336.7850181951661,0.29196972,76.69663234189763,-0.10149084747404154,estimated,394.0304147727275,50.000000000000064,0.2771535895642669,109.20694385175837,42.38818643944696,220,RAISE
6276,Vejer de la frontera,244.49304026607135,263.91145648692196,0.1696669,41.48237651444449,0.005336018478196492,estimated,171.14512818624993,-30.0,0.16939529751478027,28.991179907315015,-30.11205638804214,372,LOWER
6283,Astorga,164.175,318.32992366988697,1.0,164.175,0.00468754916810309,market_fallback,246.26250000000013,50.000000000000064,0.95,233.94937500000012,42.50000000000006,10,RAISE
6288,MURO DE ALCOI,900.0,308.2158501683502,1.0,900.0,0.00468754916810309,market_fallback,630.0,-30.0,0.95,598.5,-33.5,1,LOWER
6290,"Castissent, Lleida",166.5453761904762,330.49370178681016,0.22598572,37.63687687659583,0.028489071955525885,estimated,249.8180642857144,50.000000000000064,0.2292047824834061,57.259495085032725,52.13668039666452,290,RAISE
6291,"Ossa de Montiel, Albacete, ",246.51789763907163,178.53609085526185,0.21679094,53.44284782535451,0.04542462161710091,estimated,266.23932945019743,8.000000000000036,0.2175787560671697,57.928022117931334,8.392468730771776,227,RAISE
6292,RUIDERA,175.63385017421604,195.59588869796593,0.1641651,28.832947610339172,0.02072708483141567,estimated,122.94369512195122,-30.0,0.1631442953428342,20.057562507514973,-30.435268781459733,41,LOWER
6297,Pollensa,280.96893926553673,154.7671490081052,0.13364972,37.55142055089294,0.015336398623958431,estimated,196.6782574858757,-30.0,0.13303481011909288,26.16505463918753,-30.322064371103142,59,LOWER
6298,Port de Pollença,174.28448245614035,160.52416582775405,0.090428084,15.760211842978471,0.0033810357971660737,estimated,121.99913771929823,-30.0,0.09033636195819661,11.020958263598402,-30.071001751740496,38,LOWER
6299,Sigüenza,167.9411331569665,170.45065031074793,0.2527937,42.45446034946625,-0.0013033840857025133,estimated,251.91169973544984,50.000000000000064,0.25262895586049594,63.64018967320946,49.90224619357237,324,RAISE
6308,Cabo de Palos,174.62256862342636,224.2175493986415,0.28612855,49.9645024915889,-0.13130791670261088,estimated,261.93385293513967,50.000000000000064,0.26734307881266356,70.02620268894367,40.15190624730424,116,RAISE
6318,Sant Climenç,1269.8695652173913,904.3167188805362,1.0,1269.8695652173913,0.13627153903555336,estimated,1346.0617391304352,6.000000000000033,0.95,1278.7586521739133,0.7000000000000267,46,RAISE
6333,"Fortià, Girona",169.20781886387996,192.52821222013395,0.34480172,58.34314765128005,0.028099283177112595,estimated,253.81172829582005,50.000000000000064,0.3496460645977748,88.74427194739316,52.107446238283494,311,RAISE
6339,San Cristóbal de Segovia,598.8639344262294,803.9020540044338,1.0,598.8639344262294,-0.06291376452045115,estimated,898.2959016393446,50.000000000000064,0.95,853.3811065573773,42.50000000000006,61,RAISE
6342,Pandiello. Cabrales,356.18077546296297,282.27128455809134,0.22217262,79.13361533463691,0.019899993916070117,estimated,420.2933150462964,18.000000000000043,0.22296843998635144,93.71214479256484,18.42267587077736,216,RAISE
6358,Yeste,396.5914375,1044.27949396469,0.625,247.8696484375,-0.08296846212507743,estimated,594.8871562500002,50.000000000000064,0.5990723555859133,356.3804500024929,43.77736534061926,80,RAISE
6378,"Sant Feliu de Guíxols, Girona,",128.62178645833333,184.75633740624545,0.36296874,46.68568813357347,-0.004387744126549966,estimated,192.9326796875001,50.000000000000064,0.36217243586266756,69.87489855993371,49.67091919050881,320,RAISE
6383,Villajoyosa,4286.197142857143,1775.4470695495777,1.0,4286.197142857143,0.00468754916810309,market_fallback,3000.338,-30.0,0.95,2850.3211,-33.5,14,LOWER
6387,Vilademuls,1639.5975,1005.2577177027052,1.0,1639.5975,0.00468754916810309,market_fallback,1492.0337250000002,-8.99999999999998,0.95,1417.4320387500002,-13.549999999999992,16,LOWER
6389,Torrelles de Foix,278.09337318078747,228.35360482042236,0.08933602,24.84375590883212,-0.017631251021689075,estimated,194.66536122655123,-30.0,0.08980855448727616,17.482614700500022,-29.629743728544533,105,LOWER
6400,Gratallops,270.733,298.33408967599104,0.8,216.58640322738887,0.00468754916810309,market_fallback,406.0995000000002,50.000000000000064,0.8018750316161102,325.6410494017867,50.3515661876078,10,RAISE
6415,Sevilla,322.49157903780065,299.7972569223114,0.34770906,112.13324371332666,-0.0508930176413712,estimated,448.2632948625431,39.000000000000064,0.34080763402431097,152.7715529420454,36.24108951366132,291,RAISE
6426,Las Regueras,35.32260613501903,191.44437159821408,0.20745695,7.327920006706743,-0.4618960050440176,estimated,24.72582429451332,-30.0,0.2362040067974798,5.840338769734515,-20.30018389407563,294,LOWER
6443,"Bustares, Guadalajara",127.53090277777778,176.03208138956415,0.35208333,44.90150433948471,0.18977899063758966,estimated,191.29635416666676,50.000000000000064,0.3854923344420924,73.74327813796965,64.23342429781927,48,RAISE
6445,"Girona,",229.26219154228855,201.0293989872023,0.3670327,84.14672271434155,0.0497147860518355,estimated,300.3334709203981,31.000000000000057,0.3726892620092577,111.93105963400204,33.0189174615651,335,RAISE
6478,Sant Salvador de Bianya,205.8123319327731,180.3908479336213,0.279972,57.621687522184324,-0.0008511372101845245,estimated,269.61415483193286,31.000000000000057,0.27989811569050316,75.46449390094557,30.965435317894453,136,RAISE
6483,"Alcalá la Real, Jaén",85.77558668903804,188.69664202340212,0.37908277,32.51604692801838,-0.05145188290057648,estimated,128.6633800335571,50.000000000000064,0.3693305080313947,47.51931151283005,46.14110878245681,298,RAISE
6490,Bullas,336.7745341614907,411.88248064262274,0.5041408,169.78178114450498,0.05849134054595678,estimated,505.16180124223627,50.000000000000064,0.5188847297177793,262.1207447013243,54.38685054094682,161,RAISE
6516,Alpera,290.3258888888889,680.8321188476502,0.41111112,119.35620030363403,0.11143568488055838,estimated,435.48883333333356,50.000000000000064,0.4340173408188426,189.00970539963356,58.35767636604196,90,RAISE
6530,Arriate,83.6175,209.74125062507898,0.875,73.1653125,0.00468754916810309,market_fallback,125.42625000000007,50.000000000000064,0.8770508027610451,110.00519324980759,50.35156618760781,4,RAISE
6539,"Las Palmas de Gran Canaria, Las Palmas,",171.94631313131313,321.2519726891455,0.45286196,77.867945188016,-0.021532522022287153,estimated,257.9194696969698,50.000000000000064,0.4479863345885986,115.54439784858064,48.38506084832853,99,RAISE
6542,Arcos de la Frontera(Cádiz),56.156336754643206,175.80676415954738,0.49046922,27.542954534508382,0.15964406841382958,estimated,39.30943572825024,-30.0,0.46697906691593954,18.356683617370393,-33.352525436690435,341,LOWER
6545,Canet de Mar,366.4633732057416,374.2475648293775,0.3624402,132.8210577862649,-0.028355356011387986,estimated,549.6950598086127,50.000000000000064,0.3573016382269771,196.40694539489346,47.87334829914599,209,RAISE
6551,Xàtiva,95.55921370143149,218.79013379354504,0.3291411,31.452465685789843,0.03947950864750114,estimated,143.3388205521473,50.000000000000064,0.33563827483464387,48.10999444695531,52.96096314856265,326,RAISE
6577,Málaga,441.32,237.3864279100529,1.0,441.32,0.00468754916810309,market_fallback,353.05600000000004,-19.99999999999999,0.95,335.4032,-23.999999999999993,3,LOWER
6579,"Las Herrerías, León,",51.4684613997114,194.35273412174814,0.44596624,22.95319640170702,0.10397677542503096,estimated,36.02792297979798,-30.0,0.43205520415202536,15.56605161821006,-32.18351228392565,418,LOWER
6580,El Provencio,83.42752583386823,164.33481468956722,0.13311435,11.105401108941399,0.042233200306941145,estimated,58.39926808370776,-30.0,0.13142779928436182,7.675287284059181,-30.886897206445767,264,LOWER
6590,Sunbilla,789.0684,755.3153304896547,1.0,789.0684,0.00468754916810309,market_fallback,1128.3678120000004,43.000000000000064,0.95,1071.9494214000003,35.850000000000044,25,RAISE
6597,Negreira,90.8818817204301,190.93569861631985,0.6993991,63.56270752257557,0.043253178912652374,estimated,136.3228225806452,50.000000000000064,0.7145247311522274,97.4060281543483,53.24398841844897,527,RAISE
6602,Barcelona,4884.78197761194,2889.0223863282795,0.051643394,252.26671995040837,-0.0006100348353599689,estimated,3419.347384328358,-30.0,0.05165284521456778,176.6190211775499,-29.98718926845745,134,LOWER
6605,Urrea de Gaen,135.22061240310077,162.01659855682533,0.3903101,52.77797192034934,0.0858885914977362,estimated,202.83091860465126,50.000000000000064,0.40707170140179044,82.56672713328346,56.441644362330315,215,RAISE
6612,Sunbilla,695.8924285714286,405.72761683274257,1.0,695.8924285714286,0.03340452481444076,estimated,605.426412857143,-12.999999999999984,0.95,575.1550922142858,-17.34999999999999,70,LOWER
6627,San Sebastián-Donostia,295.0914193971166,203.53446391942694,0.289418,85.40477193177297,0.0058098281469480114,estimated,303.9441619790302,3.00000000000003,0.28946845597111653,87.98224726950481,3.017952368974066,327,HOLD
6638,Asturias,365.3254166666667,431.66326869757705,0.5222222,190.781050442035,-0.10518726561020746,estimated,547.9881250000003,50.000000000000064,0.4947566571691165,271.1207728933721,42.11095507923451,60,RAISE
6639,Villalcázar de Sirga,38.72727272727273,152.98642474472902,0.28863636,11.178098900751634,0.00468754916810309,market_fallback,27.109090909090906,-30.0,0.28823045745820997,7.813665674003473,-30.09843853253017,22,LOWER
6642,Girona,212.6693791208791,187.93896002117646,0.40888277,86.95684418304657,0.029923017661672217,estimated,280.7235804395605,32.00000000000006,0.4127979689644063,115.88212384586672,33.2639482660291,182,RAISE
6662,Miranda De Ebro,100.16149468085106,149.98736306379772,0.34275737,34.331090897554574,0.08464442144218678,estimated,150.24224202127667,50.000000000000064,0.357263623858911,53.676087841208854,56.34833160816406,141,RAISE
6684,Riofrío - Escalonilla (Ávila),450.0,256.38475068327256,1.0,450.0,0.00468754916810309,market_fallback,382.50000000000006,-14.999999999999986,0.95,363.37500000000006,-19.249999999999986,4,LOWER
6687,Ronda,554.4,471.05846153846153,1.0,554.4,0.00468754916810309,market_fallback,704.0880000000002,27.000000000000053,0.95,668.8836000000001,20.650000000000027,1,RAISE
6688,Alicante,109.26411307053941,157.0732418808879,0.33615887,36.73010096170657,-0.000780148996703077,estimated,163.89616960580918,50.000000000000064,0.33602774464747026,55.07366022899932,49.94148882524735,482,RAISE
6704,"Santa Pau, Girona,",558.8702666666667,642.213398532784,0.41,229.1368073346575,0.1165199900800466,estimated,838.3054000000004,50.000000000000064,0.4338865941817769,363.7294748901923,58.73899925600357,50,RAISE
6709,Altea,589.0765254237288,439.9653382373906,0.4124294,242.9524734209705,-0.016464003947810762,estimated,659.7657084745764,12.000000000000039,0.4116145636405619,271.56917419876896,11.77872378694145,59,RAISE
6727,"Tossa de Mar, Girona",130.98567801857587,179.85799320886127,0.41718265,54.64495281042865,-0.07042075291317079,estimated,196.4785170278639,50.000000000000064,0.4024934958388691,79.08132517578171,44.71844353151228,323,RAISE
6729,Tossa de Mar,135.99280482459096,178.16509101901545,0.2744059,37.31722754769878,-0.052934743482283816,estimated,203.98920723688653,50.000000000000064,0.26714309378870715,54.494307920767596,46.02989423882876,346,RAISE
6730,Melilla,235.78105263157894,363.34527729843666,1.0,235.78105263157894,0.009715654680751537,estimated,353.6715789473686,50.000000000000064,0.95,335.9880000000001,42.50000000000005,133,RAISE
6742,Santa Linya,452.005,664.021999690803,1.0,452.005,0.021944753673628106,estimated,678.0075000000003,50.000000000000064,0.95,644.1071250000002,42.50000000000005,40,RAISE
6786,"Almagro, Ciudad Real",438.89435598705506,328.60901977266934,0.30097088,132.09442150408512,0.05168126023475816,estimated,491.56167870550183,12.000000000000039,0.30283742871554,148.86327483426857,12.694596137555179,103,RAISE
6807,San Carlos de Peralta,406.63871590909093,233.69914884419998,0.25618505,104.17476171045412,0.05291601557418449,estimated,349.7092956818182,-13.999999999999984,0.2542871738502541,88.92658846809243,-14.637108827513167,220,LOWER
6819,El cotillo,730.4102810077519,1014.7984547651905,0.3136628,229.10253185373318,0.049001370428176136,estimated,1095.6154215116283,50.000000000000064,0.321347750670477,352.0735513026483,53.675102782113285,172,RAISE
6826,Vidreres,775.66,1905.1483333333333,1.0,775.66,0.00468754916810309,market_fallback,1163.4900000000005,50.000000000000064,0.95,1105.3155000000004,42.50000000000006,1,RAISE
6847,Guadalcanal,256.57211328976035,208.66756094560137,0.4151494,106.51575650220863,0.12662274920517674,estimated,310.45225708061014,21.000000000000046,0.4261885357054827,132.31119285164732,24.21748405730359,153,RAISE
6848,PAMPLONA,106.70216402116401,177.5969672297692,0.44174606,47.135260131536015,0.032253699386458876,estimated,160.05324603174608,50.000000000000064,0.4488700283288414,71.84310508039289,52.4190274539845,315,RAISE
6857,Pedrouzo,63.945002676108565,199.99456404654333,0.4955574,31.68841911595245,0.26496026917272736,estimated,44.761501873275996,-30.0,0.4561664911660819,20.41869724885631,-35.56416565262728,452,LOWER
6880,Barcelona,535.4776785714286,628.5745582141974,0.6160714,329.89248472691645,0.0890592386278091,estimated,803.2165178571432,50.000000000000064,0.6435048280735376,516.8737072294865,56.679442897085785,56,RAISE
6885,Costa Teguise,455.1835294117647,416.540991591749,0.3372549,153.5128810013743,-0.0791481221424221,estimated,623.6014352941179,37.000000000000064,0.32737846727287134,204.15368207575096,32.987981688600655,34,RAISE
6896,"Mourisca, Province of Ourense",138.1140461469534,189.5071846510841,0.22872505,31.59014154707858,-0.021755774342721322,estimated,207.17106922043018,50.000000000000064,0.22623700067664262,46.86976132740324,48.368316924295954,186,RAISE
6901,Málaga,1007.3621052631579,1007.3621052631579,0.7105263,715.7572568769205,0.00468754916810309,market_fallback,1500.969536842106,49.00000000000007,0.7121582947406866,1068.9279058151924,49.34223796476326,19,RAISE
6911,Salamanca,74.11894005818027,175.28204760445985,0.24833103,18.406032374557952,0.004790276683892637,estimated,111.17841008727045,50.000000000000064,0.24892581240285935,27.67517605263205,50.359270751291994,474,RAISE
6922,"Ventolà, Girona",181.53010416666666,187.6694683433067,0.4635417,84.1467706422694,0.006431369784420098,estimated,272.2951562500001,50.000000000000064,0.46503229053318135,126.62604021202806,50.48235273383156,224,RAISE
6923,,236.11333333333332,368.84575757575766,1.0,236.11333333333332,0.00468754916810309,market_fallback,354.17000000000013,50.000000000000064,0.95,336.4615000000001,42.50000000000006,3,RAISE
6942,Salamanca,721.053,780.5271185989092,1.0,721.053,0.00468754916810309,market_fallback,1081.5795000000005,50.000000000000064,0.95,1027.5005250000004,42.50000000000006,20,RAISE
6943,Alicante,1442.9624615384614,993.6019682580936,1.0,1442.9624615384614,0.040491583171162464,estimated,1486.2513353846157,3.00000000000003,0.95,1411.9387686153848,-2.1499999999999795,65,HOLD
6947,Talavera de la Reina,78.36340399978977,161.90254318221278,0.33363992,26.145159822441293,0.0389037698870571,estimated,117.54510599968471,50.000000000000064,0.3401298450895407,39.9805986947064,52.917782741529365,453,RAISE
6952,Llagostera,357.44270833333337,393.8503078941941,0.46354166,165.6895852078063,-0.06528186881709226,estimated,536.1640625000003,50.000000000000064,0.44841122391952287,240.4219834872887,45.103859838718144,80,RAISE
