hotel_id,median_price_premium,median_occ_residual,median_expected_residual,median_diagnosis_residual,avg_price,avg_occupancy,n_days,diagnosis
9641,-0.4620038697915236,0.14507606981459292,-0.0021656658555016645,0.14848082438109775,99.08921119592875,0.2654985,131,UNDERPRICING
9643,0.7118519446075289,0.8357614387660175,0.0033368409907575886,0.8338870037243492,1901.25,1.0,4,EXCEPTIONAL_VALUE
9649,-0.32603304812289835,0.06975257023643025,-0.0015282959435026066,0.0706383382252117,254.9405921640957,0.25837338,426,FAIR
9659,0.6127052357973557,0.05589950699921385,0.0028720859183543022,0.053552529382270675,536.8424800995025,0.20060769,335,FAIR
9669,-0.19951108649854343,0.11193575936316878,-0.0009352180275435908,0.11345353775193584,288.3979166666667,0.27604166,48,UNDERPRICING
9695,-0.10276494432165059,0.03981437659424547,-0.00048171572926511354,0.040181674070527834,174.7327740960515,0.1344662,99,FAIR
9702,-0.3954303697645559,0.11792984573382888,-0.0018535993008325412,0.11998373281133855,200.27633072009291,0.3383856,246,UNDERPRICING
9703,-0.407302228715193,0.2688358534952966,-0.0019092492233804374,0.27169322860754924,220.34663316582916,0.510469,199,UNDERPRICING
9708,-0.3771626672681241,0.9482253628233679,-0.0017679685471922377,0.9491446292786052,324.1943333333333,1.0,30,UNDERPRICING
9709,0.3729851049568996,0.15399697860552003,0.0017483860184555585,0.15120756452536588,352.1616444627193,0.2748538,304,EXCEPTIONAL_VALUE
9727,0.37289380777786085,0.11097221929256498,0.001747958058439905,0.10698003977020859,1365.4572787193972,0.21460855,177,EXCEPTIONAL_VALUE
9745,-0.5855604243945753,0.06411764654741764,-0.002744843280244884,0.0665421423892307,68.25763095238095,0.1778878,202,FAIR
9755,-0.7274660455957559,0.8542684561810868,-0.0034100328568556298,0.8556338226312344,253.16315789473686,1.0,19,UNDERPRICING
9761,-0.4637062581604085,0.1978922632062411,-0.0021736458846840197,0.19977154500046224,141.61045634920634,0.38263887,168,UNDERPRICING
9764,0.12835846669582232,0.17105410784934214,0.0006016866237789901,0.16447520635796603,163.12329805996472,0.26613757,9,EXCEPTIONAL_VALUE
9768,-0.3928447349416763,0.08406687026995929,-0.0018414790104695337,0.08580440913713835,266.57207863212625,0.23352389,252,FAIR
9782,-0.6151019673658864,0.06036679197122066,-0.0028833207154245347,0.0635233984722849,231.27847794143523,0.15489084,164,FAIR
9783,-0.8622784284479884,0.023593191358491646,-0.004041972529944608,0.02762802872941915,36.30204206894983,0.07163628,292,FAIR
9787,-0.07818253318077714,0.03272021199254416,-0.0003664844683717441,0.03316847975180654,315.3764942193294,0.18032265,331,FAIR
9788,0.4897037271382824,0.4464193569753534,0.002295510298764038,0.4434445034491957,1215.5269230769231,0.6217948,26,EXCEPTIONAL_VALUE
9793,0.022549102594811368,0.0874271469071698,0.00010570002710977925,0.08678675481285285,339.70311230329037,0.3705651,466,FAIR
9801,0.08226541219352493,0.07676202844059678,0.0003856231644914156,0.07804817534120731,300.7792079798056,0.22995862,292,FAIR
9806,-0.7523077745375,0.2959050105837926,-0.0035264796826907445,0.2990476501419017,253.92153110047846,0.5167464,209,UNDERPRICING
9811,-0.7778733304216998,0.9049028624322727,-0.0036463194829078186,0.9089255957958449,137.985871559633,1.0,109,UNDERPRICING
9815,-0.6888861850467775,0.016017248475904397,-0.003229187863633733,0.018521087827672412,58.462210429137265,0.075291485,41,FAIR
9824,-0.5666428214386215,0.08047876987177723,-0.002656166086246198,0.07970592556863935,95.18189263552277,0.19307661,73,FAIR
9826,-0.2128675440063504,0.2981346182906852,-0.0009978270788231157,0.29828517399607635,426.03000000000003,0.41954023,29,UNDERPRICING
9836,-0.5786866091495477,0.07735107403133909,-0.00271262193331136,0.08003486248491656,138.117625,0.20625,20,FAIR
9842,-0.1619075035646334,0.26916682885151794,-0.0007589493836440453,0.2717066340647576,265.1135925925926,0.4351852,45,UNDERPRICING
9854,0.30488043659922376,0.2522067417550991,0.001429142036951598,0.24970412829734143,216.8619593175853,0.4648294,127,EXCEPTIONAL_VALUE
9855,-0.2052263919164337,0.03350603243358206,-0.0009620088027006774,0.03439643460173724,169.0004775485372,0.17140646,197,FAIR
9888,0.6084673952845668,0.08894249335925429,0.002852220832584025,0.08591427222942091,229.30459770114945,0.18495299,29,FAIR
9950,0.2607250741977027,0.14000927644066108,0.0012221616046590577,0.13867430531937663,245.0727156177156,0.2969697,143,EXCEPTIONAL_VALUE
9951,-0.5209125553125089,0.28119555522684636,-0.0024418032153096054,0.28374116862444954,97.38097826086955,0.4818841,46,UNDERPRICING
9966,0.06573833106644367,0.4594193937913955,0.0003081516591029935,0.4599194927039516,560.8922784810127,0.6075949,79,EXCEPTIONAL_VALUE
9981,-0.5085565422095528,0.17807637651525132,-0.0023838837963677736,0.17989851149361868,94.70075704328471,0.419678,542,UNDERPRICING
9982,-0.637770072225402,0.19541182920124836,-0.002989578571501231,0.1987509907361709,74.18490168111974,0.40383387,313,UNDERPRICING
9985,1.070348435937696,0.17831474467730485,0.00501731092046019,0.1714666817450514,395.1537826086956,0.34333333,115,EXCEPTIONAL_VALUE
9990,-0.2230694889501697,0.06782441923048815,-0.0010456491973575494,0.06833714515718307,170.92514437853177,0.30747923,545,FAIR
9992,-0.4676733576018517,0.2561524460112418,-0.002192241858370539,0.2586142502394944,156.80366684841874,0.637962,393,UNDERPRICING
9996,-0.33696198695009033,0.2711719840681647,-0.00157952588161026,0.2740512874407533,152.9371212121212,0.6818182,33,UNDERPRICING
9999,-0.09404900639892569,0.18732013113130377,-0.00044085934170620623,0.18598636943815888,449.42553815378614,0.33298203,244,UNDERPRICING
10002,-0.12275293705095566,0.1469855648914047,-0.0005754104279554182,0.14611293094393674,216.553491617357,0.34423077,338,UNDERPRICING
10019,0.45142912087617537,0.039754574820979265,0.002116096200020625,0.036987955588485,298.53468427974053,0.21446499,510,FAIR
10037,-0.16939923770271487,0.014690320276728931,-0.0007940672557706586,0.013793343175352754,213.33603638445084,0.08553936,490,FAIR
10044,0.27251763189807765,0.10669552289958416,0.0012774397986972579,0.10425277251807209,233.37141911764706,0.3254552,136,EXCEPTIONAL_VALUE
10050,-0.4110807013821844,0.18970572756732812,-0.001926960999787293,0.19115924617574653,118.2037252415459,0.49127418,552,UNDERPRICING
10053,0.035349402111125756,0.22104198192123004,0.00016570206045894915,0.2200805041152924,466.43613095238095,0.4017857,56,EXCEPTIONAL_VALUE
10056,1.0263565355358515,0.15985958227054325,0.00481109672432825,0.1546044787955164,935.6312048192771,0.28534138,83,EXCEPTIONAL_VALUE
10057,-0.9190726942656228,0.13578648543859712,-0.004308198443431085,0.13993590698082425,14.811590849597456,0.535452,398,UNDERPRICING
10058,0.9199702097983243,0.1243223876741239,0.00431240559161976,0.12179513447330674,952.1361578947368,0.22115707,95,EXCEPTIONAL_VALUE
10067,0.18234501672183878,0.05519418297908111,0.0008547512314421993,0.05413810680422214,585.5709064327485,0.1488398,57,FAIR
10122,-0.03128061805375949,0.02376539656294155,-0.00014662943513565083,0.022388749438741445,312.33092753006827,0.3008121,548,FAIR
10133,0.5263460327410914,0.46298515025502796,0.0024672729079098644,0.4643470286506134,1555.8225,0.73,50,EXCEPTIONAL_VALUE
10138,-0.628141437577208,0.2435029988149756,-0.00294444387316612,0.24553724117987308,97.8938784067086,0.4528302,159,UNDERPRICING
10141,1.3062568592776063,0.08281676062636342,0.006123143254035697,0.07800187687687772,1546.8151744186048,0.16883536,86,FAIR
10143,-0.6425004186101176,0.13332075924792294,-0.003011752302761744,0.13589633050014713,121.12699186991871,0.3215447,82,UNDERPRICING
10159,0.14771163838719817,0.1647733714626162,0.0006924055676410551,0.16448130380601683,430.9651122994652,0.34509805,187,EXCEPTIONAL_VALUE
10166,-0.7385562066796242,0.8396090543979988,-0.003462018532218446,0.8431520845049294,174.45666666666668,1.0,12,UNDERPRICING
10174,-0.11616614768003926,0.21492597757085927,-0.0005445345289193087,0.21474537790690323,491.49921474358973,0.3621795,156,UNDERPRICING
10176,-0.27567442784934937,0.11098931738750235,-0.001292237434932513,0.11294017553442619,163.98510012069346,0.33662498,434,UNDERPRICING
10179,-0.18545985645475588,0.050973521277318315,-0.0008693521958410093,0.05277825774882357,178.39116907435456,0.18429044,186,FAIR
10189,0.6614911736122453,0.17591376886994167,0.0031007724005736167,0.17180513414550141,283.04544850498337,0.37687337,43,EXCEPTIONAL_VALUE
10192,-0.2744238673941447,0.7431858760379307,-0.0012863753713110557,0.7444722514092418,384.0,1.0,1,UNDERPRICING
10201,-0.3713089186382475,0.09436445673967207,-0.0017405288126719747,0.09554155581299778,120.42161489220888,0.36011904,532,FAIR
10202,0.062158523282048926,0.05167730766433657,0.000291371134101285,0.050658551552253774,216.13930534136003,0.24108288,224,FAIR
10206,0.3184037451876392,0.032487785620886694,0.0014925332108752262,0.02965211927683519,712.437934077381,0.06715545,80,FAIR
10219,0.36506384860783836,0.15265180758365104,0.001711254739846185,0.1521800960147857,518.7956638418079,0.34004238,236,EXCEPTIONAL_VALUE
10228,-0.6139229814305356,0.026216711111547143,-0.002877794160884076,0.028624066950619715,77.06150846702317,0.15945998,34,FAIR
10241,-0.5771728470757053,0.09723115251460282,-0.002705526099161414,0.10025545368529065,170.87577898550725,0.3156703,368,UNDERPRICING
10243,-0.4088109574740446,0.06631983617353673,-0.0019163214636188854,0.06634373591247242,114.28185981903583,0.19444413,392,FAIR
10252,-0.15423590857607647,0.04800998927819597,-0.0007229884049374114,0.0486327129974377,578.6535930735931,0.12592526,77,FAIR
10262,0.6472239042620578,0.14234437780173015,0.0030338938740000427,0.14081452783526427,288.4261728110599,0.3450461,186,EXCEPTIONAL_VALUE
10281,0.34797447421033656,0.46076082096386334,0.0016311474571057733,0.4575375957202119,687.3746296296296,0.5740741,54,EXCEPTIONAL_VALUE
10289,-0.535858623271956,0.07173603473023465,-0.002511863643739324,0.07209052893589799,137.89062676163167,0.2993936,525,FAIR
10291,0.24166757646022746,0.16905414288774673,0.001132828646993629,0.1677484134580582,1052.4282882882883,0.26486486,74,EXCEPTIONAL_VALUE
10294,-0.4794559626754973,0.06123939068194022,-0.0022474733989815933,0.06357602633424372,103.46776714888539,0.3629837,416,FAIR
10299,0.3372840038841801,0.21072207499007456,0.0015810353518217676,0.20744648473952396,269.739806763285,0.39492753,138,EXCEPTIONAL_VALUE
10302,-0.06859309802120311,0.10079168569928143,-0.0003215335195669043,0.0985202263564752,191.39669816405214,0.30186749,430,FAIR
10303,-0.01237147812619832,0.16091565421944565,-5.79919119986665e-05,0.1613054665644221,225.5464159928122,0.36455527,371,UNDERPRICING
10312,0.17392541495684105,0.056970278989019754,0.0008152839341929248,0.05417165232923574,227.2367356367912,0.18138885,162,FAIR
10314,0.4480554128818847,0.2877836402665564,0.002100281777918565,0.2847972854206172,659.4100401606426,0.43775102,83,EXCEPTIONAL_VALUE
10315,0.4609824455336526,0.2925230649867764,0.002160877879071401,0.2893024718955743,767.264025974026,0.40692642,77,EXCEPTIONAL_VALUE
10321,-0.5724472446644194,0.5730574797997992,-0.0026833746055096052,0.5750923956957598,108.82666666666667,0.65625,8,UNDERPRICING
10328,-0.5081833130459378,0.10001294839268815,-0.0023821342663123577,0.10317583219086811,315.9174033011978,0.26799592,163,UNDERPRICING
10330,0.0035512666154966753,0.0994600711024495,1.6646736869183716e-05,0.09825984682046197,255.79988568643833,0.23280424,171,FAIR
10345,-0.5181838261273386,0.19344261904766724,-0.002429012163087682,0.1958000479278334,84.45611412921976,0.545607,213,UNDERPRICING
10354,-0.27854618279644533,0.07967460478790883,-0.0013056989274457683,0.08115466195228735,162.19340436286245,0.22889158,358,FAIR
10364,-0.6773103224118008,0.3258127486964182,-0.0031749254383690723,0.32898767413478724,89.0,0.4,1,UNDERPRICING
10382,-0.1797446205691975,0.24952458467965505,-0.0008425617466201471,0.2495007258921058,409.87914983164984,0.44612795,198,UNDERPRICING
10396,0.10548000579984976,0.09802494044274171,0.0004944427134385948,0.09761502727857477,514.3555983870968,0.2648387,310,FAIR
10406,-0.1086967799542107,0.25365475543166216,-0.000509521500449845,0.25310015900069033,190.13087301587302,0.4351852,126,UNDERPRICING
10411,-0.3239243888361101,0.11664408584853528,-0.0015184114994170096,0.11659855462217103,132.97046703296704,0.30923384,78,UNDERPRICING
10413,-0.43310421216827166,0.07368991299503418,-0.002030197289451326,0.07640241842606985,112.54091775412088,0.31606573,416,FAIR
10416,0.39506878580847604,0.1464943170296903,0.0018519043582600194,0.14422895163404553,312.1964871794872,0.27633548,156,EXCEPTIONAL_VALUE
10417,-0.24714546255164094,0.08472483709515431,-0.0011585065073843979,0.08518354976906636,245.4302897713457,0.24738961,275,FAIR
10419,0.1583826158056396,0.9247247629392155,0.0007424262989617172,0.9228290829012928,947.6769565217392,1.0,46,EXCEPTIONAL_VALUE
10423,0.029297464716131923,0.5730039238308999,0.00013733330635763382,0.5728665905245423,1028.5714285714287,0.75238097,7,EXCEPTIONAL_VALUE
10425,-0.4556172767478979,0.02725768649865394,-0.002135728386593004,0.028552659269263404,105.07382551936024,0.174682,525,FAIR
10440,-0.143964359421697,0.08747240346734417,-0.00067484001324367,0.08989473387566506,1057.9989889807161,0.23704252,242,FAIR
10441,-0.5742594715364202,0.16214497519508633,-0.0026918695080758665,0.16491159547007936,103.87349397590361,0.37369478,166,UNDERPRICING
10447,-0.10995616678571096,0.09297172264706957,-0.000515424938144164,0.09324568839619983,280.35918193384225,0.24452926,131,FAIR
10448,0.6560684469688419,0.44126912866090207,0.003075353102807481,0.4376451266089756,361.0,0.6666667,3,EXCEPTIONAL_VALUE
10453,-0.5753799456737267,0.1450958725467612,-0.0026971217856860785,0.1482932261991574,83.12076843262558,0.41295096,462,UNDERPRICING
10455,0.0746427419482947,0.934195671466204,0.00034989152292466246,0.933573891185673,1185.524,1.0,20,EXCEPTIONAL_VALUE
10457,-0.2495833439979326,0.09108026138632244,-0.0011699341965298962,0.0924255256010945,304.43267838714434,0.24422823,323,FAIR
10458,-0.4542263815652715,0.10182895648076658,-0.0021292084970367655,0.09945637119331333,180.11053180396246,0.29144943,274,FAIR
10471,-0.4362767532719812,0.8358199042276491,-0.0020450687318627923,0.8374187345660464,274.1687804878049,1.0,41,UNDERPRICING
10472,0.8277538215105789,0.07029543483005503,0.003880136737416067,0.06924466995434737,487.1676338028169,0.18231425,213,FAIR
10474,0.8606637364405365,0.060321181670747084,0.004034403581768334,0.056965767610946016,812.3101837606838,0.18730465,130,FAIR
10475,0.5904960192942146,0.07960102423283902,0.0027679791240107815,0.07678818278507692,299.9592438544739,0.20696376,339,FAIR
10497,-0.5229321252374506,0.12940963107632283,-0.002451270048631192,0.13106958210084352,52.695083333333336,0.2461971,12,UNDERPRICING
10499,-0.3469322167581943,0.08585186039345424,-0.0016262618240530345,0.08710785412088148,133.7563111733038,0.32275322,442,FAIR
10500,-0.3515429884118113,0.07556407977760013,-0.0016478750428822603,0.077812891700163,120.63956626797824,0.28116554,426,FAIR
10501,0.04175917987559715,0.23571950903028982,0.0001957482088865227,0.23454281292375723,682.604345603272,0.35531697,163,EXCEPTIONAL_VALUE
10510,0.14626401210564685,0.05125031669447343,0.0006856197482692451,0.05128179995493832,531.5181407151096,0.123310246,289,FAIR
10521,-0.13132522843373245,0.10551070296027881,-0.0006155934652954907,0.10533035321575523,211.92625576897424,0.2177521,238,UNDERPRICING
10523,-0.4025753980145794,0.10026363406049896,-0.001887091972062012,0.10228695616905004,112.79323028339148,0.30530626,351,UNDERPRICING
