hotel_id,median_price_premium,median_occ_residual,median_expected_residual,median_diagnosis_residual,avg_price,avg_occupancy,n_days,diagnosis
6056,0.24497310670496647,0.1371961073371643,0.001148323482542495,0.1347593107217053,232.79518910197024,0.34340683,257,EXCEPTIONAL_VALUE
6105,-0.3897864576266756,0.0973608687730469,-0.0018271431851857732,0.09862183075631485,148.2636056789305,0.34606394,431,FAIR
6118,-0.47289639444005827,0.31904670324635975,-0.0022167251003564455,0.3218680231215444,98.84841666666667,0.5978205,260,UNDERPRICING
6120,-0.6852551818301693,0.019065963187038314,-0.003212167357526341,0.02267549183508913,81.57477106227105,0.10629671,52,FAIR
6124,-0.7733591499523926,0.26958678028908745,-0.00362515904000425,0.2725608674847245,225.7190909090909,0.51666665,22,UNDERPRICING
6137,-0.4628879354573974,0.1128100327617058,-0.00216980995677828,0.11533929033682237,184.99859278803868,0.29102904,379,UNDERPRICING
6206,-0.4572805275716818,0.24443194852677422,-0.0021435249566083793,0.24404798965400387,362.26272633744856,0.45576134,162,UNDERPRICING
6249,-0.39539223008515473,0.15879656341545953,-0.0018534205192100926,0.16072030239070742,121.71284581529582,0.35988456,330,UNDERPRICING
6251,-0.6470129312808182,0.0443647611731573,-0.0030329049277773405,0.04661912415880824,65.21450330514747,0.33036613,489,FAIR
6257,-0.678235090218493,0.21769367869993145,-0.003179260332932021,0.22127812409345657,289.605684079602,0.43325043,201,UNDERPRICING
6271,-0.16768180362295693,0.12057314970833952,-0.0007860166990788175,0.1220762801830845,262.6869431818182,0.29196972,220,UNDERPRICING
6276,-0.22986647217559947,0.05496179339019003,-0.0010775103904215233,0.05633239633363897,244.49304026607135,0.1696669,372,FAIR
6283,-0.49390124217709713,0.8645769022769665,-0.0023151863568923346,0.8655854733529844,164.175,1.0,10,UNDERPRICING
6288,1.9200315282566165,0.8266510488908687,0.009000242193011007,0.8176508066978577,900.0,1.0,1,EXCEPTIONAL_VALUE
6290,-0.3860129421171592,0.06693822289173205,-0.0018094546456983158,0.06785988733598737,166.5453761904762,0.22598572,290,FAIR
6291,0.30052121566912987,0.07164129316007922,0.001408707974507159,0.07101381606857297,246.51789763907163,0.21679094,227,FAIR
6292,-0.18578646170560562,0.044803873026921306,-0.0008708831740129281,0.04748383379611405,175.63385017421604,0.1641651,41,FAIR
6297,0.6541145441791298,0.06094359257616303,0.003066194087411012,0.05579030853897379,280.96893926553673,0.13364972,59,FAIR
6298,-0.2032689514812247,0.029010710229074074,-0.0009528332044170021,0.028985229728795255,174.28448245614035,0.090428084,38,FAIR
6299,-0.02615793892354078,0.07694459698047634,-0.000122616624840335,0.0758695236541311,167.9411331569665,0.2527937,324,FAIR
6308,-0.38056031360534975,0.08463811473831861,-0.0017838951814538081,0.08435735734510783,174.62256862342636,0.28612855,116,FAIR
6318,0.3576785864613542,0.6611777850385607,0.0016766359604152097,0.6582334221028325,1269.8695652173913,1.0,46,EXCEPTIONAL_VALUE
6333,-0.2249714125817108,0.11625081431797069,-0.0010545645578943755,0.11528301315560861,169.20781886387996,0.34480172,311,UNDERPRICING
6339,-0.2215142970485603,0.6847948522084907,-0.0010383591588529195,0.6862756872786119,598.8639344262294,1.0,61,UNDERPRICING
6342,0.38788307794054017,0.09899743262076853,0.0018182209993214448,0.0984450116702079,356.18077546296297,0.22217262,216,FAIR
6358,-0.6033318562296002,0.4354867977813845,-0.0028281477407591554,0.43831390046338087,396.5914375,0.625,80,UNDERPRICING
6378,-0.4174999951921011,0.141372698293039,-0.0019570517551457775,0.14103475577809882,128.62178645833333,0.36296874,320,UNDERPRICING
6383,1.4293045217464315,0.9474393237518648,0.006699935221878469,0.940016114956729,4286.197142857143,1.0,14,EXCEPTIONAL_VALUE
6387,0.4324041661742235,0.772130000069108,0.0020269157894342916,0.7693276325054317,1639.5975,1.0,16,EXCEPTIONAL_VALUE
