hotel_id,segment,actual_price,actual_occupancy,actual_revpar,peer_median_price,peer_p25,peer_p75,peer_occ_median,price_ratio,pricing_status,price_gap_pct,optimal_price,optimal_occupancy,optimal_revpar,revpar_lift,revpar_lift_pct,price_change,price_change_pct,recommendation
6299,rural,87.75,0.06349207,5.571428893133998,84.32499999999999,74.58333333333333,98.125,0.15476191,1.040616661725467,fair,4.061666172546708,96.525,0.06101587927,5.88955774653675,0.31812860403675014,5.7100000000000035,8.775000000000006,10.000000000000005,RAISE
6308,urban_fringe,69.60000000000001,0.042857144,2.9828572243452074,65.50399999999999,57.3875,71.95535714285714,0.071428575,1.062530532486566,fair,6.253053248656598,76.56000000000002,0.05,3.828000000000001,0.8451427776000009,28.33332991111123,6.960000000000008,10.00000000000001,RAISE
6333,resort_coastal,118.82666666666668,0.071428575,8.487619427045187,100.15,76.80000000000001,117.6375,0.11071429,1.1864869362622732,overpriced,18.64869362622732,118.82666666666668,0.071428575,8.487619472,0.0,0.0,0.0,0.0,HOLD
6339,provincial_city,250.0,1.0,250.0,148.91666666666669,119.60166666666667,208.94349999999997,0.42857143,1.6787912702853942,overpriced,67.87912702853943,250.0,1.0,250.0,0.0,0.0,0.0,0.0,HOLD
6342,coastal_town,100.0,0.05357143,5.35714291036129,82.32142857142856,69.41666666666667,88.52307692307693,0.08276644,1.2147505422993494,overpriced,21.475054229934948,100.0,0.05357143,5.357143000000001,0.0,0.0,0.0,0.0,HOLD
6358,rural,134.4375,0.5714286,76.82143200561404,166.91176470588235,135.0,187.4625,0.4166667,0.8054405286343612,underpriced,-19.455947136563875,187.4625,0.48352901401506265,90.64355778979869,13.822125377298704,17.99253794576426,53.025000000000006,39.442119944212,RAISE
6378,urban_fringe,72.4,0.114285715,8.27428576052189,110.69666666666666,91.93333333333334,127.34895833333334,0.1904762,0.6540395675871,underpriced,-34.596043241290005,127.34895833333334,0.08045762678541737,10.246194961095002,1.9719091950950016,23.83177534425757,54.94895833333334,75.89635128913443,RAISE
6389,small_town,207.2461111111111,0.08035714,16.653705136556592,113.84429499072355,68.92927884615384,168.17440217391305,0.0686124,1.820434753695811,overpriced,82.0434753695811,207.2461111111111,0.08035714,16.65370476501111,0.0,0.0,0.0,0.0,HOLD
6400,urban_fringe,151.75,0.21428572,32.51785746589303,221.53250000000003,181.5875,236.295,0.71428573,0.6850010720774603,underpriced,-31.499892792253963,236.295,0.1677252810083295,39.63264527586322,7.114787265863214,21.879630766808962,84.54499999999999,55.71334431630971,RAISE
6415,major_metro,94.09159663865546,0.4857143,45.70163273317974,101.4331875,75.85304545454545,110.46645833333332,0.3809524,0.9276214122587388,fair,-7.237858774126113,103.50075630252101,0.47056001383999996,48.70331731816475,3.0016833209378646,6.568000000000006,9.409159663865552,10.000000000000005,RAISE
6426,urban_fringe,53.35,0.012244898,0.6532653026748448,97.6125,61.129285714285714,109.48529411764706,0.027040817,0.5465488538865412,underpriced,-45.345114611345885,109.48529411764706,0.05,5.474264705882353,4.820999397582353,737.9849100097014,56.13529411764706,105.22079497215944,RAISE
6443,rural,67.0,0.114285715,7.657142899930477,101.92244897959183,75.5125,118.0078125,0.21428572,0.6573625405470345,underpriced,-34.263745945296556,118.0078125,0.08035301222928522,9.482283200963696,1.8251402959636964,23.83578729831341,51.0078125,76.13106343283582,RAISE
6445,urban_fringe,96.34444444444443,0.05357143,5.1613095750825275,107.12236363636364,90.440625,118.8738289170507,0.18452382,0.8993868429891465,fair,-10.061315701085348,105.97888888888889,0.05148214423,5.456020443112922,0.29471078166847775,5.71,9.634444444444455,10.000000000000012,RAISE
6478,small_town,157.04,0.07936508,12.463492490649225,111.5,106.16625,129.57992857142858,0.108134925,1.4084304932735423,overpriced,40.84304932735425,157.04,0.07936508,12.4634921632,0.0,0.0,0.0,0.0,HOLD
6483,small_town,62.53,0.071428575,4.466428771093488,73.03571428571428,47.641309523809525,85.9090909090909,0.15476191,0.8561564792176041,fair,-14.384352078239598,68.783,0.06864286057499999,4.721461878930224,0.25503308418022463,5.709999999999992,6.253,10.0,RAISE
6490,small_town,143.07692307692307,0.4642857,66.42856960113231,82.0,60.17588709677419,105.74017857142856,0.23214287,1.74484052532833,overpriced,74.484052532833,143.07692307692307,0.4642857,66.42856938461539,0.0,0.0,0.0,0.0,HOLD
6516,rural,194.85,0.14285715,27.83571553006768,119.1375,105.45997474747476,148.26923076923077,0.3214286,1.6355051935788478,overpriced,63.550519357884795,194.85,0.14285715,27.835715677499998,0.0,0.0,0.0,0.0,HOLD
6539,urban_core,114.66333333333334,0.42857143,49.14142905960481,81.684,69.93125,90.23076923076924,0.23809524,1.4037428790624031,overpriced,40.37428790624032,114.66333333333334,0.42857143,49.14142873523333,0.0,0.0,0.0,0.0,HOLD
6542,urban_fringe,35.15,0.21428572,7.532142931967973,75.42130952380953,54.7375,102.075,0.14285715,0.4660486568309133,underpriced,-53.39513431690867,62.84310344827586,0.14844354991565215,9.32865336357863,1.7965103055786296,23.85125045747146,27.693103448275863,78.78550056408497,RAISE
6545,urban_fringe,171.72,0.10714286,18.398571611344813,188.1027777777778,140.29583333333335,236.4,0.24761906,0.9129051789063308,fair,-8.70948210936693,188.89200000000002,0.10296428846,19.44913037578632,1.0505584565863195,5.709999999999997,17.172000000000025,10.000000000000014,RAISE
6551,resort_coastal,52.59153846153846,0.30952382,16.27833393041904,133.95999999999998,110.4375,145.70052083333334,0.13265306,0.3925913590738912,underpriced,-60.74086409261088,84.69808410698496,0.22477488862752962,19.038002422112683,2.7596685378203745,16.953015937849155,32.1065456454465,61.04888083646163,RAISE
6577,major_metro,84.24,0.23809524,20.0571429169178,103.7248,70.69855113636363,115.06522727272728,0.2916667,0.812149071388906,fair,-18.785092861109405,92.664,0.23066666851200002,21.374496170995968,1.3173531533959668,6.567999999999993,8.424000000000007,10.000000000000009,RAISE
6579,rural,53.25,0.06349207,3.380952576175332,46.58666666666667,43.10785714285714,57.53035714285714,0.083333336,1.143030910131654,fair,14.303091013165412,58.575,0.06101587927,3.57400512824025,0.1930524007402501,5.710000000000003,5.325000000000003,10.000000000000005,RAISE
6580,small_town,56.4,0.04,2.2559999495744703,84.56272727272727,49.6375,94.49326923076924,0.04004329,0.66696051344349,fair,-33.303948655651,62.040000000000006,0.05,3.1020000000000003,0.8460000000000005,37.50000000000003,5.640000000000008,10.000000000000014,RAISE
6590,rural,220.0,0.42857143,94.2857152223587,218.25396825396825,179.25,251.0375,0.5714286,1.008,fair,0.8000000000000004,242.00000000000003,0.41185714422999997,99.66942890366,5.383714303660014,5.710000000000015,22.00000000000003,10.000000000000012,RAISE
6597,coastal_town,93.75,0.14285715,13.392857741564512,92.805,76.085625,102.44546875,0.17857143,1.010182641021497,fair,1.0182641021496612,103.12500000000001,0.13728572114999998,14.157589993593751,0.764732181093752,5.710000000000015,9.375000000000014,10.000000000000016,RAISE
6602,major_metro,181.125,0.025510205,4.6205358726438135,113.84429499072355,75.25812499999999,173.10962653288743,0.07603687,1.5909888151598524,overpriced,59.098881515985234,181.125,0.05,9.05625,4.4357141193750005,95.99999294400027,0.0,0.0,HOLD
6605,rural,83.8,0.2857143,23.942858213186263,87.2925,81.375,106.11628787878789,0.29591838,0.9599908354096858,fair,-4.000916459031425,92.18,0.27457144229999997,25.309995551213998,1.3671372112140006,5.7100000000000035,8.38000000000001,10.000000000000012,RAISE
6612,rural,214.28571428571428,0.71428573,153.0612281390599,221.11111111111111,179.25,245.3871428571429,0.42857143,0.9691313711414212,fair,-3.0868628858578657,235.71428571428572,0.6864285865299999,161.8010239677857,8.739796110642857,5.71,21.428571428571445,10.000000000000007,RAISE
6627,urban_core,134.97639534883723,0.6825397,92.12674858578416,112.35,89.79322916666666,161.825,0.07256236,1.2013920369277902,fair,20.139203692779027,148.47403488372098,0.6559206516999999,97.38718572145878,5.260437332982022,5.709999999999999,13.497639534883746,10.000000000000018,RAISE
6638,urban_fringe,117.03,0.5714286,66.87428870379924,86.0,73.52161458333333,122.96974999999998,0.42857143,1.360813953488372,fair,36.08139534883719,128.733,0.5491428845999999,70.6928109632118,3.818521905211796,5.709999999999994,11.703000000000003,10.000000000000002,RAISE
6639,rural,33.333333333333336,0.08571429,2.857142935196559,84.45,57.735937500000006,99.4075,0.17142858,0.3947108742845865,underpriced,-60.52891257154135,99.4075,0.05,4.970375000000001,2.1132320000000004,73.9631163018442,66.07416666666666,198.22249999999994,RAISE
6642,urban_core,141.7,0.0952381,13.495238346606492,126.30625,108.375,149.27941176470588,0.17142858,1.1218763917066652,fair,12.187639170666522,155.87,0.0915238141,14.265816903767002,0.7705781337670015,5.710000000000011,14.170000000000016,10.000000000000012,RAISE
6662,urban_fringe,76.55904761904763,0.09090909,6.959913627335005,86.41,63.98125,100.40625,0.09821428,0.8859975421715963,fair,-11.40024578284037,84.2149523809524,0.08736363549,7.357324402617232,0.39741105230294504,5.709999999999989,7.655904761904765,10.000000000000002,RAISE
6688,urban_core,85.05,0.08163265,6.942857000604271,113.4038775510204,74.34666666666666,131.51214285714286,0.125,0.7499743556981638,fair,-25.00256443018362,93.555,0.07844897665,7.339294010490751,0.39643712799075104,5.710000000000015,8.50500000000001,10.000000000000012,RAISE
6704,urban_fringe,180.0,0.2857143,51.42857372760773,113.85227272727272,106.825,137.70833333333331,0.1904762,1.5809961073959478,overpriced,58.09961073959477,180.0,0.2857143,51.428574,0.0,0.0,0.0,0.0,HOLD
6709,urban_core,173.04000000000008,0.42857143,74.16000073671344,164.84500000000003,120.058125,179.3775,0.30952382,1.04971336710243,fair,4.971336710242985,190.3440000000001,0.41185714422999997,78.39453626131515,4.234536014115122,5.71,17.30400000000003,10.000000000000012,RAISE
6727,resort_coastal,90.0,0.0952381,8.57142873108387,101.04791666666668,75.75,121.25354166666666,0.118367344,0.8906665567078326,fair,-10.933344329216748,99.00000000000001,0.090966671215,9.005700450285001,0.43427145028500114,5.066500000000014,9.000000000000014,10.000000000000016,RAISE
6729,resort_coastal,55.0,0.04761905,2.6190476678311825,102.53461538461536,78.1875,119.06175,0.071428575,0.5364042162121611,underpriced,-46.35957837878389,119.06175,0.05,5.9530875000000005,3.3340397500000005,127.2996931804699,64.06175,116.4759090909091,RAISE
6742,rural,114.18,0.5714286,65.245717202425,202.75,144.54500000000002,238.125,0.39285713,0.5631565967940814,underpriced,-43.684340320591865,203.93327586206897,0.39624766094939934,80.80808355009343,15.562366002093427,23.851934788891697,89.75327586206896,78.60682769492814,RAISE
6786,small_town,83.33333333333333,0.17142858,14.285714675982792,72.60166666666666,64.63571428571429,164.54166666666666,0.2857143,1.147815706710131,fair,14.781570671013068,91.66666666666667,0.16474286538,15.1014293265,0.8157143265000002,5.710000000000001,8.333333333333343,10.000000000000012,RAISE
6807,resort_coastal,145.25,0.36734694,53.35714338719845,158.68875,146.80644230769232,196.08823529411765,0.071428575,0.9153137824830052,underpriced,-8.468621751699473,196.08823529411765,0.30968182005936723,60.724961598111804,7.367818563111804,13.808495252976401,50.83823529411765,35.00050622658703,RAISE
6819,resort_coastal,95.0,0.2,19.000000283122063,85.57761904761904,67.0,119.37,0.20612246,1.11010333142288,fair,11.010333142287994,104.50000000000001,0.19103,19.962635000000002,0.9626350000000023,5.066500000000013,9.500000000000014,10.000000000000014,RAISE
6847,rural,120.0,0.071428575,8.571428954601288,75.0,72.79151785714285,80.41348958333333,0.12777779,1.6,overpriced,60.0,120.0,0.071428575,8.571428999999998,0.0,0.0,0.0,0.0,HOLD
6848,urban_core,67.5,0.114285715,7.714285757392645,85.30398529411764,74.44642857142857,96.07142857142856,0.37414968,0.791287766535975,underpriced,-20.871223346402505,96.07142857142856,0.09541950173015874,9.167087844790249,1.4528020822902494,18.832619467540106,28.571428571428555,42.3280423280423,RAISE
