market_segment,high_price_hotel,low_price_hotel,high_price,low_price,high_occupancy,low_occupancy,price_diff_pct,match_distance,room_type,room_view,month,capacity,days_in_month,dist_coast_diff,dist_madrid_diff,price_avg,occ_avg,price_pct_change,occ_pct_change,arc_elasticity,current_revenue,counterfactual_occ,counterfactual_revenue,opportunity
False_False,12775,7544,493.6666666666667,119.90761904761905,0.016129032,0.032258064,3.1170583703327166,1.691412407041491,apartment,standard,2023-07-01 00:00:00,21.0,31,12.681784942049603,30.736375303229465,306.78714285714284,0.024193548,1.2183008849008077,-0.6666667,-0.5472102128442274,2518.059924955964,0.010752687210677792,3455.6663577059962,937.6064327500321
False_False,11735,12775,704.6428571428571,281.5142857142857,0.016129032,0.016726404,1.5030447579417439,1.913276085664289,apartment,mountain_view,2023-07-01 00:00:00,27.0,31,16.64763481119914,178.29940708160524,493.0785714285714,0.016427718,0.8581361996784054,-0.036363702,-0.04237521069619952,3941.2001426262514,0.016118170437840473,9506.272421150068,5565.072278523817
False_False,12775,12959,493.6666666666667,156.143,0.016129032,0.032258064,2.1616317520904986,1.9057663404081229,apartment,standard,2023-07-01 00:00:00,10.0,31,94.98490902331542,143.22833925868014,324.90483333333333,0.024193548,1.0388385522119556,-0.6666667,-0.6417423430381708,1561.4299534657596,0.010752687210677792,1645.5554084314272,84.12545496566759
False_False,12775,14484,493.6666666666667,139.59923076923076,0.016129032,0.032258064,2.5363136597990223,1.1316469221302337,apartment,standard,2023-07-01 00:00:00,13.0,31,27.0886012701571,4.218198456992866,316.6329487179487,0.024193548,1.1182267585576928,-0.6666667,-0.5961820189267866,1814.789945915043,0.010752687210677792,2139.2220309608547,324.4320850458116
False_False,12775,11502,493.6666666666667,136.85,0.016129032,0.032258064,2.6073559858726103,1.5518115063924243,apartment,standard,2023-07-01 00:00:00,3.0,31,65.50396753637128,107.41965370381382,315.2583333333333,0.024193548,1.1318231080330947,-0.6666667,-0.589020211553578,410.5499877646565,0.010752687210677792,493.6666225294281,83.11663476477156
False_False,14913,13865,289.14000000000004,147.46727272727273,0.0227704,0.032258064,0.9607062275759185,1.7406434352451632,apartment,river_view,2023-08-01 00:00:00,11.0,31,48.90161074486508,95.74141110254055,218.30363636363637,0.02751423,0.6489709911965821,-0.34482753,-0.5313450638717326,1622.1399516564609,0.021134595087293206,2083.802176827126,461.6622251706651
False_False,12775,11349,975.0,212.25,0.016129032,0.032258064,3.5936395759717317,1.5447845309275947,apartment,standard,2023-08-01 00:00:00,12.0,31,80.44205462971331,76.24804397130652,593.625,0.024193548,1.2849020846494,-0.6666667,-0.5188462953710509,2546.999924093485,0.010752687210677792,3899.999651312835,1352.99972721935
False_False,12775,16013,975.0,215.72,0.016129032,0.032258064,3.519747821249768,1.4100913286575185,apartment,standard,2023-08-01 00:00:00,4.0,31,27.028597745176256,3.7437597060729786,595.36,0.024193548,1.2753292125772642,-0.6666667,-0.5227408577802749,862.879974284172,0.010752687210677792,1299.999883770945,437.11990948677294
False_False,12775,11502,975.0,279.93,0.016129032,0.032258064,2.4830136105454934,1.373305535899276,apartment,standard,2023-08-01 00:00:00,1.0,31,65.50396753637128,107.41965370381382,627.465,0.024193548,1.1077430613659724,-0.6666667,-0.6018242946273175,279.9299916574359,0.010752687210677792,324.99997094273624,45.06997928530035
False_False,12775,16013,975.0,198.57333333333335,0.016129032,0.032258064,3.910024843886389,1.7436377315359965,apartment,standard,2023-08-01 00:00:00,3.0,31,27.028597745176256,3.7437597060729786,586.7866666666666,0.024193548,1.3231838942034584,-0.6666667,-0.5038352487929936,595.7199822461605,0.010752687210677792,974.9999128282087,379.2799305820482
