hotel_id,target_date,segment,performance,recommendation,current_price,recommended_price,current_revpar,expected_revpar,peer_median_price,best_peer_price,best_peer_revpar,elasticity_used,reasoning,confidence,n_peers
11051,2024-06-15,urban_fringe,underperforming,RAISE,160.6721536796537,199.27,26.51,28.96,51.42,199.27,1076.06,-0.496,Hotel is underpriced vs best peer. Raise to €199.,high,10
10847,2024-06-15,urban_fringe,underperforming,LOWER,481.99629870129866,240.75,27.39,17.07,118.18,240.75,4104.27,-0.496,Hotel is overpriced vs best peer. Lower to €241.,medium,8
15368,2024-06-15,rural,underperforming,RAISE,94.2531085233427,145.32,43.59,49.53,80.5,145.32,1413.39,-0.485,Hotel is underpriced vs best peer. Raise to €145.,high,9
11947,2024-06-15,provincial_city,underperforming,RAISE,36.820209302656615,91.08,8.3,4.55,76.5,91.08,434.16,-1.103,Hotel is underpriced vs best peer. Raise to €91.,high,9
10202,2024-06-15,urban_fringe,underperforming,RAISE,82.0,323.54,1.26,16.18,77.5,323.54,1475.19,-0.496,Hotel is underpriced vs best peer. Raise to €324.,low,10
7355,2024-06-15,urban_fringe,underperforming,INVESTIGATE,95.50424603174604,95.5,29.56,29.56,105.0,98.93,6062.91,-0.49,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
10413,2024-06-15,rural,underperforming,LOWER,104.35050861029367,59.5,28.81,20.64,62.5,59.5,1579.48,-0.597,Hotel is overpriced vs best peer. Lower to €59.,high,9
14515,2024-06-15,urban_fringe,underperforming,INVESTIGATE,176.9650488605597,176.97,33.62,33.62,63.42,163.74,701.76,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,5
7070,2024-06-15,resort_coastal,on_par,HOLD,77.82409078282828,77.82,66.71,66.71,60.5,66.9,3086.82,-0.24,Hotel is performing on par with peers. Minor adjustments optional.,medium,6
10500,2024-06-15,resort_coastal,underperforming,RAISE,70.3908462960571,110.54,13.15,15.41,69.47,110.54,1579.13,-0.445,Hotel is underpriced vs best peer. Raise to €111.,high,8
22218,2024-06-15,major_metro,on_par,HOLD,189.42635573259696,189.43,274.77,274.77,114.62,120.98,1728.31,-0.41,Hotel is performing on par with peers. Minor adjustments optional.,medium,7
4084,2024-06-15,rural,underperforming,INVESTIGATE,142.9749771062271,142.97,20.03,20.03,88.55,142.28,1105.73,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,5
12244,2024-06-15,urban_core,underperforming,INVESTIGATE,62.543223744004024,62.54,21.63,21.63,66.3,64.95,704.21,-0.938,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
14629,2024-06-15,rural,new_hotel,SET,,77.76,,23.33,77.76,106.44,507.51,-0.597,New hotel. Start at peer median €78.,low,9
12959,2024-06-15,small_town,underperforming,RAISE,67.69814022089022,159.76,61.0,65.0,79.48,159.76,5386.35,-0.403,Hotel is underpriced vs best peer. Raise to €160.,high,9
6445,2024-06-15,urban_fringe,underperforming,RAISE,99.41679841686094,127.48,195.56,121.1,126.72,127.48,7284.47,-0.267,Hotel is underpriced vs best peer. Raise to €127.,high,9
18391,2024-06-15,major_metro,underperforming,INVESTIGATE,89.33322387125322,89.33,46.85,46.85,115.43,94.39,809.05,-0.564,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
6308,2024-06-15,urban_fringe,underperforming,RAISE,91.63716083916083,240.75,6.4,12.04,107.82,240.75,4104.27,-0.496,Hotel is underpriced vs best peer. Raise to €241.,medium,10
14720,2024-06-15,rural,underperforming,RAISE,91.71041666666666,123.95,49.13,56.25,102.53,123.95,3860.29,-0.435,Hotel is underpriced vs best peer. Raise to €124.,medium,6
13694,2024-06-15,coastal_town,underperforming,INVESTIGATE,89.56917463235295,89.57,35.19,35.19,87.01,104.42,3058.04,-0.788,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,8
3532,2024-06-15,small_town,underperforming,RAISE,116.36409729159729,171.63,103.58,123.51,133.0,171.63,6080.47,-0.403,Hotel is underpriced vs best peer. Raise to €172.,high,9
22894,2024-06-15,urban_fringe,on_par,HOLD,59.768475229275204,59.77,85.38,85.38,97.0,209.58,3173.61,-0.267,Hotel is performing on par with peers. Minor adjustments optional.,medium,5
13285,2024-06-15,resort_coastal,underperforming,RAISE,81.30368589743588,175.53,8.93,9.34,124.86,175.53,4622.22,-0.445,Hotel is underpriced vs best peer. Raise to €176.,high,8
16462,2024-06-15,urban_core,underperforming,INVESTIGATE,79.27877777777778,79.28,22.65,22.65,68.25,91.28,2986.11,-0.991,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,5
18406,2024-06-15,urban_fringe,underperforming,LOWER,157.69757142857142,118.15,75.09,61.83,82.06,118.15,3595.15,-0.395,Hotel is overpriced vs best peer. Lower to €118.,medium,8
13066,2024-06-15,urban_core,underperforming,LOWER,213.87175925925928,110.79,61.11,46.77,97.65,110.79,2738.14,-0.991,Hotel is overpriced vs best peer. Lower to €111.,low,9
11581,2024-06-15,small_town,underperforming,RAISE,151.54319820209122,239.65,249.8,227.67,217.0,239.65,39507.92,-0.403,Hotel is underpriced vs best peer. Raise to €240.,high,8
8508,2024-06-15,coastal_town,underperforming,INVESTIGATE,133.80910365560365,133.81,110.28,110.28,144.42,127.5,4954.34,-0.475,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,8
10067,2024-06-15,resort_coastal,new_hotel,SET,,136.3,,40.89,136.3,159.95,7289.17,-0.445,New hotel. Start at peer median €136.,low,8
9125,2024-06-15,resort_coastal,underperforming,LOWER,252.6625,122.77,54.14,32.33,100.04,122.77,1525.81,-0.445,Hotel is overpriced vs best peer. Lower to €123.,low,9
14559,2024-06-15,rural,underperforming,RAISE,64.3167303992304,133.97,69.68,94.58,98.66,133.97,12650.62,-0.322,Hotel is underpriced vs best peer. Raise to €134.,high,8
12195,2024-06-15,major_metro,underperforming,LOWER,164.2689018815942,110.19,189.54,104.68,90.86,110.19,5950.19,-0.41,Hotel is overpriced vs best peer. Lower to €110.,medium,7
12236,2024-06-15,rural,new_hotel,SET,,107.86,,32.36,107.86,123.95,3860.29,-0.597,New hotel. Start at peer median €108.,low,7
10604,2024-06-15,rural,underperforming,LOWER,81.56913835885409,69.49,7.8,7.23,95.0,69.49,607.32,-0.597,Hotel is overpriced vs best peer. Lower to €69.,high,9
17745,2024-06-15,major_metro,new_hotel,SET,,90.96,,27.29,90.96,110.19,5950.19,-0.761,New hotel. Start at peer median €91.,low,8
15740,2024-06-15,major_metro,underperforming,LOWER,135.51690476190475,85.39,77.44,58.23,117.0,85.39,9673.9,-0.523,Hotel is overpriced vs best peer. Lower to €85.,low,8
21844,2024-06-15,urban_core,underperforming,RAISE,73.42744989662533,113.13,43.96,43.95,83.93,113.13,4606.07,-0.649,Hotel is underpriced vs best peer. Raise to €113.,high,8
12879,2024-06-15,urban_fringe,underperforming,RAISE,170.24589610389611,238.72,72.96,84.94,142.56,238.72,3137.5,-0.422,Hotel is underpriced vs best peer. Raise to €239.,medium,9
8036,2024-06-15,urban_fringe,underperforming,RAISE,65.95874478657989,143.05,15.55,14.19,80.82,143.05,633.53,-0.496,Hotel is underpriced vs best peer. Raise to €143.,high,10
9072,2024-06-15,urban_fringe,underperforming,LOWER,260.2272138218924,150.27,15.64,10.92,63.25,150.27,2485.66,-0.496,Hotel is overpriced vs best peer. Lower to €150.,high,9
24324,2024-06-15,rural,underperforming,RAISE,100.95623344199659,207.58,95.41,129.54,188.94,207.58,77161.27,-0.322,Hotel is underpriced vs best peer. Raise to €208.,high,8
15480,2024-06-15,coastal_town,underperforming,RAISE,51.54202786796537,118.4,46.28,40.76,115.02,118.4,5970.96,-0.475,Hotel is underpriced vs best peer. Raise to €118.,medium,7
20360,2024-06-15,rural,underperforming,LOWER,101.19809027777778,62.08,5.06,3.82,57.28,62.08,617.38,-0.597,Hotel is overpriced vs best peer. Lower to €62.,medium,8
21737,2024-06-15,coastal_town,underperforming,RAISE,80.85378787878788,147.72,6.3,7.39,88.55,147.72,1308.41,-0.883,Hotel is underpriced vs best peer. Raise to €148.,medium,7
14095,2024-06-15,coastal_town,on_par,HOLD,62.659436723773425,62.66,179.03,179.03,85.46,72.8,1809.56,-0.475,Hotel is performing on par with peers. Minor adjustments optional.,high,8
8271,2024-06-15,rural,underperforming,LOWER,136.69444444444443,110.63,93.45,80.43,191.19,110.63,8787.05,-0.333,Hotel is overpriced vs best peer. Lower to €111.,high,9
6807,2024-06-15,resort_coastal,underperforming,RAISE,131.55765713684463,436.78,139.39,205.52,131.56,436.78,13914.52,-0.24,Hotel is underpriced vs best peer. Raise to €437.,medium,7
22340,2024-06-15,rural,underperforming,RAISE,65.62943463959108,185.27,23.98,9.26,78.0,185.27,507.28,-0.552,Hotel is underpriced vs best peer. Raise to €185.,high,9
13794,2024-06-15,urban_core,underperforming,LOWER,347.9767559523809,239.65,107.71,96.8,142.16,239.65,39507.92,-0.98,Hotel is overpriced vs best peer. Lower to €240.,high,9
14860,2024-06-15,rural,underperforming,RAISE,193.6470512820513,346.39,95.76,108.7,252.0,346.39,6235.02,-0.463,Hotel is underpriced vs best peer. Raise to €346.,high,9
8076,2024-06-15,urban_core,underperforming,LOWER,382.71111705601186,323.54,52.72,51.4,160.39,323.54,1475.19,-0.991,Hotel is overpriced vs best peer. Lower to €324.,high,10
9709,2024-06-15,small_town,underperforming,RAISE,212.41565634920636,271.32,242.76,257.75,273.83,271.32,1472.88,-0.403,Hotel is underpriced vs best peer. Raise to €271.,medium,5
15317,2024-06-15,resort_coastal,underperforming,LOWER,235.39229024943307,125.03,48.04,30.84,93.12,125.03,2304.15,-0.445,Hotel is overpriced vs best peer. Lower to €125.,medium,9
20712,2024-06-15,major_metro,underperforming,LOWER,293.7389984545369,85.39,419.63,81.12,117.0,85.39,9673.9,-0.41,Hotel is overpriced vs best peer. Lower to €85.,high,8
11843,2024-06-15,urban_core,underperforming,RAISE,52.5,83.99,4.5,4.2,68.0,83.99,1323.81,-0.991,Hotel is underpriced vs best peer. Raise to €84.,low,9
8379,2024-06-15,urban_fringe,underperforming,RAISE,79.87533107917723,103.18,85.14,98.03,76.0,103.18,16627.51,-0.267,Hotel is underpriced vs best peer. Raise to €103.,high,9
14362,2024-06-15,urban_fringe,underperforming,RAISE,83.76083333333334,347.57,0.75,17.38,351.0,347.57,27408.43,-0.496,Hotel is underpriced vs best peer. Raise to €348.,medium,8
7648,2024-06-15,rural,underperforming,RAISE,51.666666666666664,147.27,1.97,7.36,110.66,147.27,880.13,-0.597,Hotel is underpriced vs best peer. Raise to €147.,low,5
18565,2024-06-15,urban_core,on_par,HOLD,156.00149431818184,156.0,181.47,181.47,114.17,133.97,12650.62,-0.533,Hotel is performing on par with peers. Minor adjustments optional.,high,9
8631,2024-06-15,rural,underperforming,LOWER,153.75571428571428,116.24,21.97,19.03,122.85,116.24,2208.51,-0.597,Hotel is overpriced vs best peer. Lower to €116.,medium,6
10281,2024-06-15,resort_coastal,underperforming,RAISE,83.40785714285714,125.43,15.32,17.87,98.85,125.43,3529.94,-0.445,Hotel is underpriced vs best peer. Raise to €125.,medium,8
23976,2024-06-15,rural,underperforming,RAISE,65.28525224775225,110.63,95.42,105.1,173.6,110.63,8787.05,-0.322,Hotel is underpriced vs best peer. Raise to €111.,high,10
6389,2024-06-15,small_town,underperforming,LOWER,270.60527336860673,149.91,8.39,7.5,66.15,149.91,661.41,-0.749,Hotel is overpriced vs best peer. Lower to €150.,medium,9
12659,2024-06-15,major_metro,underperforming,INVESTIGATE,97.33863095238095,97.34,35.76,35.76,123.84,113.61,2840.27,-0.702,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,8
11440,2024-06-15,urban_core,underperforming,RAISE,103.37933119658118,126.32,11.5,10.97,75.6,126.32,987.99,-0.991,Hotel is underpriced vs best peer. Raise to €126.,high,9
22023,2024-06-15,rural,underperforming,INVESTIGATE,646.3433333333332,646.34,92.33,92.33,458.36,659.16,2919.15,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,9
10448,2024-06-15,major_metro,underperforming,LOWER,380.0,92.32,54.29,20.79,79.55,92.32,7992.08,-0.761,Hotel is overpriced vs best peer. Lower to €92.,low,6
14786,2024-06-15,major_metro,underperforming,RAISE,103.44935724460723,288.84,84.12,62.33,135.98,288.84,6478.34,-0.41,Hotel is underpriced vs best peer. Raise to €289.,high,8
12489,2024-06-15,urban_core,new_hotel,SET,,94.0,,28.2,94.0,108.7,1521.75,-0.991,New hotel. Start at peer median €94.,low,9
23737,2024-06-15,provincial_city,underperforming,RAISE,49.928924750101864,150.27,14.03,7.51,83.68,150.27,2485.66,-1.103,Hotel is underpriced vs best peer. Raise to €150.,high,8
13021,2024-06-15,urban_core,underperforming,RAISE,71.62862192937571,161.91,8.84,8.1,78.75,161.91,1428.27,-0.991,Hotel is underpriced vs best peer. Raise to €162.,medium,7
15350,2024-06-15,major_metro,underperforming,INVESTIGATE,154.6020795050235,154.6,165.65,165.65,111.69,171.43,2669.46,-0.41,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,9
20546,2024-06-15,small_town,underperforming,LOWER,144.75037037037038,116.24,37.91,34.93,98.5,116.24,2208.51,-0.749,Hotel is overpriced vs best peer. Lower to €116.,high,8
14613,2024-06-15,major_metro,underperforming,RAISE,230.56059034626344,341.84,103.88,107.26,159.5,341.84,9864.63,-0.629,Hotel is underpriced vs best peer. Raise to €342.,medium,7
14945,2024-06-15,rural,underperforming,LOWER,125.63456152489485,75.95,115.97,72.15,82.95,75.95,6531.79,-0.322,Hotel is overpriced vs best peer. Lower to €76.,high,8
18221,2024-06-15,urban_core,underperforming,RAISE,81.73164102564103,98.93,35.93,35.88,97.44,98.93,6062.91,-0.831,Hotel is underpriced vs best peer. Raise to €99.,medium,6
20392,2024-06-15,urban_fringe,underperforming,INVESTIGATE,192.25685334418665,192.26,36.62,36.62,143.55,211.4,5949.39,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,8
7983,2024-06-15,small_town,underperforming,RAISE,148.0,181.61,21.14,21.53,136.73,181.61,7705.56,-0.749,Hotel is underpriced vs best peer. Raise to €182.,low,9
13018,2024-06-15,resort_coastal,underperforming,LOWER,86.5,66.9,12.36,10.52,66.27,66.9,3086.82,-0.445,Hotel is overpriced vs best peer. Lower to €67.,low,6
19643,2024-06-15,resort_coastal,underperforming,RAISE,73.48263194444445,135.73,31.49,39.5,90.0,135.73,1202.19,-0.379,Hotel is underpriced vs best peer. Raise to €136.,medium,9
6291,2024-06-15,rural,underperforming,LOWER,187.94569749694753,70.74,32.01,16.54,80.0,70.74,468.67,-0.597,Hotel is overpriced vs best peer. Lower to €71.,high,9
8340,2024-06-15,urban_fringe,underperforming,LOWER,151.26169871794872,98.93,86.44,63.19,107.33,98.93,6062.91,-0.34,Hotel is overpriced vs best peer. Lower to €99.,high,9
10541,2024-06-15,urban_fringe,underperforming,RAISE,94.05616239316238,169.57,60.98,83.78,132.0,169.57,9907.92,-0.296,Hotel is underpriced vs best peer. Raise to €170.,medium,5
17737,2024-06-15,major_metro,underperforming,RAISE,68.41411209593728,169.97,127.75,124.26,70.27,169.97,2015.34,-0.41,Hotel is underpriced vs best peer. Raise to €170.,medium,6
23635,2024-06-15,major_metro,underperforming,LOWER,188.8138110355253,85.39,123.31,69.55,117.0,85.39,9673.9,-0.451,Hotel is overpriced vs best peer. Lower to €85.,high,8
10557,2024-06-15,provincial_city,new_hotel,SET,,94.73,,28.42,94.73,104.4,775.54,-1.103,New hotel. Start at peer median €95.,low,9
13282,2024-06-15,urban_fringe,new_hotel,SET,,111.67,,33.5,111.67,163.71,1309.71,-0.496,New hotel. Start at peer median €112.,low,7
13277,2024-06-15,urban_core,underperforming,RAISE,52.77777777777778,126.32,1.88,6.32,75.0,126.32,987.99,-0.991,Hotel is underpriced vs best peer. Raise to €126.,low,9
17968,2024-06-15,urban_fringe,underperforming,RAISE,114.86001275510203,707.17,32.82,35.36,100.6,707.17,3636.89,-0.496,Hotel is underpriced vs best peer. Raise to €707.,medium,8
7798,2024-06-15,resort_coastal,underperforming,INVESTIGATE,137.24856547619046,137.25,47.06,47.06,106.71,126.6,3020.27,-0.423,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,6
26601,2024-06-15,provincial_city,underperforming,RAISE,52.49305555555555,99.33,27.5,14.05,83.27,99.33,652.75,-0.818,Hotel is underpriced vs best peer. Raise to €99.,low,4
8559,2024-06-15,rural,underperforming,LOWER,176.32000000000002,140.56,25.19,22.51,152.2,140.56,2670.62,-0.597,Hotel is overpriced vs best peer. Lower to €141.,low,7
7605,2024-06-15,coastal_town,new_hotel,SET,,140.78,,42.23,140.78,141.39,1514.92,-0.883,New hotel. Start at peer median €141.,low,9
25078,2024-06-15,rural,underperforming,INVESTIGATE,105.39999999999999,105.4,20.08,20.08,114.94,119.5,2902.18,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,9
19725,2024-06-15,urban_fringe,underperforming,LOWER,238.7305429292929,133.08,55.81,37.93,191.2,133.08,7395.23,-0.496,Hotel is overpriced vs best peer. Lower to €133.,medium,7
12590,2024-06-15,rural,underperforming,LOWER,218.8888888888889,163.16,31.27,26.85,147.76,163.16,2097.72,-0.597,Hotel is overpriced vs best peer. Lower to €163.,medium,8
17133,2024-06-15,urban_core,on_par,HOLD,140.05348920395843,140.05,198.54,198.54,98.33,122.84,1386.28,-0.533,Hotel is performing on par with peers. Minor adjustments optional.,medium,7
13160,2024-06-15,major_metro,underperforming,INVESTIGATE,125.29039571543636,125.29,24.59,24.59,109.0,112.26,3175.49,-0.761,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,high,8
13395,2024-06-15,coastal_town,new_hotel,SET,,105.78,,31.73,105.78,129.04,737.35,-0.883,New hotel. Start at peer median €106.,low,8
11180,2024-06-15,rural,new_hotel,SET,,131.56,,39.47,131.56,127.5,4954.34,-0.597,New hotel. Start at peer median €132.,low,5
7240,2024-06-15,coastal_town,underperforming,LOWER,173.75158333333334,65.76,69.5,39.07,137.22,65.76,3363.05,-0.781,Hotel is overpriced vs best peer. Lower to €66.,medium,9
18441,2024-06-15,resort_coastal,underperforming,INVESTIGATE,176.7345238095238,176.73,50.5,50.5,104.8,162.05,3403.11,-0.445,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,6
13315,2024-06-15,major_metro,underperforming,RAISE,69.38468614718614,92.32,10.81,10.77,89.51,92.32,7992.08,-0.761,Hotel is underpriced vs best peer. Raise to €92.,medium,5
12853,2024-06-15,major_metro,underperforming,LOWER,457.99666666666667,239.65,65.43,46.66,141.63,239.65,39507.92,-0.761,Hotel is overpriced vs best peer. Lower to €240.,low,8
7931,2024-06-15,resort_coastal,underperforming,RAISE,89.4233526170799,160.51,38.32,48.07,125.64,160.51,4975.9,-0.379,Hotel is underpriced vs best peer. Raise to €161.,medium,8
14737,2024-06-15,resort_coastal,underperforming,RAISE,178.34124999999997,723.76,50.95,36.19,173.92,723.76,3618.82,-0.445,Hotel is underpriced vs best peer. Raise to €724.,low,9
5852,2024-06-15,major_metro,underperforming,RAISE,72.20180555555555,164.58,45.56,41.32,120.1,164.58,8064.29,-0.471,Hotel is underpriced vs best peer. Raise to €165.,medium,7
5962,2024-06-15,rural,underperforming,INVESTIGATE,118.90609523809525,118.91,21.23,21.23,127.5,131.38,1257.54,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,9
22940,2024-06-15,resort_coastal,underperforming,LOWER,239.61605699855699,162.05,146.26,108.06,150.0,162.05,3403.11,-0.286,Hotel is overpriced vs best peer. Lower to €162.,medium,7
23998,2024-06-15,major_metro,underperforming,INVESTIGATE,132.30140659996655,132.3,56.25,56.25,70.2,151.98,3365.24,-0.651,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
11166,2024-06-15,rural,underperforming,INVESTIGATE,176.03333333333333,176.03,41.91,41.91,142.16,161.46,4036.44,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,9
12700,2024-06-15,rural,underperforming,INVESTIGATE,185.29999999999998,185.3,26.47,26.47,100.38,175.48,1554.24,-0.597,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,8
11407,2024-06-15,urban_fringe,underperforming,RAISE,600.0,862.63,85.71,96.5,635.83,862.63,5422.23,-0.496,Hotel is underpriced vs best peer. Raise to €863.,low,7
14770,2024-06-15,rural,new_hotel,SET,,86.25,,25.88,86.25,217.77,914.65,-0.597,New hotel. Start at peer median €86.,low,10
8596,2024-06-15,resort_coastal,underperforming,LOWER,349.6849206349207,159.95,49.95,28.37,119.5,159.95,7289.17,-0.445,Hotel is overpriced vs best peer. Lower to €160.,low,7
12581,2024-06-15,coastal_town,underperforming,LOWER,517.1575,160.51,147.76,73.78,101.6,160.51,4975.9,-0.883,Hotel is overpriced vs best peer. Lower to €161.,medium,9
11152,2024-06-15,rural,new_hotel,SET,,117.33,,35.2,117.33,152.15,7433.82,-0.597,New hotel. Start at peer median €117.,low,9
14560,2024-06-15,coastal_town,underperforming,LOWER,500.0,324.36,95.24,80.94,275.32,324.36,2687.56,-0.883,Hotel is overpriced vs best peer. Lower to €324.,low,7
26141,2024-06-15,resort_coastal,underperforming,INVESTIGATE,102.75679194247844,102.76,117.44,117.44,119.21,105.92,4085.62,-0.24,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,10
8808,2024-06-15,rural,underperforming,RAISE,96.36866666666667,131.39,13.77,14.7,119.0,131.39,9516.68,-0.597,Hotel is underpriced vs best peer. Raise to €131.,low,9
21033,2024-06-15,urban_core,underperforming,LOWER,384.91333333333336,239.65,73.32,62.71,222.15,239.65,39507.92,-0.991,Hotel is overpriced vs best peer. Lower to €240.,low,6
23073,2024-06-15,small_town,underperforming,RAISE,75.97728359140858,111.57,110.86,105.99,89.22,111.57,9036.99,-0.403,Hotel is underpriced vs best peer. Raise to €112.,high,9
15934,2024-06-15,urban_fringe,underperforming,LOWER,191.94166666666666,98.6,3.74,4.93,54.6,98.6,1380.43,-0.496,Hotel is overpriced vs best peer. Lower to €99.,low,9
22544,2024-06-15,major_metro,underperforming,RAISE,86.42669913419913,127.48,23.57,22.2,117.31,127.48,7284.47,-0.761,Hotel is underpriced vs best peer. Raise to €127.,medium,10
9824,2024-06-15,small_town,new_hotel,SET,,74.75,,22.42,74.75,92.34,2789.96,-0.749,New hotel. Start at peer median €75.,low,7
3444,2024-06-15,major_metro,underperforming,LOWER,431.03818181818184,315.21,95.16,83.83,230.79,315.21,10311.72,-0.761,Hotel is overpriced vs best peer. Lower to €315.,medium,8
7107,2024-06-15,resort_coastal,underperforming,LOWER,211.17366358024688,159.95,36.87,30.94,200.92,159.95,7289.17,-0.445,Hotel is overpriced vs best peer. Lower to €160.,medium,8
22176,2024-06-15,coastal_town,underperforming,RAISE,106.2799074074074,175.53,12.65,8.88,124.86,175.53,4622.22,-0.883,Hotel is underpriced vs best peer. Raise to €176.,high,8
24862,2024-06-15,small_town,underperforming,RAISE,84.22848717948719,100.71,29.62,30.53,93.75,100.71,4344.97,-0.704,Hotel is underpriced vs best peer. Raise to €101.,medium,7
6590,2024-06-15,rural,new_hotel,SET,,303.67,,91.1,303.67,186.42,2157.14,-0.597,New hotel. Start at peer median €304.,low,9
25517,2024-06-15,major_metro,underperforming,RAISE,102.66053124454912,151.98,83.99,99.86,114.62,151.98,3365.24,-0.41,Hotel is underpriced vs best peer. Raise to €152.,medium,7
22579,2024-06-15,major_metro,underperforming,INVESTIGATE,157.7535,157.75,30.05,30.05,115.67,164.58,8064.29,-0.761,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,8
9643,2024-06-15,urban_fringe,new_hotel,SET,,272.55,,81.77,272.55,216.6,4177.28,-0.496,New hotel. Start at peer median €273.,low,7
22683,2024-06-15,coastal_town,underperforming,RAISE,46.22402777777777,113.13,24.21,5.66,72.9,113.13,4606.07,-0.655,Hotel is underpriced vs best peer. Raise to €113.,medium,7
13784,2024-06-15,major_metro,underperforming,LOWER,728.2347083333334,540.02,169.05,150.03,321.38,540.02,3085.8,-0.761,Hotel is overpriced vs best peer. Lower to €540.,medium,8
23782,2024-06-15,urban_core,underperforming,LOWER,93.4993838899196,79.54,116.4,75.56,77.95,79.54,4215.57,-0.533,Hotel is overpriced vs best peer. Lower to €80.,high,8
5703,2024-06-15,rural,new_hotel,SET,,87.0,,26.1,87.0,111.32,9032.53,-0.597,New hotel. Start at peer median €87.,low,9
12342,2024-06-15,urban_fringe,underperforming,INVESTIGATE,149.36266666666666,149.36,21.34,21.34,125.79,141.39,1514.92,-0.496,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,8
23162,2024-06-15,urban_core,underperforming,LOWER,134.24514583333334,75.23,54.34,42.11,57.64,75.23,4212.97,-0.871,Hotel is overpriced vs best peer. Lower to €75.,medium,6
13219,2024-06-15,coastal_town,underperforming,RAISE,78.60067460317461,175.53,6.46,8.78,128.84,175.53,4622.22,-0.883,Hotel is underpriced vs best peer. Raise to €176.,medium,9
17339,2024-06-15,urban_core,underperforming,RAISE,39.42069444444445,76.66,9.39,3.83,95.7,76.66,2168.36,-0.991,Hotel is underpriced vs best peer. Raise to €77.,medium,5
23879,2024-06-15,rural,underperforming,LOWER,429.565,110.63,61.37,22.81,298.75,110.63,8787.05,-0.597,Hotel is overpriced vs best peer. Lower to €111.,low,8
15893,2024-06-15,major_metro,underperforming,RAISE,200.94,540.02,28.71,27.0,392.53,540.02,3085.8,-0.761,Hotel is underpriced vs best peer. Raise to €540.,low,8
26448,2024-06-15,resort_coastal,underperforming,INVESTIGATE,83.19152777777778,83.19,19.02,19.02,88.06,95.31,694.43,-0.445,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,low,8
10314,2024-06-15,resort_coastal,underperforming,RAISE,86.90733333333334,125.43,18.62,21.58,99.45,125.43,3529.94,-0.445,Hotel is underpriced vs best peer. Raise to €125.,medium,9
8095,2024-06-15,small_town,underperforming,INVESTIGATE,156.39142857142858,156.39,38.3,38.3,124.26,171.63,6080.47,-0.749,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,9
8270,2024-06-15,urban_fringe,underperforming,RAISE,185.09333333333333,368.52,52.88,53.58,180.73,368.52,6580.63,-0.496,Hotel is underpriced vs best peer. Raise to €369.,low,9
25163,2024-06-15,resort_coastal,underperforming,LOWER,210.00830357142854,138.71,30.0,22.81,105.88,138.71,4319.89,-0.445,Hotel is overpriced vs best peer. Lower to €139.,medium,9
18576,2024-06-15,provincial_city,underperforming,LOWER,220.95,104.4,31.56,23.59,89.72,104.4,775.54,-1.103,Hotel is overpriced vs best peer. Lower to €104.,low,8
20614,2024-06-15,coastal_town,underperforming,INVESTIGATE,89.45629870129869,89.46,18.59,18.59,89.51,92.32,7992.08,-0.883,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,5
15484,2024-06-15,rural,new_hotel,SET,,135.0,,40.5,135.0,238.99,2424.02,-0.597,New hotel. Start at peer median €135.,low,7
20960,2024-06-15,resort_coastal,underperforming,LOWER,88.94398148148149,61.0,29.65,23.07,78.77,61.0,2553.09,-0.428,Hotel is overpriced vs best peer. Lower to €61.,medium,9
20489,2024-06-15,small_town,underperforming,INVESTIGATE,94.38619551282052,94.39,44.6,44.6,105.52,98.93,6062.91,-0.6,Price is similar to best peer but RevPAR is lower. Check quality/marketing.,medium,7
25562,2024-06-15,urban_fringe,underperforming,RAISE,51.48660714285714,273.85,0.74,13.69,75.21,273.85,1455.32,-0.496,Hotel is underpriced vs best peer. Raise to €274.,low,6
