block_id,is_coastal,market_segment,room_type,room_view,city,month,capacity_quartile,treatment_hotel,treatment_price,treatment_occupancy,control_hotel,control_price,control_occupancy,price_diff_pct,match_distance,capacity,days_in_month,price_avg,occ_avg,price_pct_change,occ_pct_change,arc_elasticity,current_revenue,counterfactual_occ,counterfactual_revenue,opportunity
138,0,Provincial/Regional,apartment,city_view,other,2023-12-01 00:00:00,Q1,7342,236.81363636363633,0.17741934955120087,6013,87.83384615384617,0.20967741,91.77942120759707,2.3660922394206074,2.0,31,162.32374125874125,0.19354838132858276,0.9177942120759707,-0.16666666666666666,-0.18159481120466117,1141.8399659705165,0.1747311775883039,2565.4809841487668,1423.6410181782503
139,0,Provincial/Regional,apartment,city_view,other,2023-12-01 00:00:00,Q2,13865,143.97761904761904,0.13548387587070465,7170,87.16250000000001,0.15483871,49.16075952692063,1.7057255511982723,5.0,31,115.57005952380953,0.14516129344701767,0.4916075952692063,-0.13333330595934892,-0.2712189706636552,2091.900018183515,0.13419355379210574,2994.734596811526,902.8345786280111
147,0,Provincial/Regional,apartment,city_view,other,2024-02-01 00:00:00,Q2,14078,106.62947368421052,0.16379310190677643,18071,38.73952380952381,0.18103448,93.40361568856923,0.86903483700706,4.0,29,72.68449874686716,0.17241378873586655,0.9340361568856923,-0.09999996975064201,-0.10706220419139519,813.5299676732222,0.16293103348463767,2015.297040285802,1201.7670726125798
147,0,Provincial/Regional,apartment,city_view,other,2024-02-01 00:00:00,Q2,8901,106.81636363636363,0.12643678486347198,22199,61.40020833333333,0.18390805,53.997242686899725,1.7951607806813703,3.0,29,84.10828598484848,0.1551724150776863,0.5399724268689973,-0.37037034191712453,-0.6859060268404781,982.4033296735956,0.11579395967582938,1076.07600421562,93.67267454202442
147,0,Provincial/Regional,apartment,city_view,other,2024-02-01 00:00:00,Q2,8686,105.1578846153846,0.4482758641242981,9100,72.24146419799739,0.57758623,37.10996758168955,2.7272131655034384,4.0,29,88.699674406691,0.5129310488700867,0.3710996758168955,-0.25210088134931447,-0.6793346849316669,4840.178325174019,0.43197623506608207,5269.382021705408,429.20369653138914
150,0,Provincial/Regional,apartment,city_view,other,2024-03-01 00:00:00,Q1,12792,165.78499999999997,0.16129031777381897,6013,98.56307692307693,0.20967741,50.858643542532036,2.784123880923547,2.0,31,132.17403846153846,0.18548386543989182,0.5085864354253203,-0.2608695652173913,-0.5129306388190071,1281.3199618136885,0.1549789575131043,1592.9775612212195,311.65759940753105
151,0,Provincial/Regional,apartment,city_view,other,2024-03-01 00:00:00,Q2,12867,116.60344827586206,0.2338709682226181,18071,41.67214285714285,0.4516129,94.68460030043624,2.9131309503509915,4.0,31,79.13779556650246,0.3427419289946556,0.9468460030043624,-0.6352940890038297,-0.6709581991031573,2333.6399304521083,0.16470589037997485,2381.4540714367495,47.8141409846412
151,0,Provincial/Regional,apartment,city_view,other,2024-03-01 00:00:00,Q2,13865,144.6482608695652,0.1483870893716812,7170,82.8225806451613,0.2,54.35921352618842,1.5950838534150815,5.0,31,113.73542075736324,0.17419354617595673,0.5435921352618842,-0.29629635966200313,-0.5450710936412971,2567.5000382587314,0.14074073016479963,3155.4747870369083,587.974748778177
152,0,Provincial/Regional,apartment,city_view,other,2024-03-01 00:00:00,Q3,10241,110.68856435643565,0.5430107712745667,15155,64.7936305732484,0.7235023,52.30722558670686,2.70017616637676,7.0,31,87.74109746484203,0.6332565248012543,0.5230722558670686,-0.2850211564895,-0.5448982493193714,10172.59963697187,0.5172888222361238,12424.976688735715,2252.377051763844
153,0,Provincial/Regional,apartment,city_view,other,2024-03-01 00:00:00,Q4,18402,121.41271784232367,0.43189963698387146,12693,74.19076923076925,0.5032258,48.28334025958195,2.352766137056404,10.0,31,97.80174353654647,0.4675627201795578,0.48283340259581947,-0.15254887379383314,-0.31594515411257085,11573.759929246171,0.4264592738063537,16051.049639386854,4477.289710140683
156,0,Provincial/Regional,apartment,city_view,other,2024-04-01 00:00:00,Q3,8797,139.27150684931507,0.4055555462837219,10241,85.60404040404039,0.55,47.73081564516249,1.984306272361635,6.0,30,112.43777362667774,0.47777777910232544,0.4773081564516249,-0.3023256249141537,-0.6333971477916581,8474.800183686342,0.3837209146141421,9619.450197823608,1144.6500141372653
163,0,Provincial/Regional,apartment,city_view,other,2024-05-01 00:00:00,Q4,18402,134.4368530020704,0.5770609378814697,12801,86.51478961748633,0.7870968,43.377874738951974,1.9006541793916112,10.0,31,110.47582130977835,0.6820788681507111,0.4337787473895197,-0.30793485965624945,-0.7098892269605214,21109.609316408765,0.544722256262621,22701.531226561572,1591.921910152807
163,0,Provincial/Regional,apartment,city_view,other,2024-05-01 00:00:00,Q4,22643,101.90254826254827,0.759530782699585,12801,86.51478961748633,0.7870968,16.33369711959239,1.1080584643187807,10.0,31,94.2086689400173,0.7733137905597687,0.16333697119592389,-0.03564661080260004,-0.21823969516271774,21109.609316408765,0.7590394651827038,23977.897277527383,2868.287961118618
167,0,Provincial/Regional,apartment,city_view,other,2024-06-01 00:00:00,Q2,20929,143.77937500000002,0.3199999928474426,22182,70.41269230769231,0.52,68.50550873755246,2.480869810599162,5.0,30,107.09603365384616,0.41999998688697815,0.6850550873755246,-0.4761904626746833,-0.6951126580184805,5492.189798547672,0.2723809494182906,5874.414400390266,382.224601842594
169,0,Provincial/Regional,apartment,city_view,other,2024-06-01 00:00:00,Q4,16888,112.10611742424243,0.27936509251594543,18402,87.07756983240225,0.3314815,25.13112186701448,1.8742365105848589,18.0,30,99.59184362832234,0.3054232895374298,0.2513112186701448,-0.17063660771220215,-0.6789852383636282,15586.885238750472,0.27491861017310315,16642.831316854732,1055.9460781042599
171,0,Provincial/Regional,apartment,city_view,other,2024-07-01 00:00:00,Q1,12792,181.125,0.032258063554763794,27111,62.88666666666666,0.048387095,96.91203289460205,1.90240364044814,2.0,31,122.00583333333333,0.04032257944345474,0.9691203289460205,-0.4,-0.41274544352508347,188.65999437749386,0.029032257199287412,326.02499028369783,137.36499590620397
172,0,Provincial/Regional,apartment,city_view,other,2024-07-01 00:00:00,Q2,24324,98.41799999999999,0.09677419066429138,9010,79.840625,0.103225805,20.843170982610225,1.2122039362130572,5.0,31,89.1293125,0.09999999776482582,0.20843170982610226,-0.06451614345273696,-0.30953132566327723,1277.4499803696528,0.09656607403064245,1473.0951804619042,195.64520009225134
176,0,Provincial/Regional,apartment,city_view,other,2024-08-01 00:00:00,Q1,7342,190.67172413793102,0.4677419364452362,20010,110.5886752136752,0.62903225,53.16533410738098,1.4944245093205692,2.0,31,150.6301996758031,0.5483870953321457,0.5316533410738098,-0.29411763906685123,-0.5532131867596384,4312.958306966939,0.44402277271124735,5249.080433020208,936.1221260532693
176,0,Provincial/Regional,apartment,city_view,other,2024-08-01 00:00:00,Q1,27535,229.05599999999998,0.16129031777381897,24935,117.70000000000002,0.2580645,64.22729527391017,2.536373877365437,1.0,31,173.378,0.20967741310596466,0.6422729527391017,-0.46153846153846156,-0.7186017402260804,941.5999719381334,0.1389578122359056,986.7027398247352,45.10276788660178
185,0,Provincial/Regional,apartment,city_view,other,2024-09-01 00:00:00,Q4,18402,128.44145454545452,0.10185185074806213,12801,66.94085714285714,0.11666667,62.95410968492141,1.7781888690821104,10.0,30,97.69115584415583,0.10925925895571709,0.6295410968492141,-0.13559323536428497,-0.21538424741913534,2342.930009974965,0.10084745630352224,3885.898192450069,1542.9681824751042
185,0,Provincial/Regional,apartment,city_view,other,2024-09-01 00:00:00,Q4,22643,121.82861003861004,0.11212120950222015,12801,66.94085714285714,0.11666667,58.15321059627551,1.7833108300341842,10.0,30,94.38473359073359,0.1143939383327961,0.5815321059627551,-0.039735126942899636,-0.06832834599409808,2342.930009974965,0.11203090233363043,4094.5707338032407,1751.640723828276
297,0,Provincial/Regional,apartment,city_view,toledo,2023-04-01 00:00:00,Q2,9223,203.76388888888889,0.4000000059604645,9232,177.80375,0.44444445,13.607096746717756,2.614926400412177,3.0,30,190.78381944444445,0.42222222685813904,0.13607096746717756,-0.10526315046479505,-0.7735900789430792,7112.1500529896475,0.3976608249784506,7292.602454073561,180.45240108391317
303,0,Provincial/Regional,apartment,city_view,toledo,2023-07-01 00:00:00,Q2,9223,141.91666666666666,0.25806450843811035,7761,59.80895622895623,0.29032257,81.40533588060323,2.3265544794727,4.0,31,100.86281144781144,0.27419354021549225,0.8140533588060324,-0.11764705882352941,-0.1445200828064658,2153.1223600743756,0.2561669752878301,4507.941042123472,2354.818682049096
312,0,Provincial/Regional,apartment,city_view,toledo,2024-02-01 00:00:00,Q2,9223,119.92441666666669,0.4597701132297516,7761,61.07663934426228,0.5258621,65.02478893697851,2.3135633197094365,4.0,29,90.50052800546449,0.49281610548496246,0.6502478893697851,-0.13411084535352802,-0.20624572189462567,3725.675203865277,0.45533828727285913,6334.31670451482,2608.641500649543
386,0,Provincial/Regional,apartment,garden_view,other,2023-09-01 00:00:00,Q3,8981,115.54545454545455,0.20952381193637848,7567,47.455481481481485,0.25714287,83.54549945985727,2.009068801083344,7.0,30,81.50046801346801,0.23333334177732468,0.8354549945985726,-0.20408167696555063,-0.24427608702442402,2562.596144256923,0.20466472315867684,4966.096478025676,2403.5003337687535
417,0,Provincial/Regional,apartment,garden_view,other,2024-03-01 00:00:00,Q1,18420,238.623,0.32258063554763794,18221,90.30937499999999,0.516129,90.17879434944646,1.926022114376598,1.0,31,164.4661875,0.4193548262119293,0.9017879434944646,-0.46153846153846156,-0.511803761480755,1444.9499569371342,0.2779156244718112,2055.8288618084466,610.8789048713124
422,0,Provincial/Regional,apartment,garden_view,other,2024-04-01 00:00:00,Q1,18420,133.33818181818182,0.7333333492279053,18221,93.15559999999999,0.8333333,35.48228255594094,2.6605099854886856,1.0,30,113.24689090909091,0.7833333313465118,0.3548228255594094,-0.1276595291372551,-0.3597838694170495,2328.8899444749354,0.7269503750537728,2907.907238451463,579.0172939765275
423,0,Provincial/Regional,apartment,garden_view,other,2024-04-01 00:00:00,Q2,14040,176.30769230769232,0.14444445073604584,21539,90.97777777777779,0.2,63.8492728412274,2.8052869331918884,3.0,30,133.64273504273507,0.17222222685813904,0.638492728412274,-0.3225806172506874,-0.5052220689385791,1637.6000244021416,0.13548387856872962,2149.8164977813503,512.2164733792088
579,0,Provincial/Regional,apartment,landmark_view,other,2023-10-01 00:00:00,Q2,15626,100.56521739130434,0.1854838728904724,18071,39.379069767441855,0.3467742,87.44358039346875,1.3210334245469644,4.0,31,69.9721435793731,0.2661290317773819,0.8744358039346875,-0.60606058909326,-0.693087572999844,1693.299985916947,0.1366080203879525,1703.513893196062,10.21390727911512
623,0,Provincial/Regional,apartment,landmark_view,other,2024-10-01 00:00:00,Q2,23989,198.0,0.019354838877916336,27499,87.55,0.032258064,77.35948170197864,1.8443858437658005,4.0,31,142.775,0.025806451216340065,0.7735948170197864,-0.4999999639112497,-0.6463331357847775,350.19998956322667,0.016129032941535098,396.0000167805697,45.80002721734303
713,0,Provincial/Regional,apartment,mountain_view,other,2023-01-01 00:00:00,Q2,8216,106.8104347826087,0.24731183052062988,7817,75.71111111111111,0.29032257,34.077427428328235,2.1786053177458573,3.0,31,91.2607729468599,0.268817201256752,0.34077427428328233,-0.1599999600887294,-0.4695188931888767,2044.1999390780925,0.24387097206115702,2422.4607037739925,378.2607646959
721,0,Provincial/Regional,apartment,mountain_view,other,2023-03-01 00:00:00,Q2,11735,126.25,0.25806450843811035,8216,106.0246,0.26881722,17.415076809948218,1.762250371557284,3.0,31,116.13730000000001,0.2634408622980118,0.17415076809948218,-0.040816400409588276,-0.23437393274241689,2650.6151169118343,0.257845065026221,3027.423369739118,376.80825282728347
731,0,Provincial/Regional,apartment,mountain_view,other,2023-05-01 00:00:00,Q3,12398,103.72255291005291,0.3317972421646118,11191,67.20602150537634,0.42857143,42.72724034534547,1.4210962061991377,7.0,31,85.46428720771462,0.3801843374967575,0.42727240345345474,-0.25454544314339816,-0.5957451056656583,6250.160062089761,0.3194805275408689,7190.801894984897,940.6418328951368
736,0,Provincial/Regional,apartment,mountain_view,other,2023-06-01 00:00:00,Q3,11195,150.57689655172413,0.24166665971279144,11191,64.39289156626505,0.3952381,80.18243469464255,1.6314323712468,7.0,30,107.4848940589946,0.3184523805975914,0.8018243469464256,-0.4822430326362002,-0.601432264401447,5344.610084438538,0.2046372808101487,6470.865799266936,1126.2557148283977
740,0,Provincial/Regional,apartment,mountain_view,other,2023-07-01 00:00:00,Q2,11063,171.67036585365855,0.3306451737880707,7572,72.96191489361702,0.37903225,80.69944870604803,1.8216364512739471,4.0,31,122.31614037363778,0.3548387140035629,0.8069944870604804,-0.1363635886429761,-0.16897710062393065,3429.209965209048,0.32734605582230797,6968.2565283072,3539.046563098152
743,0,Provincial/Regional,apartment,mountain_view,other,2023-08-01 00:00:00,Q1,12700,144.0231462585034,0.6774193644523621,12542,79.67934782608695,0.7419355,57.52622356377094,2.901977973567663,2.0,31,111.85124704229517,0.7096774280071259,0.5752622356377094,-0.09090908709143809,-0.158030688370601,3665.250037994074,0.6744868133432609,6022.786203989238,2357.536165995164
744,0,Provincial/Regional,apartment,mountain_view,other,2023-08-01 00:00:00,Q2,12109,219.35,0.625806450843811,14102,93.55424528301887,0.8548387,80.4052719727085,2.7626049969563153,4.0,31,156.45212264150945,0.7403225898742676,0.804052719727085,-0.30936821487483,-0.38476110743066333,9916.750223050702,0.5903787973376009,16057.94906030434,6141.198837253638
744,0,Provincial/Regional,apartment,mountain_view,other,2023-08-01 00:00:00,Q2,12775,118.93454545454544,0.7096773982048035,7546,77.14274285714286,0.9032258,42.627887153324465,0.3822258338677708,5.0,31,98.03864415584415,0.8064515888690948,0.4262788715332447,-0.24,-0.5630117184479851,10799.983678135395,0.6864515924453736,12654.635259226106,1854.6515810907113
744,0,Provincial/Regional,apartment,mountain_view,other,2023-08-01 00:00:00,Q2,14040,156.48461538461538,0.4193548262119293,12351,90.43423076923077,0.47311828,53.49967055510297,1.4154628744773248,3.0,31,123.45942307692307,0.4462365508079529,0.5349967055510297,-0.12048194863173664,-0.22520129073999443,3979.106118809203,0.4161160636500187,6055.765882333898,2076.659763524695
745,0,Provincial/Regional,apartment,mountain_view,other,2023-08-01 00:00:00,Q3,13420,148.33923976608187,0.6129032373428345,12880,61.4220781893004,0.6532258,82.87244037555996,2.2822943457886287,8.0,31,104.88065897769114,0.6330645084381104,0.8287244037555996,-0.06369420754613946,-0.07685812950299412,9950.376256630056,0.611619081157298,22500.323162275174,12549.946905645118
749,0,Provincial/Regional,apartment,mountain_view,other,2023-09-01 00:00:00,Q2,14334,95.4342105263158,0.21111111342906952,7572,33.455444444444446,0.25,96.1733757390099,1.9213975388768487,4.0,30,64.44482748538012,0.23055555671453476,0.961733757390099,-0.1686746878934748,-0.17538605315385314,1003.6633333333334,0.2078313280266313,2380.106245542879,1376.4429122095457
750,0,Provincial/Regional,apartment,mountain_view,other,2023-09-01 00:00:00,Q3,11195,143.59985181828478,0.40416666865348816,11191,67.02144230769231,0.4952381,72.71668311447111,2.000653322443983,7.0,30,105.31064706298855,0.4497023820877075,0.7271668311447111,-0.20251488650259505,-0.27849852032413897,6970.2300039947895,0.3949450088155425,11909.949395879446,4939.719391884657
753,0,Provincial/Regional,apartment,mountain_view,other,2023-10-01 00:00:00,Q2,12775,117.86451612903227,0.20000000298023224,11152,81.0,0.23870967,37.07500648845057,0.8326385094067756,5.0,31,99.43225806451613,0.21935483813285828,0.3707500648845057,-0.17647055626740496,-0.4759825364356396,2996.9999480992556,0.19658444445438442,3591.4012157371494,594.4012676378939
753,0,Provincial/Regional,apartment,mountain_view,other,2023-10-01 00:00:00,Q2,15583,126.67066666666668,0.19354838132858276,11152,81.0,0.23870967,43.98374349129712,0.762102360025936,5.0,31,103.83533333333334,0.21612902730703354,0.4398374349129712,-0.20895523622907572,-0.4750737878198585,2996.9999480992556,0.18883003711395044,3707.480136626905,710.4801885276493
758,0,Provincial/Regional,apartment,mountain_view,other,2023-11-01 00:00:00,Q2,12775,115.0,0.02666666731238365,11152,69.0,0.04,50.0,1.8039360533497708,5.0,30,92.0,0.03333333320915699,0.5,-0.3999999552965163,-0.7999999105930325,413.9999907463789,0.024000001251697503,414.00002159178194,3.084540304598704e-05
758,0,Provincial/Regional,apartment,mountain_view,other,2023-11-01 00:00:00,Q2,11735,128.4090909090909,0.24444444477558136,7817,102.04615384615386,0.2888889,22.87900810496705,1.4086022980827344,3.0,30,115.22762237762238,0.2666666731238365,0.2287900810496705,-0.16666670857618152,-0.7284699922808194,2653.2001155660705,0.24074073911954935,2782.196950961156,128.99683539508533
758,0,Provincial/Regional,apartment,mountain_view,other,2023-11-01 00:00:00,Q2,15583,130.88866666666667,0.10000000149011612,7546,51.25,0.13333334,87.44839096951773,1.3098643736970694,5.0,30,91.06933333333333,0.11666667088866234,0.8744839096951773,-0.28571432220692405,-0.32672336110394157,1025.0000534579158,0.0952380953394636,1869.8380972282907,844.838043770375
761,0,Provincial/Regional,apartment,mountain_view,other,2023-12-01 00:00:00,Q1,9086,128.68866666666668,0.24193547666072845,8999,79.16666666666667,0.33870968,47.650449190622965,1.9358057640889965,2.0,31,103.92766666666668,0.29032257944345474,0.4765044919062296,-0.3333333761051851,-0.6995387908552625,1662.5000235935054,0.22580644033021371,1801.6412433121689,139.14121971866348
762,0,Provincial/Regional,apartment,mountain_view,other,2023-12-01 00:00:00,Q2,12648,148.53125,0.25806450843811035,7572,94.39473684210526,0.30645162,44.570376238160044,1.4201058955900765,4.0,31,121.46299342105263,0.2822580635547638,0.4457037623816004,-0.17142861969616965,-0.3846245739101407,3587.000067516377,0.25391704067891924,4676.61231559425,1089.6122480778727
763,0,Provincial/Regional,apartment,mountain_view,other,2023-12-01 00:00:00,Q3,15029,134.97867647058825,0.31336405873298645,11191,74.68326315789474,0.437788,57.516794340008346,0.9812249743625642,7.0,31,104.8309698142415,0.37557603418827057,0.5751679434000835,-0.3312883133757049,-0.5759853572807042,7094.909857552981,0.2927539583126346,8574.872575930647,1479.9627183776665
767,0,Provincial/Regional,apartment,mountain_view,other,2024-01-01 00:00:00,Q2,11735,123.07692307692308,0.2795698940753937,7817,84.56969696969696,0.3548387,37.08919133726387,1.3244057935975766,3.0,31,103.82331002331003,0.3172042965888977,0.3708919133726387,-0.23728810055986643,-0.6397769592820989,2790.7999168276783,0.27063969818725886,3097.783622328009,306.98370550033087
768,0,Provincial/Regional,apartment,mountain_view,other,2024-01-01 00:00:00,Q3,15029,130.9633962264151,0.24423962831497192,11191,77.03645161290324,0.2857143,51.852869291684186,0.9532330901219133,7.0,31,103.99992391965918,0.26497696340084076,0.5185286929168419,-0.1565217958551263,-0.3018575403699563,4776.260213515461,0.2409937833860822,6848.816062147672,2072.5558486322107
771,0,Provincial/Regional,apartment,mountain_view,other,2024-02-01 00:00:00,Q1,12492,219.94666666666666,0.1551724076271057,20489,98.54933333333334,0.25862068,76.23162195652901,2.5223730099112722,2.0,29,159.248,0.20689654350280762,0.7623162195652902,-0.5,-0.6558957912309991,1478.23994126002,0.12931033968925476,1649.5999344507852,171.35999319076518
772,0,Provincial/Regional,apartment,mountain_view,other,2024-02-01 00:00:00,Q2,12648,147.77777777777777,0.23275862634181976,7546,77.0735,0.27586207,62.88981630574085,2.19964762804616,5.0,29,112.42563888888888,0.25431034713983536,0.6288981630574085,-0.16949149761621884,-0.26950547413309417,3082.939988515153,0.22910579290755748,4909.228018024717,1826.2880295095642
773,0,Provincial/Regional,apartment,mountain_view,other,2024-02-01 00:00:00,Q3,13862,115.82661764705884,0.39080458879470825,11191,79.42067415730335,0.43842363,37.2921367085944,2.814087311330569,7.0,29,97.6236459021811,0.41461411118507385,0.372921367085944,-0.11485148116310782,-0.30797774356715524,7068.439810646355,0.3880700298823886,9124.614311208436,2056.1745005620805
776,0,Provincial/Regional,apartment,mountain_view,other,2024-03-01 00:00:00,Q1,23833,129.7621052631579,0.30645161867141724,21533,89.07692307692308,0.41935483,37.18274797218447,0.5159396426222134,2.0,31,109.41951417004049,0.3629032224416733,0.3718274797218447,-0.31111106366287,-0.8367080988624208,2315.9999309778214,0.288888900176978,2324.1835761956218,8.183645217800404
776,0,Provincial/Regional,apartment,mountain_view,other,2024-03-01 00:00:00,Q1,12700,185.29999999999998,0.09677419066429138,25121,120.0,0.12903225,42.777595807402555,1.0985849735256161,1.0,31,152.64999999999998,0.11290322244167328,0.4277759580740255,-0.2857142857142857,-0.6679063662218333,479.99998569488525,0.0921658958707537,529.4285556503704,49.42856995548516
776,0,Provincial/Regional,apartment,mountain_view,other,2024-03-01 00:00:00,Q1,8095,134.46666666666667,0.09677419066429138,8808,90.59571428571428,0.11290322,38.98559341219684,0.7611675259745818,2.0,31,112.53119047619047,0.10483870655298233,0.3898559341219684,-0.15384615384615385,-0.394623091200716,634.1699811002612,0.09553349591218509,796.4563865201595,162.2864054198983
778,0,Provincial/Regional,apartment,mountain_view,other,2024-03-01 00:00:00,Q3,18495,174.46428571428572,0.12903225421905518,14779,96.62636363636362,0.15207373,57.42575206069951,2.5864035241395023,7.0,31,135.54532467532468,0.14055299013853073,0.5742575206069951,-0.16393441232549485,-0.2854719467186338,3188.6698603350324,0.12714360914653872,4813.498112776522,1624.82825244149
783,0,Provincial/Regional,apartment,mountain_view,other,2024-04-01 00:00:00,Q3,14767,110.53701587301586,0.4375,11191,80.56568421052633,0.45238096,31.36672757568293,1.5158667188428658,7.0,30,95.55135004177109,0.4449404776096344,0.3136672757568293,-0.033444822325930317,-0.1066251563706583,7653.740048020891,0.43725115454832575,10149.811940268588,2496.071892247697
787,0,Provincial/Regional,apartment,mountain_view,other,2024-05-01 00:00:00,Q3,18495,130.5104761904762,0.09677419066429138,19945,94.54545454545455,0.10138249,31.96096323915248,1.8479275683448673,7.0,31,112.52796536796538,0.09907833859324455,0.3196096323915248,-0.04651163839984443,-0.14552639747373833,2079.999959848144,0.09666702096900016,2737.684789671634,657.68482982349
792,0,Provincial/Regional,apartment,mountain_view,other,2024-06-01 00:00:00,Q2,12648,134.92809523809524,0.17499999701976776,7220,70.91818181818182,0.18333334,62.191956381522026,0.8369378795499478,4.0,30,102.92313852813854,0.17916666716337204,0.6219195638152203,-0.04651166659035886,-0.07478727040684964,1560.2000338164244,0.17480619824725643,2830.352083837821,1270.1520500213965
