product_key,hotel_id,month,room_type,room_view,children_allowed,adr_2023,revenue_2023,nights_2023,capacity_2023,adr_2024,revenue_2024,nights_2024,capacity_2024,price_change_pct,revenue_change_pct,volume_change_pct,revpar_2023,revpar_2024,revpar_change_pct,strategy_bin,fine_bin
10604_4_room_mountain_view_True,10604,4,room,mountain_view,True,112.37173333333335,8427.880000000001,75,745.0,108.86363636363636,4790.0,44,439.0,-0.031218678093099857,-0.4316482911479519,-0.41333333333333333,11.312590604026846,10.91116173120729,-0.03548514101417787,"Flatliners
 (Prices change by -10% to +5%)","(-0.05, -5.55e-17]"
11191_5_room_no_view_False,11191,5,room,no_view,False,55.92250000000001,894.7600000000001,16,16.0,68.10588235294118,1157.8,17,17.0,0.21786190447389103,0.29397827350350914,0.0625,55.92250000000001,68.10588235294118,0.21786190447389103,"Hikers
 (Prices increase by >15% to +30%)","(0.2, 0.25]"
12923_10_apartment_pool_view_True,12923,10,apartment,pool_view,True,414.5683783783784,15339.03,37,204.0,526.5322222222222,4738.79,9,46.0,0.2700732850918358,-0.6910632549776616,-0.7567567567567568,75.19132352941176,103.01717391304348,0.3700673040121097,"Hikers
 (Prices increase by >15% to +30%)","(0.25, 0.3]"
11908_9_room_city_view_True,11908,9,room,city_view,True,185.36871428571428,12975.81,70,490.0,185.55555555555554,3340.0,18,126.0,0.0010079439271142754,-0.7425979572758848,-0.7428571428571429,26.481244897959183,26.50793650793651,0.0010079439271143903,"Flatliners
 (Prices change by -10% to +5%)","(-5.55e-17, 0.05]"
6848_4_room_no_view_True,6848,4,room,no_view,True,96.05409836065573,5859.299999999999,61,131.0,98.98333333333335,1187.8000000000002,12,26.0,0.03049567923358333,-0.7972795385114262,-0.8032786885245902,44.72748091603053,45.68461538461539,0.02139924826935246,"Flatliners
 (Prices change by -10% to +5%)","(-5.55e-17, 0.05]"
15214_11_room_no_view_True,15214,11,room,no_view,True,117.81488372093025,5066.040000000001,43,340.0,139.78,2096.7,15,123.0,0.18643753306329972,-0.5861264419546629,-0.6511627906976745,14.900117647058826,17.04634146341463,0.14404072955621622,"Hikers
 (Prices increase by >15% to +30%)","(0.15, 0.2]"
9114_5_apartment_sea_view_True,9114,5,apartment,sea_view,True,843.5604166666667,20245.45,24,30.0,1016.0791666666668,12192.95,12,15.0,0.20451261888473712,-0.3977436905576315,-0.5,674.8483333333334,812.8633333333333,0.20451261888473704,"Hikers
 (Prices increase by >15% to +30%)","(0.2, 0.25]"
11627_6_apartment_city_view_True,11627,6,apartment,city_view,True,225.10791666666663,5402.589999999999,24,24.0,353.0826666666666,5296.24,15,15.0,0.5685039953059552,-0.01968500293377796,-0.375,225.10791666666663,353.0826666666666,0.5685039953059552,"Moonshots
 (Prices increase by >30%)",
11259_6_room_no_view_True,11259,6,room,no_view,True,238.212676056338,33826.2,142,3618.0,352.41007194244605,48985.0,139,3731.0,0.479392607382069,0.4481378339866732,-0.02112676056338028,9.349419568822553,13.129187885285447,0.4042783927536274,"Moonshots
 (Prices increase by >30%)","(0.45, 0.5]"
7563_2_villa_no_view_True,7563,2,villa,no_view,True,1145.7066666666665,17185.6,15,15.0,811.6857142857143,11363.6,14,14.0,-0.2915414233843615,-0.33877199515873746,-0.06666666666666667,1145.7066666666665,811.6857142857143,-0.2915414233843615,"Slashers
 (Prices decrease by >10%)","(-0.3, -0.25]"
5956_6_apartment_mountain_view_True,5956,6,apartment,mountain_view,True,184.51941176470586,3136.83,17,17.0,137.5142105263158,2612.77,19,19.0,-0.2547439360923707,-0.16706675210323796,0.11764705882352941,184.51941176470586,137.5142105263158,-0.2547439360923707,"Slashers
 (Prices decrease by >10%)","(-0.3, -0.25]"
9782_3_apartment_city_view_True,9782,3,apartment,city_view,True,122.28533333333333,1834.28,15,26.0,116.69333333333333,1750.3999999999999,15,28.0,-0.04572911442091719,-0.04572911442091726,0.0,70.54923076923077,62.51428571428571,-0.11389132053370893,"Flatliners
 (Prices change by -10% to +5%)","(-0.05, -5.55e-17]"
8878_6_apartment_no_view_True,8878,6,apartment,no_view,True,307.25,3687.0,12,12.0,293.19,1759.1399999999999,6,6.0,-0.04576078112286412,-0.5228803905614321,-0.5,307.25,293.19,-0.04576078112286412,"Flatliners
 (Prices change by -10% to +5%)","(-0.05, -5.55e-17]"
10262_2_room_garden_view_False,10262,2,room,garden_view,False,350.87888888888887,3157.91,9,9.0,221.72727272727272,2439.0,11,11.0,-0.36808032700569215,-0.2276537330069571,0.2222222222222222,350.87888888888887,221.72727272727272,-0.36808032700569215,"Slashers
 (Prices decrease by >10%)",
8828_2_cottage_mountain_view_True,8828,2,cottage,mountain_view,True,371.03999999999996,2226.24,6,6.0,452.4766666666667,2714.86,6,6.0,0.21948217622538468,0.21948217622538468,0.0,371.03999999999996,452.4766666666667,0.21948217622538468,"Hikers
 (Prices increase by >15% to +30%)","(0.2, 0.25]"
11936_3_room_garden_view_True,11936,3,room,garden_view,True,80.77238636363636,7107.969999999999,88,319.0,112.13635514018692,11998.59,107,401.0,0.38830063328017,0.6880473609202067,0.2159090909090909,22.282037617554856,29.921670822942644,0.34286061878689766,"Moonshots
 (Prices increase by >30%)","(0.35, 0.4]"
11671_4_apartment_landmark_view_False,11671,4,apartment,landmark_view,False,232.63714285714286,1628.46,7,7.0,156.34444444444443,1407.1,9,9.0,-0.3279471948275604,-0.13593210763543478,0.2857142857142857,232.63714285714286,156.34444444444443,-0.3279471948275604,"Slashers
 (Prices decrease by >10%)",
7520_6_apartment_city_view_True,7520,6,apartment,city_view,True,250.32894117647058,21277.96,85,209.0,332.76887500000004,26621.510000000002,80,206.0,0.3293264192150001,0.2511307474964707,-0.058823529411764705,101.80842105263157,129.23063106796118,0.26935109818816694,"Moonshots
 (Prices increase by >30%)","(0.3, 0.35]"
8904_5_room_mountain_view_True,8904,5,room,mountain_view,True,100.77777777777777,907.0,9,9.0,90.5,1448.0,16,16.0,-0.10198456449834614,0.5964718853362734,0.7777777777777778,100.77777777777777,90.5,-0.10198456449834614,"Slashers
 (Prices decrease by >10%)","(-0.15, -0.1]"
6922_5_room_no_view_True,6922,5,room,no_view,True,113.94642857142857,1595.25,14,14.0,120.66111111111111,1085.95,9,9.0,0.058928415957094867,-0.3192603040275819,-0.35714285714285715,113.94642857142857,120.66111111111111,0.058928415957094867,"Nudgers
 (Prices increase by >5% to +15%)","(0.05, 0.1]"
13341_5_room_garden_view_True,13341,5,room,garden_view,True,132.80616666666666,7968.37,60,60.0,154.9182,7745.910000000001,50,50.0,0.16649854361682523,-0.027917880319312374,-0.16666666666666666,132.80616666666666,154.9182,0.16649854361682523,"Hikers
 (Prices increase by >15% to +30%)","(0.15, 0.2]"
7029_3_room_no_view_True,7029,3,room,no_view,True,158.56599999999997,2378.49,15,15.0,203.36894736842106,3864.01,19,19.0,0.2825507824402526,0.6245643244243199,0.26666666666666666,158.56599999999997,203.36894736842106,0.2825507824402526,"Hikers
 (Prices increase by >15% to +30%)","(0.25, 0.3]"
11630_6_room_city_view_False,11630,6,room,city_view,False,88.84342105263157,6752.099999999999,76,532.0,84.86029411764706,2885.25,34,238.0,-0.04483311074463099,-0.5726884969120718,-0.5526315789473685,12.691917293233082,12.122899159663865,-0.04483311074463113,"Flatliners
 (Prices change by -10% to +5%)","(-0.05, -5.55e-17]"
7761_4_apartment_city_view_False,7761,4,apartment,city_view,False,251.61619047619047,5283.94,21,21.0,212.57217391304349,4889.16,23,23.0,-0.15517291033321473,-0.07471318750780663,0.09523809523809523,251.61619047619047,212.57217391304349,-0.15517291033321473,"Slashers
 (Prices decrease by >10%)","(-0.2, -0.15]"
6291_4_room_lake_view_False,6291,4,room,lake_view,False,289.8181818181818,3188.0,11,22.0,260.57142857142856,1824.0,7,14.0,-0.10091414231941212,-0.42785445420326224,-0.36363636363636365,144.9090909090909,130.28571428571428,-0.10091414231941212,"Slashers
 (Prices decrease by >10%)","(-0.15, -0.1]"
10500_3_room_city_view_True,10500,3,room,city_view,True,146.06093023255815,6280.62,43,246.0,118.35934426229508,7219.92,61,322.0,-0.18965774027425825,0.14955529868070352,0.4186046511627907,25.530975609756098,22.422111801242238,-0.12176831218803391,"Slashers
 (Prices decrease by >10%)","(-0.2, -0.15]"
10354_2_room_mountain_view_True,10354,2,room,mountain_view,True,104.11111111111111,937.0,9,18.0,109.66666666666667,658.0,6,12.0,0.05336179295624335,-0.29775880469583776,-0.3333333333333333,52.05555555555556,54.833333333333336,0.05336179295624335,"Nudgers
 (Prices increase by >5% to +15%)","(0.05, 0.1]"
6257_2_villa_garden_view_True,6257,2,villa,garden_view,True,175.71428571428572,1230.0,7,7.0,188.83333333333334,2266.0,12,12.0,0.07466124661246613,0.8422764227642277,0.7142857142857143,175.71428571428572,188.83333333333334,0.07466124661246613,"Nudgers
 (Prices increase by >5% to +15%)","(0.05, 0.1]"
11067_3_room_landmark_view_False,11067,3,room,landmark_view,False,57.88,868.2,15,15.0,61.61538461538461,801.0,13,13.0,0.06453670724576037,-0.07740152038700765,-0.13333333333333333,57.88,61.61538461538461,0.06453670724576037,"Nudgers
 (Prices increase by >5% to +15%)","(0.05, 0.1]"
12109_6_apartment_garden_view_True,12109,6,apartment,garden_view,True,1009.8900000000001,10098.900000000001,10,10.0,613.896,6138.96,10,10.0,-0.3921159730267654,-0.3921159730267654,0.0,1009.8900000000001,613.896,-0.3921159730267654,"Slashers
 (Prices decrease by >10%)",
8640_7_room_garden_view_True,8640,7,room,garden_view,True,359.23,8980.75,25,50.0,599.6111111111111,5396.5,9,18.0,0.6691565601734573,-0.3991036383375553,-0.64,179.615,299.80555555555554,0.6691565601734573,"Moonshots
 (Prices increase by >30%)",
6249_3_room_no_view_True,6249,3,room,no_view,True,110.36000000000001,4193.68,38,38.0,160.47652173913045,3690.96,23,23.0,0.45411853696203724,-0.11987562236508274,-0.39473684210526316,110.36000000000001,160.47652173913045,0.45411853696203724,"Moonshots
 (Prices increase by >30%)","(0.45, 0.5]"
10611_3_room_garden_view_True,10611,3,room,garden_view,True,100.80736842105264,1915.3400000000001,19,19.0,77.7715625,2488.69,32,32.0,-0.2285131164701829,0.29934633015548145,0.6842105263157895,100.80736842105264,77.7715625,-0.2285131164701829,"Slashers
 (Prices decrease by >10%)","(-0.25, -0.2]"
9783_6_room_city_view_False,9783,6,room,city_view,False,21.41759493670886,1691.9899999999998,79,578.0,21.53661538461538,1399.8799999999997,65,541.0,0.005557134134726094,-0.17264286431952916,-0.17721518987341772,2.9273183391003457,2.5875785582255078,-0.11605836520644705,"Flatliners
 (Prices change by -10% to +5%)","(-5.55e-17, 0.05]"
11067_10_room_landmark_view_False,11067,10,room,landmark_view,False,64.56,1614.0,25,25.0,70.57142857142857,1482.0,21,21.0,0.09311382545583283,-0.08178438661710037,-0.16,64.56,70.57142857142857,0.09311382545583283,"Nudgers
 (Prices increase by >5% to +15%)","(0.05, 0.1]"
11484_5_apartment_city_view_True,11484,5,apartment,city_view,True,233.42454545454547,2567.67,11,11.0,228.74166666666667,4117.35,18,18.0,-0.02006163824271293,0.603535501057379,0.6363636363636364,233.42454545454547,228.74166666666667,-0.02006163824271293,"Flatliners
 (Prices change by -10% to +5%)","(-0.05, -5.55e-17]"
11274_5_room_city_view_True,11274,5,room,city_view,True,102.39473684210526,7782.0,76,432.0,79.27368421052631,6024.8,76,427.0,-0.22580313544076075,-0.2258031354407607,0.0,18.01388888888889,14.1096018735363,-0.2167375983850319,"Slashers
 (Prices decrease by >10%)","(-0.25, -0.2]"
9709_8_room_mountain_view_True,9709,8,room,mountain_view,True,328.37571428571425,22986.3,70,70.0,568.0588235294117,9657.0,17,17.0,0.7299051020415998,-0.579880189504183,-0.7571428571428571,328.37571428571425,568.0588235294117,0.7299051020415998,"Moonshots
 (Prices increase by >30%)",
6415_3_room_no_view_True,6415,3,room,no_view,True,281.3630769230769,3657.72,13,13.0,387.3275,6197.24,16,16.0,0.3766109762365627,0.6942904322911541,0.23076923076923078,281.3630769230769,387.3275,0.3766109762365627,"Moonshots
 (Prices increase by >30%)","(0.35, 0.4]"
14330_5_room_city_view_True,14330,5,room,city_view,True,96.06382978723404,4515.0,47,452.0,95.5909090909091,4206.0,44,408.0,-0.004922983992751398,-0.06843853820598006,-0.06382978723404255,9.988938053097344,10.308823529411764,0.03202397237964959,"Flatliners
 (Prices change by -10% to +5%)","(-0.05, -5.55e-17]"
7182_6_room_no_view_True,7182,6,room,no_view,True,185.6445945945946,6868.849999999999,37,37.0,318.99130434782603,7336.799999999999,23,23.0,0.7182902903498494,0.06812639670396062,-0.3783783783783784,185.6445945945946,318.99130434782603,0.7182902903498494,"Moonshots
 (Prices increase by >30%)",
14616_7_room_no_view_True,14616,7,room,no_view,True,157.40333333333334,32110.280000000002,204,917.0,168.46153846153845,2190.0,13,57.0,0.07025394503423339,-0.9317975427184066,-0.9362745098039216,35.016663031624866,38.421052631578945,0.09722198819686065,"Nudgers
 (Prices increase by >5% to +15%)","(0.05, 0.1]"
13227_5_apartment_city_view_True,13227,5,apartment,city_view,True,398.104,1990.52,5,5.0,349.5222222222222,3145.7,9,9.0,-0.12203288029705253,0.5803408154653055,0.8,398.104,349.5222222222222,-0.12203288029705253,"Slashers
 (Prices decrease by >10%)","(-0.15, -0.1]"
8640_4_room_garden_view_True,8640,4,room,garden_view,True,256.37600000000003,5127.52,20,40.0,196.55,982.75,5,10.0,-0.23335257590414085,-0.8083381439760352,-0.75,128.18800000000002,98.275,-0.23335257590414085,"Slashers
 (Prices decrease by >10%)","(-0.25, -0.2]"
8828_6_cottage_mountain_view_True,8828,6,cottage,mountain_view,True,271.89076923076925,3534.58,13,13.0,470.5,2823.0,6,6.0,0.7304743420717594,-0.20131953442841863,-0.5384615384615384,271.89076923076925,470.5,0.7304743420717594,"Moonshots
 (Prices increase by >30%)",
7790_7_apartment_pool_view_True,7790,7,apartment,pool_view,True,241.18,2411.8,10,10.0,201.19562499999998,3219.1299999999997,16,16.0,-0.16578644580811025,0.33474168670702353,0.6,241.18,201.19562499999998,-0.16578644580811025,"Slashers
 (Prices decrease by >10%)","(-0.2, -0.15]"
10997_5_room_pool_view_True,10997,5,room,pool_view,True,279.3181818181818,6145.0,22,22.0,324.44444444444446,5840.0,18,18.0,0.1615586294186783,-0.04963384865744508,-0.18181818181818182,279.3181818181818,324.44444444444446,0.1615586294186783,"Hikers
 (Prices increase by >15% to +30%)","(0.15, 0.2]"
9703_6_apartment_no_view_True,9703,6,apartment,no_view,True,186.43384615384613,2423.64,13,13.0,275.5936363636364,3031.53,11,11.0,0.4782382171969738,0.25081695301282386,-0.15384615384615385,186.43384615384613,275.5936363636364,0.4782382171969738,"Moonshots
 (Prices increase by >30%)","(0.45, 0.5]"
11197_6_apartment_mountain_view_True,11197,6,apartment,mountain_view,True,471.83755102040817,23120.04,49,293.0,398.728901098901,36284.329999999994,91,573.0,-0.1549445349642064,0.5693887207807596,0.8571428571428571,78.90798634812288,63.323438045375205,-0.19750280071769197,"Slashers
 (Prices decrease by >10%)","(-0.2, -0.15]"
8303_11_apartment_no_view_True,8303,11,apartment,no_view,True,124.99800000000002,1874.9700000000003,15,15.0,221.04000000000002,1105.2,5,5.0,0.7683482935726971,-0.410550568809101,-0.6666666666666666,124.99800000000002,221.04000000000002,0.7683482935726971,"Moonshots
 (Prices increase by >30%)",
9950_3_room_mountain_view_False,9950,3,room,mountain_view,False,179.475,1435.8,8,8.0,234.094,2340.94,10,10.0,0.3043265078701769,0.6304081348377212,0.25,179.475,234.094,0.3043265078701769,"Moonshots
 (Prices increase by >30%)","(0.3, 0.35]"
6542_8_room_lake_view_True,6542,8,room,lake_view,True,48.620000000000005,875.1600000000001,18,18.0,56.96363636363637,626.6,11,11.0,0.171609139523578,-0.2840166369578135,-0.3888888888888889,48.620000000000005,56.96363636363637,0.171609139523578,"Hikers
 (Prices increase by >15% to +30%)","(0.15, 0.2]"
11908_8_room_city_view_True,11908,8,room,city_view,True,168.59576470588235,14330.64,85,595.0,267.9287037037037,14468.15,54,378.0,0.589178139623549,0.009595523996136964,-0.36470588235294116,24.085109243697477,38.2755291005291,0.5891781396235489,"Moonshots
 (Prices increase by >30%)",
8190_6_room_no_view_True,8190,6,room,no_view,True,104.33125,1669.3,16,16.0,85.57391304347826,1968.1999999999998,23,23.0,-0.17978637231435204,0.1790570897981189,0.4375,104.33125,85.57391304347826,-0.17978637231435204,"Slashers
 (Prices decrease by >10%)","(-0.2, -0.15]"
10037_10_room_city_view_True,10037,10,room,city_view,True,158.90383333333332,9534.23,60,840.0,149.28333333333333,895.6999999999999,6,84.0,-0.06054290697832962,-0.9060542906978328,-0.9,11.35027380952381,10.663095238095238,-0.06054290697832966,"Flatliners
 (Prices change by -10% to +5%)","(-0.1, -0.05]"
10521_7_room_city_view_True,10521,7,room,city_view,True,318.0854285714286,11132.990000000002,35,210.0,462.1666666666667,2773.0,6,36.0,0.4529639686493324,-0.7509204625172573,-0.8285714285714286,53.014238095238106,77.02777777777777,0.4529639686493322,"Moonshots
 (Prices increase by >30%)","(0.45, 0.5]"
11328_3_room_pool_view_True,11328,3,room,pool_view,True,74.4342857142857,521.04,7,7.0,81.61,489.66,6,6.0,0.09640334715185024,-0.06022570244127119,-0.14285714285714285,74.4342857142857,81.61,0.09640334715185024,"Nudgers
 (Prices increase by >5% to +15%)","(0.05, 0.1]"
11874_4_room_garden_view_True,11874,4,room,garden_view,True,118.3447619047619,2485.24,21,21.0,174.326,871.63,5,5.0,0.4730351998197358,-0.6492773333762534,-0.7619047619047619,118.3447619047619,174.326,0.4730351998197358,"Moonshots
 (Prices increase by >30%)","(0.45, 0.5]"
9793_5_apartment_city_view_True,9793,5,apartment,city_view,True,352.3378947368421,13388.84,38,38.0,396.87844827586207,23018.95,58,58.0,0.1264143147937207,0.7192639541588368,0.5263157894736842,352.3378947368421,396.87844827586207,0.1264143147937207,"Nudgers
 (Prices increase by >5% to +15%)","(0.1, 0.15]"
10861_7_apartment_pool_view_True,10861,7,apartment,pool_view,True,676.4344927536232,46673.98,69,435.0,917.5301960784313,46794.04,51,311.0,0.3564213621682094,0.002572311167806938,-0.2608695652173913,107.29650574712645,150.46315112540194,0.40231175356268817,"Moonshots
 (Prices increase by >30%)","(0.35, 0.4]"
8271_5_room_no_view_True,8271,5,room,no_view,True,173.23529411764707,2945.0,17,17.0,173.06666666666666,5192.0,30,30.0,-0.0009734012450482031,0.7629881154499151,0.7647058823529411,173.23529411764707,173.06666666666666,-0.0009734012450482031,"Flatliners
 (Prices change by -10% to +5%)","(-0.05, -5.55e-17]"
12648_9_apartment_mountain_view_True,12648,9,apartment,mountain_view,True,480.7031578947369,9133.36,19,51.0,583.4271428571428,4083.99,7,19.0,0.2136952571984147,-0.5528491157690051,-0.631578947368421,179.08549019607844,214.94684210526316,0.20024711030424955,"Hikers
 (Prices increase by >15% to +30%)","(0.2, 0.25]"
13042_6_room_city_view_True,13042,6,room,city_view,True,191.6153846153846,2491.0,13,13.0,180.11111111111111,1621.0,9,9.0,-0.06003836031937193,-0.34925732637494983,-0.3076923076923077,191.6153846153846,180.11111111111111,-0.06003836031937193,"Flatliners
 (Prices change by -10% to +5%)","(-0.1, -0.05]"
8076_4_apartment_city_view_True,8076,4,apartment,city_view,True,1271.4597222222224,45772.55,36,186.0,1807.2446666666667,54217.340000000004,30,159.0,0.4213935644835168,0.1844946370695974,-0.16666666666666666,246.08897849462366,340.9895597484277,0.38563523581726505,"Moonshots
 (Prices increase by >30%)","(0.4, 0.45]"
6642_5_room_mountain_view_True,6642,5,room,mountain_view,True,271.49285714285713,1900.4499999999998,7,7.0,186.03333333333333,1116.2,6,6.0,-0.31477632490550483,-0.4126654213475755,-0.14285714285714285,271.49285714285713,186.03333333333333,-0.31477632490550483,"Slashers
 (Prices decrease by >10%)",
